missing_value,normalization,outlier,whitespace,punctuation,stopword,deduplication,model,utility_accuracy_score
3,2,4,2,2,2,2,1,0.1021897810218978
3,2,5,1,1,1,1,1,0.0933852140077821
3,2,5,1,1,1,2,1,0.09731543624161076
3,2,5,1,1,2,1,1,0.0933852140077821
3,2,5,1,1,2,2,1,0.09731543624161076
3,2,5,1,2,1,1,1,0.0933852140077821
3,2,5,1,2,1,2,1,0.09731543624161076
3,2,5,1,2,2,1,1,0.0933852140077821
3,2,5,1,2,2,2,1,0.09731543624161076
3,2,5,2,1,1,1,1,0.0933852140077821
3,2,5,2,1,1,2,1,0.09731543624161076
3,2,5,2,1,2,1,1,0.0933852140077821
3,2,5,2,1,2,2,1,0.09731543624161076
3,2,5,2,2,1,1,1,0.0933852140077821
3,2,5,2,2,1,2,1,0.09731543624161076
3,2,5,2,2,2,1,1,0.0933852140077821
3,2,5,2,2,2,2,1,0.09731543624161076
3,2,6,1,1,1,1,1,0.0797665369649806
3,2,6,1,1,1,2,1,0.0921501706484642
3,2,6,1,1,2,1,1,0.0797665369649806
3,2,6,1,1,2,2,1,0.0921501706484642
3,2,6,1,2,1,1,1,0.0797665369649806
3,2,6,1,2,1,2,1,0.0921501706484642
3,2,6,1,2,2,1,1,0.0797665369649806
3,2,6,1,2,2,2,1,0.0921501706484642
3,2,6,2,1,1,1,1,0.0797665369649806
3,2,6,2,1,1,2,1,0.0921501706484642
3,2,6,2,1,2,1,1,0.0797665369649806
3,2,6,2,1,2,2,1,0.0921501706484642
3,2,6,2,2,1,1,1,0.0797665369649806
3,2,6,2,2,1,2,1,0.0921501706484642
3,2,6,2,2,2,1,1,0.0797665369649806
3,2,6,2,2,2,2,1,0.0921501706484642
3,2,7,1,1,1,1,1,0.07587548638132291
3,2,7,1,1,1,2,1,0.08135593220338988
3,2,7,1,1,2,1,1,0.07587548638132291
3,2,7,1,1,2,2,1,0.08135593220338988
3,2,7,1,2,1,1,1,0.07587548638132291
3,2,7,1,2,1,2,1,0.08135593220338988
3,2,7,1,2,2,1,1,0.07587548638132291
3,2,7,1,2,2,2,1,0.08135593220338988
3,2,7,2,1,1,1,1,0.07587548638132291
3,2,7,2,1,1,2,1,0.08135593220338988
3,2,7,2,1,2,1,1,0.07587548638132291
3,2,7,2,1,2,2,1,0.08135593220338988
3,2,7,2,2,1,1,1,0.07587548638132291
3,2,7,2,2,1,2,1,0.08135593220338988
3,2,7,2,2,2,1,1,0.07587548638132291
3,2,7,2,2,2,2,1,0.08135593220338988
3,2,8,1,1,1,1,1,0.08171206225680938
3,2,8,1,1,1,2,1,0.08965517241379306
3,2,8,1,1,2,1,1,0.08171206225680938
3,2,8,1,1,2,2,1,0.08965517241379306
3,2,8,1,2,1,1,1,0.08171206225680938
3,2,8,1,2,1,2,1,0.08965517241379306
3,2,8,1,2,2,1,1,0.08171206225680938
3,2,8,1,2,2,2,1,0.08965517241379306
3,2,8,2,1,1,1,1,0.08171206225680938
3,2,8,2,1,1,2,1,0.08965517241379306
3,2,8,2,1,2,1,1,0.08171206225680938
3,2,8,2,1,2,2,1,0.08965517241379306
3,2,8,2,2,1,1,1,0.08171206225680938
3,2,8,2,2,1,2,1,0.08965517241379306
3,2,8,2,2,2,1,1,0.08171206225680938
3,2,8,2,2,2,2,1,0.08965517241379306
3,3,1,1,1,1,1,1,0.09486780715396581
3,3,1,1,1,1,2,1,0.09677419354838712
3,3,1,1,1,2,1,1,0.09486780715396581
3,3,1,1,1,2,2,1,0.09677419354838712
3,3,1,1,2,1,1,1,0.09486780715396581
3,3,1,1,2,1,2,1,0.09677419354838712
3,3,1,1,2,2,1,1,0.09486780715396581
3,3,1,1,2,2,2,1,0.09677419354838712
3,3,1,2,1,1,1,1,0.09486780715396581
3,3,1,2,1,1,2,1,0.09677419354838712
3,3,1,2,1,2,1,1,0.09486780715396581
3,3,1,2,1,2,2,1,0.09677419354838712
3,3,1,2,2,1,1,1,0.09486780715396581
3,3,1,2,2,1,2,1,0.09677419354838712
3,3,1,2,2,2,1,1,0.09486780715396581
3,3,1,2,2,2,2,1,0.09677419354838712
3,3,2,1,1,1,1,1,0.060194174757281504
3,3,2,1,1,1,2,1,0.056140350877192935
3,3,2,1,1,2,1,1,0.060194174757281504
3,3,2,1,1,2,2,1,0.056140350877192935
3,3,2,1,2,1,1,1,0.060194174757281504
3,3,2,1,2,1,2,1,0.056140350877192935
3,3,2,1,2,2,1,1,0.060194174757281504
3,3,2,1,2,2,2,1,0.056140350877192935
3,3,2,2,1,1,1,1,0.060194174757281504
3,3,2,2,1,1,2,1,0.056140350877192935
3,3,2,2,1,2,1,1,0.060194174757281504
3,3,2,2,1,2,2,1,0.056140350877192935
3,3,2,2,2,1,1,1,0.060194174757281504
3,3,2,2,2,1,2,1,0.056140350877192935
3,3,2,2,2,2,1,1,0.060194174757281504
3,3,2,2,2,2,2,1,0.056140350877192935
3,3,3,1,1,1,1,1,0.07986688851913482
3,3,3,1,1,1,2,1,0.08446866485013627
3,3,3,1,1,2,1,1,0.07986688851913482
3,3,3,1,1,2,2,1,0.08446866485013627
3,3,3,1,2,1,1,1,0.07986688851913482
3,3,3,1,2,1,2,1,0.08446866485013627
3,3,3,1,2,2,1,1,0.07986688851913482
3,3,3,1,2,2,2,1,0.08446866485013627
3,3,3,2,1,1,1,1,0.07986688851913482
3,3,3,2,1,1,2,1,0.08446866485013627
3,3,3,2,1,2,1,1,0.07986688851913482
3,3,3,2,1,2,2,1,0.08446866485013627
3,3,3,2,2,1,1,1,0.07986688851913482
3,3,3,2,2,1,2,1,0.08446866485013627
3,3,3,2,2,2,1,1,0.07986688851913482
3,3,3,2,2,2,2,1,0.08446866485013627
3,3,4,1,1,1,1,1,0.09090909090909094
3,3,4,1,1,1,2,1,0.10416666666666663
3,3,4,1,1,2,1,1,0.09090909090909094
3,3,4,1,1,2,2,1,0.10416666666666663
3,3,4,1,2,1,1,1,0.09090909090909094
3,3,4,1,2,1,2,1,0.10416666666666663
3,3,4,1,2,2,1,1,0.09090909090909094
3,3,4,1,2,2,2,1,0.10416666666666663
3,3,4,2,1,1,1,1,0.09090909090909094
3,3,4,2,1,1,2,1,0.10416666666666663
3,3,4,2,1,2,1,1,0.09090909090909094
3,3,4,2,1,2,2,1,0.10416666666666663
3,3,4,2,2,1,1,1,0.09090909090909094
3,3,4,2,2,1,2,1,0.10416666666666663
3,3,4,2,2,2,1,1,0.09090909090909094
3,3,4,2,2,2,2,1,0.10416666666666663
3,3,5,1,1,1,1,1,0.08365758754863817
3,3,5,1,1,1,2,1,0.09634551495016608
3,3,5,1,1,2,1,1,0.08365758754863817
3,3,5,1,1,2,2,1,0.09634551495016608
3,3,5,1,2,1,1,1,0.08365758754863817
3,3,5,1,2,1,2,1,0.09634551495016608
3,3,5,1,2,2,1,1,0.08365758754863817
3,3,5,1,2,2,2,1,0.09634551495016608
3,3,5,2,1,1,1,1,0.08365758754863817
3,3,5,2,1,1,2,1,0.09634551495016608
3,3,5,2,1,2,1,1,0.08365758754863817
3,3,5,2,1,2,2,1,0.09634551495016608
3,3,5,2,2,1,1,1,0.08365758754863817
3,3,5,2,2,1,2,1,0.09634551495016608
3,3,5,2,2,2,1,1,0.08365758754863817
3,3,5,2,2,2,2,1,0.09634551495016608
3,3,6,1,1,1,1,1,0.08949416342412453
3,3,6,1,1,1,2,1,0.10197368421052633
3,3,6,1,1,2,1,1,0.08949416342412453
3,3,6,1,1,2,2,1,0.10197368421052633
3,3,6,1,2,1,1,1,0.08949416342412453
3,3,6,1,2,1,2,1,0.10197368421052633
3,3,6,1,2,2,1,1,0.08949416342412453
3,3,6,1,2,2,2,1,0.10197368421052633
3,3,6,2,1,1,1,1,0.08949416342412453
3,3,6,2,1,1,2,1,0.10197368421052633
3,3,6,2,1,2,1,1,0.08949416342412453
3,3,6,2,1,2,2,1,0.10197368421052633
3,3,6,2,2,1,1,1,0.08949416342412453
3,3,6,2,2,1,2,1,0.10197368421052633
3,3,6,2,2,2,1,1,0.08949416342412453
3,3,6,2,2,2,2,1,0.10197368421052633
3,3,7,1,1,1,1,1,0.07587548638132291
3,3,7,1,1,1,2,1,0.08417508417508412
3,3,7,1,1,2,1,1,0.07587548638132291
3,3,7,1,1,2,2,1,0.08417508417508412
3,3,7,1,2,1,1,1,0.07587548638132291
3,3,7,1,2,1,2,1,0.08417508417508412
3,3,7,1,2,2,1,1,0.07587548638132291
3,3,7,1,2,2,2,1,0.08417508417508412
3,3,7,2,1,1,1,1,0.07587548638132291
3,3,7,2,1,1,2,1,0.08417508417508412
3,3,7,2,1,2,1,1,0.07587548638132291
3,3,7,2,1,2,2,1,0.08417508417508412
3,3,7,2,2,1,1,1,0.07587548638132291
3,3,7,2,2,1,2,1,0.08417508417508412
3,3,7,2,2,2,1,1,0.07587548638132291
3,3,7,2,2,2,2,1,0.08417508417508412
3,3,8,1,1,1,1,1,0.06420233463035019
3,3,8,1,1,1,2,1,0.059859154929577496
3,3,8,1,1,2,1,1,0.06420233463035019
3,3,8,1,1,2,2,1,0.059859154929577496
3,3,8,1,2,1,1,1,0.06420233463035019
3,3,8,1,2,1,2,1,0.059859154929577496
3,3,8,1,2,2,1,1,0.06420233463035019
3,3,8,1,2,2,2,1,0.059859154929577496
3,3,8,2,1,1,1,1,0.06420233463035019
3,3,8,2,1,1,2,1,0.059859154929577496
3,3,8,2,1,2,1,1,0.06420233463035019
3,3,8,2,1,2,2,1,0.059859154929577496
3,3,8,2,2,1,1,1,0.06420233463035019
3,3,8,2,2,1,2,1,0.059859154929577496
3,3,8,2,2,2,1,1,0.06420233463035019
3,3,8,2,2,2,2,1,0.059859154929577496
3,4,1,1,1,1,1,1,0.09486780715396581
3,4,1,1,1,1,2,1,0.09677419354838712
3,4,1,1,1,2,1,1,0.09486780715396581
3,4,1,1,1,2,2,1,0.09677419354838712
3,4,1,1,2,1,1,1,0.09486780715396581
3,4,1,1,2,1,2,1,0.09677419354838712
3,4,1,1,2,2,1,1,0.09486780715396581
3,4,1,1,2,2,2,1,0.09677419354838712
3,4,1,2,1,1,1,1,0.09486780715396581
3,4,1,2,1,1,2,1,0.09677419354838712
3,4,1,2,1,2,1,1,0.09486780715396581
3,4,1,2,1,2,2,1,0.09677419354838712
3,4,1,2,2,1,1,1,0.09486780715396581
3,4,1,2,2,1,2,1,0.09677419354838712
3,4,1,2,2,2,1,1,0.09486780715396581
3,4,1,2,2,2,2,1,0.09677419354838712
3,4,2,1,1,1,1,1,0.060194174757281504
3,4,2,1,1,1,2,1,0.056140350877192935
3,4,2,1,1,2,1,1,0.060194174757281504
3,4,2,1,1,2,2,1,0.056140350877192935
3,4,2,1,2,1,1,1,0.060194174757281504
3,4,2,1,2,1,2,1,0.056140350877192935
3,4,2,1,2,2,1,1,0.060194174757281504
3,4,2,1,2,2,2,1,0.056140350877192935
3,4,2,2,1,1,1,1,0.060194174757281504
3,4,2,2,1,1,2,1,0.056140350877192935
3,4,2,2,1,2,1,1,0.060194174757281504
3,4,2,2,1,2,2,1,0.056140350877192935
3,4,2,2,2,1,1,1,0.060194174757281504
3,4,2,2,2,1,2,1,0.056140350877192935
3,4,2,2,2,2,1,1,0.060194174757281504
3,4,2,2,2,2,2,1,0.056140350877192935
3,4,3,1,1,1,1,1,0.07986688851913482
3,4,3,1,1,1,2,1,0.08446866485013627
3,4,3,1,1,2,1,1,0.07986688851913482
3,4,3,1,1,2,2,1,0.08446866485013627
3,4,3,1,2,1,1,1,0.07986688851913482
3,4,3,1,2,1,2,1,0.08446866485013627
3,4,3,1,2,2,1,1,0.07986688851913482
3,4,3,1,2,2,2,1,0.08446866485013627
3,4,3,2,1,1,1,1,0.07986688851913482
3,4,3,2,1,1,2,1,0.08446866485013627
3,4,3,2,1,2,1,1,0.07986688851913482
3,4,3,2,1,2,2,1,0.08446866485013627
3,4,3,2,2,1,1,1,0.07986688851913482
3,4,3,2,2,1,2,1,0.08446866485013627
3,4,3,2,2,2,1,1,0.07986688851913482
3,4,3,2,2,2,2,1,0.08446866485013627
3,4,4,1,1,1,1,1,0.08949416342412453
3,4,4,1,1,1,2,1,0.1058394160583942
3,4,4,1,1,2,1,1,0.08949416342412453
3,4,4,1,1,2,2,1,0.1058394160583942
3,4,4,1,2,1,1,1,0.08949416342412453
3,4,4,1,2,1,2,1,0.1058394160583942
3,4,4,1,2,2,1,1,0.08949416342412453
3,4,4,1,2,2,2,1,0.1058394160583942
3,4,4,2,1,1,1,1,0.08949416342412453
3,4,4,2,1,1,2,1,0.1058394160583942
3,4,4,2,1,2,1,1,0.08949416342412453
3,4,4,2,1,2,2,1,0.1058394160583942
3,4,4,2,2,1,1,1,0.08949416342412453
3,4,4,2,2,1,2,1,0.1058394160583942
3,4,4,2,2,2,1,1,0.08949416342412453
3,4,4,2,2,2,2,1,0.1058394160583942
3,4,5,1,1,1,1,1,0.08171206225680938
3,4,5,1,1,1,2,1,0.09030100334448166
3,4,5,1,1,2,1,1,0.08171206225680938
3,4,5,1,1,2,2,1,0.09030100334448166
3,4,5,1,2,1,1,1,0.08171206225680938
3,4,5,1,2,1,2,1,0.09030100334448166
3,4,5,1,2,2,1,1,0.08171206225680938
3,4,5,1,2,2,2,1,0.09030100334448166
3,4,5,2,1,1,1,1,0.08171206225680938
3,4,5,2,1,1,2,1,0.09030100334448166
3,4,5,2,1,2,1,1,0.08171206225680938
3,4,5,2,1,2,2,1,0.09030100334448166
3,4,5,2,2,1,1,1,0.08171206225680938
3,4,5,2,2,1,2,1,0.09030100334448166
3,4,5,2,2,2,1,1,0.08171206225680938
3,4,5,2,2,2,2,1,0.09030100334448166
3,4,6,1,1,1,1,1,0.08171206225680938
3,4,6,1,1,1,2,1,0.09246575342465757
3,4,6,1,1,2,1,1,0.08171206225680938
3,4,6,1,1,2,2,1,0.09246575342465757
3,4,6,1,2,1,1,1,0.08171206225680938
3,4,6,1,2,1,2,1,0.09246575342465757
3,4,6,1,2,2,1,1,0.08171206225680938
3,4,6,1,2,2,2,1,0.09246575342465757
3,4,6,2,1,1,1,1,0.08171206225680938
3,4,6,2,1,1,2,1,0.09246575342465757
3,4,6,2,1,2,1,1,0.08171206225680938
3,4,6,2,1,2,2,1,0.09246575342465757
3,4,6,2,2,1,1,1,0.08171206225680938
3,4,6,2,2,1,2,1,0.09246575342465757
3,4,6,2,2,2,1,1,0.08171206225680938
3,4,6,2,2,2,2,1,0.09246575342465757
3,4,7,1,1,1,1,1,0.07003891050583655
3,4,7,1,1,1,2,1,0.07849829351535831
3,4,7,1,1,2,1,1,0.07003891050583655
3,4,7,1,1,2,2,1,0.07849829351535831
3,4,7,1,2,1,1,1,0.07003891050583655
3,4,7,1,2,1,2,1,0.07849829351535831
3,4,7,1,2,2,1,1,0.07003891050583655
3,4,7,1,2,2,2,1,0.07849829351535831
3,4,7,2,1,1,1,1,0.07003891050583655
3,4,7,2,1,1,2,1,0.07849829351535831
3,4,7,2,1,2,1,1,0.07003891050583655
3,4,7,2,1,2,2,1,0.07849829351535831
3,4,7,2,2,1,1,1,0.07003891050583655
3,4,7,2,2,1,2,1,0.07849829351535831
3,4,7,2,2,2,1,1,0.07003891050583655
3,4,7,2,2,2,2,1,0.07849829351535831
3,4,8,1,1,1,1,1,0.0778210116731517
3,4,8,1,1,1,2,1,0.08710801393728218
3,4,8,1,1,2,1,1,0.0778210116731517
3,4,8,1,1,2,2,1,0.08710801393728218
3,4,8,1,2,1,1,1,0.0778210116731517
3,4,8,1,2,1,2,1,0.08710801393728218
3,4,8,1,2,2,1,1,0.0778210116731517
3,4,8,1,2,2,2,1,0.08710801393728218
3,4,8,2,1,1,1,1,0.0778210116731517
3,4,8,2,1,1,2,1,0.08710801393728218
3,4,8,2,1,2,1,1,0.0778210116731517
3,4,8,2,1,2,2,1,0.08710801393728218
3,4,8,2,2,1,1,1,0.0778210116731517
3,4,8,2,2,1,2,1,0.08710801393728218
3,4,8,2,2,2,1,1,0.0778210116731517
3,4,8,2,2,2,2,1,0.08710801393728218
3,5,1,1,1,1,1,1,0.09486780715396581
3,5,1,1,1,1,2,1,0.09677419354838712
3,5,1,1,1,2,1,1,0.09486780715396581
3,5,1,1,1,2,2,1,0.09677419354838712
3,5,1,1,2,1,1,1,0.09486780715396581
3,5,1,1,2,1,2,1,0.09677419354838712
3,5,1,1,2,2,1,1,0.09486780715396581
3,5,1,1,2,2,2,1,0.09677419354838712
3,5,1,2,1,1,1,1,0.09486780715396581
3,5,1,2,1,1,2,1,0.09677419354838712
3,5,1,2,1,2,1,1,0.09486780715396581
3,5,1,2,1,2,2,1,0.09677419354838712
3,5,1,2,2,1,1,1,0.09486780715396581
3,5,1,2,2,1,2,1,0.09677419354838712
3,5,1,2,2,2,1,1,0.09486780715396581
3,5,1,2,2,2,2,1,0.09677419354838712
3,5,2,1,1,1,1,1,0.060194174757281504
3,5,2,1,1,1,2,1,0.056140350877192935
3,5,2,1,1,2,1,1,0.060194174757281504
3,5,2,1,1,2,2,1,0.056140350877192935
3,5,2,1,2,1,1,1,0.060194174757281504
3,5,2,1,2,1,2,1,0.056140350877192935
3,5,2,1,2,2,1,1,0.060194174757281504
3,5,2,1,2,2,2,1,0.056140350877192935
3,5,2,2,1,1,1,1,0.060194174757281504
3,5,2,2,1,1,2,1,0.056140350877192935
3,5,2,2,1,2,1,1,0.060194174757281504
3,5,2,2,1,2,2,1,0.056140350877192935
3,5,2,2,2,1,1,1,0.060194174757281504
3,5,2,2,2,1,2,1,0.056140350877192935
3,5,2,2,2,2,1,1,0.060194174757281504
3,5,2,2,2,2,2,1,0.056140350877192935
3,5,3,1,1,1,1,1,0.08108108108108103
3,5,3,1,1,1,2,1,0.08635097493036215
3,5,3,1,1,2,1,1,0.08108108108108103
3,5,3,1,1,2,2,1,0.08635097493036215
3,5,3,1,2,1,1,1,0.08108108108108103
3,5,3,1,2,1,2,1,0.08635097493036215
3,5,3,1,2,2,1,1,0.08108108108108103
3,5,3,1,2,2,2,1,0.08635097493036215
3,5,3,2,1,1,1,1,0.08108108108108103
3,5,3,2,1,1,2,1,0.08635097493036215
3,5,3,2,1,2,1,1,0.08108108108108103
3,5,3,2,1,2,2,1,0.08635097493036215
3,5,3,2,2,1,1,1,0.08108108108108103
3,5,3,2,2,1,2,1,0.08635097493036215
3,5,3,2,2,2,1,1,0.08108108108108103
3,5,3,2,2,2,2,1,0.08635097493036215
3,5,4,1,1,1,1,1,0.08754863813229574
3,5,4,1,1,1,2,1,0.1058394160583942
3,5,4,1,1,2,1,1,0.08754863813229574
3,5,4,1,1,2,2,1,0.1058394160583942
3,5,4,1,2,1,1,1,0.08754863813229574
3,5,4,1,2,1,2,1,0.1058394160583942
3,5,4,1,2,2,1,1,0.08754863813229574
3,5,4,1,2,2,2,1,0.1058394160583942
3,5,4,2,1,1,1,1,0.08754863813229574
3,5,4,2,1,1,2,1,0.1058394160583942
3,5,4,2,1,2,1,1,0.08754863813229574
3,5,4,2,1,2,2,1,0.1058394160583942
3,5,4,2,2,1,1,1,0.08754863813229574
3,5,4,2,2,1,2,1,0.1058394160583942
3,5,4,2,2,2,1,1,0.08754863813229574
3,5,4,2,2,2,2,1,0.1058394160583942
3,5,5,1,1,1,1,1,0.0797665369649806
3,5,5,1,1,1,2,1,0.08389261744966447
3,5,5,1,1,2,1,1,0.0797665369649806
3,5,5,1,1,2,2,1,0.08389261744966447
3,5,5,1,2,1,1,1,0.0797665369649806
3,5,5,1,2,1,2,1,0.08389261744966447
3,5,5,1,2,2,1,1,0.0797665369649806
3,5,5,1,2,2,2,1,0.08389261744966447
3,5,5,2,1,1,1,1,0.0797665369649806
3,5,5,2,1,1,2,1,0.08389261744966447
3,5,5,2,1,2,1,1,0.0797665369649806
3,5,5,2,1,2,2,1,0.08389261744966447
3,5,5,2,2,1,1,1,0.0797665369649806
3,5,5,2,2,1,2,1,0.08389261744966447
3,5,5,2,2,2,1,1,0.0797665369649806
3,5,5,2,2,2,2,1,0.08389261744966447
3,5,6,1,1,1,1,1,0.07392996108949412
3,5,6,1,1,1,2,1,0.08275862068965523
3,5,6,1,1,2,1,1,0.07392996108949412
3,5,6,1,1,2,2,1,0.08275862068965523
3,5,6,1,2,1,1,1,0.07392996108949412
3,5,6,1,2,1,2,1,0.08275862068965523
3,5,6,1,2,2,1,1,0.07392996108949412
3,5,6,1,2,2,2,1,0.08275862068965523
3,5,6,2,1,1,1,1,0.07392996108949412
3,5,6,2,1,1,2,1,0.08275862068965523
3,5,6,2,1,2,1,1,0.07392996108949412
3,5,6,2,1,2,2,1,0.08275862068965523
3,5,6,2,2,1,1,1,0.07392996108949412
3,5,6,2,2,1,2,1,0.08275862068965523
3,5,6,2,2,2,1,1,0.07392996108949412
3,5,6,2,2,2,2,1,0.08275862068965523
3,5,7,1,1,1,1,1,0.07543520309477758
3,5,7,1,1,1,2,1,0.08080808080808077
3,5,7,1,1,2,1,1,0.07543520309477758
3,5,7,1,1,2,2,1,0.08080808080808077
3,5,7,1,2,1,1,1,0.07543520309477758
3,5,7,1,2,1,2,1,0.08080808080808077
3,5,7,1,2,2,1,1,0.07543520309477758
3,5,7,1,2,2,2,1,0.08080808080808077
3,5,7,2,1,1,1,1,0.07543520309477758
3,5,7,2,1,1,2,1,0.08080808080808077
3,5,7,2,1,2,1,1,0.07543520309477758
3,5,7,2,1,2,2,1,0.08080808080808077
3,5,7,2,2,1,1,1,0.07543520309477758
3,5,7,2,2,1,2,1,0.08080808080808077
3,5,7,2,2,2,1,1,0.07543520309477758
3,5,7,2,2,2,2,1,0.08080808080808077
3,5,8,1,1,1,1,1,0.0778210116731517
3,5,8,1,1,1,2,1,0.08247422680412375
3,5,8,1,1,2,1,1,0.0778210116731517
3,5,8,1,1,2,2,1,0.08247422680412375
3,5,8,1,2,1,1,1,0.0778210116731517
3,5,8,1,2,1,2,1,0.08247422680412375
3,5,8,1,2,2,1,1,0.0778210116731517
3,5,8,1,2,2,2,1,0.08247422680412375
3,5,8,2,1,1,1,1,0.0778210116731517
3,5,8,2,1,1,2,1,0.08247422680412375
3,5,8,2,1,2,1,1,0.0778210116731517
3,5,8,2,1,2,2,1,0.08247422680412375
3,5,8,2,2,1,1,1,0.0778210116731517
3,5,8,2,2,1,2,1,0.08247422680412375
3,5,8,2,2,2,1,1,0.0778210116731517
3,5,8,2,2,2,2,1,0.08247422680412375
4,1,1,1,1,1,1,1,0.09486780715396581
4,1,1,1,1,1,2,1,0.09677419354838712
4,1,1,1,1,2,1,1,0.09486780715396581
4,1,1,1,1,2,2,1,0.09677419354838712
4,1,1,1,2,1,1,1,0.09486780715396581
4,1,1,1,2,1,2,1,0.09677419354838712
4,1,1,1,2,2,1,1,0.09486780715396581
4,1,1,1,2,2,2,1,0.09677419354838712
4,1,1,2,1,1,1,1,0.09486780715396581
4,1,1,2,1,1,2,1,0.09677419354838712
4,1,1,2,1,2,1,1,0.09486780715396581
4,1,1,2,1,2,2,1,0.09677419354838712
4,1,1,2,2,1,1,1,0.09486780715396581
4,1,1,2,2,1,2,1,0.09677419354838712
4,1,1,2,2,2,1,1,0.09486780715396581
4,1,1,2,2,2,2,1,0.09677419354838712
4,1,2,1,1,1,1,1,0.060194174757281504
4,1,2,1,1,1,2,1,0.056140350877192935
4,1,2,1,1,2,1,1,0.060194174757281504
4,1,2,1,1,2,2,1,0.056140350877192935
4,1,2,1,2,1,1,1,0.060194174757281504
4,1,2,1,2,1,2,1,0.056140350877192935
4,1,2,1,2,2,1,1,0.060194174757281504
4,1,2,1,2,2,2,1,0.056140350877192935
4,1,2,2,1,1,1,1,0.060194174757281504
4,1,2,2,1,1,2,1,0.056140350877192935
4,1,2,2,1,2,1,1,0.060194174757281504
4,1,2,2,1,2,2,1,0.056140350877192935
4,1,2,2,2,1,1,1,0.060194174757281504
4,1,2,2,2,1,2,1,0.056140350877192935
4,1,2,2,2,2,1,1,0.060194174757281504
4,1,2,2,2,2,2,1,0.056140350877192935
4,1,3,1,1,1,1,1,0.07986688851913482
4,1,3,1,1,1,2,1,0.08446866485013627
4,1,3,1,1,2,1,1,0.07986688851913482
4,1,3,1,1,2,2,1,0.08446866485013627
4,1,3,1,2,1,1,1,0.07986688851913482
4,1,3,1,2,1,2,1,0.08446866485013627
4,1,3,1,2,2,1,1,0.07986688851913482
4,1,3,1,2,2,2,1,0.08446866485013627
4,1,3,2,1,1,1,1,0.07986688851913482
4,1,3,2,1,1,2,1,0.08446866485013627
4,1,3,2,1,2,1,1,0.07986688851913482
4,1,3,2,1,2,2,1,0.08446866485013627
4,1,3,2,2,1,1,1,0.07986688851913482
4,1,3,2,2,1,2,1,0.08446866485013627
4,1,3,2,2,2,1,1,0.07986688851913482
4,1,3,2,2,2,2,1,0.08446866485013627
4,1,4,1,1,1,1,1,0.08461538461538465
4,1,4,1,1,1,2,1,0.09642857142857142
4,1,4,1,1,2,1,1,0.08461538461538465
4,1,4,1,1,2,2,1,0.09642857142857142
4,1,4,1,2,1,1,1,0.08461538461538465
4,1,4,1,2,1,2,1,0.09642857142857142
4,1,4,1,2,2,1,1,0.08461538461538465
4,1,4,1,2,2,2,1,0.09642857142857142
4,1,4,2,1,1,1,1,0.08461538461538465
4,1,4,2,1,1,2,1,0.09642857142857142
4,1,4,2,1,2,1,1,0.08461538461538465
4,1,4,2,1,2,2,1,0.09642857142857142
4,1,4,2,2,1,1,1,0.08461538461538465
4,1,4,2,2,1,2,1,0.09642857142857142
4,1,4,2,2,2,1,1,0.08461538461538465
4,1,4,2,2,2,2,1,0.09642857142857142
4,1,5,1,1,1,1,1,0.08171206225680938
4,1,5,1,1,1,2,1,0.09836065573770492
4,1,5,1,1,2,1,1,0.08171206225680938
4,1,5,1,1,2,2,1,0.09836065573770492
4,1,5,1,2,1,1,1,0.08171206225680938
4,1,5,1,2,1,2,1,0.09836065573770492
4,1,5,1,2,2,1,1,0.08171206225680938
4,1,5,1,2,2,2,1,0.09836065573770492
4,1,5,2,1,1,1,1,0.08171206225680938
4,1,5,2,1,1,2,1,0.09836065573770492
4,1,5,2,1,2,1,1,0.08171206225680938
4,1,5,2,1,2,2,1,0.09836065573770492
4,1,5,2,2,1,1,1,0.08171206225680938
4,1,5,2,2,1,2,1,0.09836065573770492
4,1,5,2,2,2,1,1,0.08171206225680938
4,1,5,2,2,2,2,1,0.09836065573770492
4,1,6,1,1,1,1,1,0.06809338521400776
4,1,6,1,1,1,2,1,0.08445945945945943
4,1,6,1,1,2,1,1,0.06809338521400776
4,1,6,1,1,2,2,1,0.08445945945945943
4,1,6,1,2,1,1,1,0.06809338521400776
4,1,6,1,2,1,2,1,0.08445945945945943
4,1,6,1,2,2,1,1,0.06809338521400776
4,1,6,1,2,2,2,1,0.08445945945945943
4,1,6,2,1,1,1,1,0.06809338521400776
4,1,6,2,1,1,2,1,0.08445945945945943
4,1,6,2,1,2,1,1,0.06809338521400776
4,1,6,2,1,2,2,1,0.08445945945945943
4,1,6,2,2,1,1,1,0.06809338521400776
4,1,6,2,2,1,2,1,0.08445945945945943
4,1,6,2,2,2,1,1,0.06809338521400776
4,1,6,2,2,2,2,1,0.08445945945945943
4,1,7,1,1,1,1,1,0.06420233463035019
4,1,7,1,1,1,2,1,0.06271777003484325
4,1,7,1,1,2,1,1,0.06420233463035019
4,1,7,1,1,2,2,1,0.06271777003484325
4,1,7,1,2,1,1,1,0.06420233463035019
4,1,7,1,2,1,2,1,0.06271777003484325
4,1,7,1,2,2,1,1,0.06420233463035019
4,1,7,1,2,2,2,1,0.06271777003484325
4,1,7,2,1,1,1,1,0.06420233463035019
4,1,7,2,1,1,2,1,0.06271777003484325
4,1,7,2,1,2,1,1,0.06420233463035019
4,1,7,2,1,2,2,1,0.06271777003484325
4,1,7,2,2,1,1,1,0.06420233463035019
