missing_value,normalization,outlier,whitespace,punctuation,stopword,deduplication,model,utility_accuracy_score
7,4,5,1,2,1,2,1,0.09030100334448166
7,4,5,1,2,2,1,1,0.08171206225680938
7,4,5,1,2,2,2,1,0.09030100334448166
7,4,5,2,1,1,1,1,0.08171206225680938
7,4,5,2,1,1,2,1,0.09030100334448166
7,4,5,2,1,2,1,1,0.08171206225680938
7,4,5,2,1,2,2,1,0.09030100334448166
7,4,5,2,2,1,1,1,0.08171206225680938
7,4,5,2,2,1,2,1,0.09030100334448166
7,4,5,2,2,2,1,1,0.08171206225680938
7,4,5,2,2,2,2,1,0.09030100334448166
7,4,6,1,1,1,1,1,0.08171206225680938
7,4,6,1,1,1,2,1,0.09246575342465757
7,4,6,1,1,2,1,1,0.08171206225680938
7,4,6,1,1,2,2,1,0.09246575342465757
7,4,6,1,2,1,1,1,0.08171206225680938
7,4,6,1,2,1,2,1,0.09246575342465757
7,4,6,1,2,2,1,1,0.08171206225680938
7,4,6,1,2,2,2,1,0.09246575342465757
7,4,6,2,1,1,1,1,0.08171206225680938
7,4,6,2,1,1,2,1,0.09246575342465757
7,4,6,2,1,2,1,1,0.08171206225680938
7,4,6,2,1,2,2,1,0.09246575342465757
7,4,6,2,2,1,1,1,0.08171206225680938
7,4,6,2,2,1,2,1,0.09246575342465757
7,4,6,2,2,2,1,1,0.08171206225680938
7,4,6,2,2,2,2,1,0.09246575342465757
7,4,7,1,1,1,1,1,0.07003891050583655
7,4,7,1,1,1,2,1,0.07849829351535831
7,4,7,1,1,2,1,1,0.07003891050583655
7,4,7,1,1,2,2,1,0.07849829351535831
7,4,7,1,2,1,1,1,0.07003891050583655
7,4,7,1,2,1,2,1,0.07849829351535831
7,4,7,1,2,2,1,1,0.07003891050583655
7,4,7,1,2,2,2,1,0.07849829351535831
7,4,7,2,1,1,1,1,0.07003891050583655
7,4,7,2,1,1,2,1,0.07849829351535831
7,4,7,2,1,2,1,1,0.07003891050583655
7,4,7,2,1,2,2,1,0.07849829351535831
7,4,7,2,2,1,1,1,0.07003891050583655
7,4,7,2,2,1,2,1,0.07849829351535831
7,4,7,2,2,2,1,1,0.07003891050583655
7,4,7,2,2,2,2,1,0.07849829351535831
7,4,8,1,1,1,1,1,0.0778210116731517
7,4,8,1,1,1,2,1,0.08710801393728218
7,4,8,1,1,2,1,1,0.0778210116731517
7,4,8,1,1,2,2,1,0.08710801393728218
7,4,8,1,2,1,1,1,0.0778210116731517
7,4,8,1,2,1,2,1,0.08710801393728218
7,4,8,1,2,2,1,1,0.0778210116731517
7,4,8,1,2,2,2,1,0.08710801393728218
7,4,8,2,1,1,1,1,0.0778210116731517
7,4,8,2,1,1,2,1,0.08710801393728218
7,4,8,2,1,2,1,1,0.0778210116731517
7,4,8,2,1,2,2,1,0.08710801393728218
7,4,8,2,2,1,1,1,0.0778210116731517
7,4,8,2,2,1,2,1,0.08710801393728218
7,4,8,2,2,2,1,1,0.0778210116731517
7,4,8,2,2,2,2,1,0.08710801393728218
7,5,1,1,1,1,1,1,0.09486780715396581
7,5,1,1,1,1,2,1,0.09677419354838712
7,5,1,1,1,2,1,1,0.09486780715396581
7,5,1,1,1,2,2,1,0.09677419354838712
7,5,1,1,2,1,1,1,0.09486780715396581
7,5,1,1,2,1,2,1,0.09677419354838712
7,5,1,1,2,2,1,1,0.09486780715396581
7,5,1,1,2,2,2,1,0.09677419354838712
7,5,1,2,1,1,1,1,0.09486780715396581
7,5,1,2,1,1,2,1,0.09677419354838712
7,5,1,2,1,2,1,1,0.09486780715396581
7,5,1,2,1,2,2,1,0.09677419354838712
7,5,1,2,2,1,1,1,0.09486780715396581
7,5,1,2,2,1,2,1,0.09677419354838712
7,5,1,2,2,2,1,1,0.09486780715396581
7,5,1,2,2,2,2,1,0.09677419354838712
7,5,2,1,1,1,1,1,0.060194174757281504
7,5,2,1,1,1,2,1,0.056140350877192935
7,5,2,1,1,2,1,1,0.060194174757281504
7,5,2,1,1,2,2,1,0.056140350877192935
7,5,2,1,2,1,1,1,0.060194174757281504
7,5,2,1,2,1,2,1,0.056140350877192935
7,5,2,1,2,2,1,1,0.060194174757281504
7,5,2,1,2,2,2,1,0.056140350877192935
7,5,2,2,1,1,1,1,0.060194174757281504
7,5,2,2,1,1,2,1,0.056140350877192935
7,5,2,2,1,2,1,1,0.060194174757281504
7,5,2,2,1,2,2,1,0.056140350877192935
7,5,2,2,2,1,1,1,0.060194174757281504
7,5,2,2,2,1,2,1,0.056140350877192935
7,5,2,2,2,2,1,1,0.060194174757281504
7,5,2,2,2,2,2,1,0.056140350877192935
7,5,3,1,1,1,1,1,0.08108108108108103
7,5,3,1,1,1,2,1,0.08635097493036215
7,5,3,1,1,2,1,1,0.08108108108108103
7,5,3,1,1,2,2,1,0.08635097493036215
7,5,3,1,2,1,1,1,0.08108108108108103
7,5,3,1,2,1,2,1,0.08635097493036215
7,5,3,1,2,2,1,1,0.08108108108108103
7,5,3,1,2,2,2,1,0.08635097493036215
7,5,3,2,1,1,1,1,0.08108108108108103
7,5,3,2,1,1,2,1,0.08635097493036215
7,5,3,2,1,2,1,1,0.08108108108108103
7,5,3,2,1,2,2,1,0.08635097493036215
7,5,3,2,2,1,1,1,0.08108108108108103
7,5,3,2,2,1,2,1,0.08635097493036215
7,5,3,2,2,2,1,1,0.08108108108108103
7,5,3,2,2,2,2,1,0.08635097493036215
7,5,4,1,1,1,1,1,0.08754863813229574
7,5,4,1,1,1,2,1,0.1058394160583942
7,5,4,1,1,2,1,1,0.08754863813229574
7,5,4,1,1,2,2,1,0.1058394160583942
7,5,4,1,2,1,1,1,0.08754863813229574
7,5,4,1,2,1,2,1,0.1058394160583942
7,5,4,1,2,2,1,1,0.08754863813229574
7,5,4,1,2,2,2,1,0.1058394160583942
7,5,4,2,1,1,1,1,0.08754863813229574
7,5,4,2,1,1,2,1,0.1058394160583942
7,5,4,2,1,2,1,1,0.08754863813229574
7,5,4,2,1,2,2,1,0.1058394160583942
7,5,4,2,2,1,1,1,0.08754863813229574
7,5,4,2,2,1,2,1,0.1058394160583942
7,5,4,2,2,2,1,1,0.08754863813229574
7,5,4,2,2,2,2,1,0.1058394160583942
7,5,5,1,1,1,1,1,0.0797665369649806
7,5,5,1,1,1,2,1,0.08389261744966447
7,5,5,1,1,2,1,1,0.0797665369649806
7,5,5,1,1,2,2,1,0.08389261744966447
7,5,5,1,2,1,1,1,0.0797665369649806
7,5,5,1,2,1,2,1,0.08389261744966447
7,5,5,1,2,2,1,1,0.0797665369649806
7,5,5,1,2,2,2,1,0.08389261744966447
7,5,5,2,1,1,1,1,0.0797665369649806
7,5,5,2,1,1,2,1,0.08389261744966447
7,5,5,2,1,2,1,1,0.0797665369649806
7,5,5,2,1,2,2,1,0.08389261744966447
7,5,5,2,2,1,1,1,0.0797665369649806
7,5,5,2,2,1,2,1,0.08389261744966447
7,5,5,2,2,2,1,1,0.0797665369649806
7,5,5,2,2,2,2,1,0.08389261744966447
7,5,6,1,1,1,1,1,0.07392996108949412
7,5,6,1,1,1,2,1,0.08275862068965523
7,5,6,1,1,2,1,1,0.07392996108949412
7,5,6,1,1,2,2,1,0.08275862068965523
7,5,6,1,2,1,1,1,0.07392996108949412
7,5,6,1,2,1,2,1,0.08275862068965523
7,5,6,1,2,2,1,1,0.07392996108949412
7,5,6,1,2,2,2,1,0.08275862068965523
7,5,6,2,1,1,1,1,0.07392996108949412
7,5,6,2,1,1,2,1,0.08275862068965523
7,5,6,2,1,2,1,1,0.07392996108949412
7,5,6,2,1,2,2,1,0.08275862068965523
7,5,6,2,2,1,1,1,0.07392996108949412
7,5,6,2,2,1,2,1,0.08275862068965523
7,5,6,2,2,2,1,1,0.07392996108949412
7,5,6,2,2,2,2,1,0.08275862068965523
7,5,7,1,1,1,1,1,0.07543520309477758
7,5,7,1,1,1,2,1,0.08080808080808077
7,5,7,1,1,2,1,1,0.07543520309477758
7,5,7,1,1,2,2,1,0.08080808080808077
7,5,7,1,2,1,1,1,0.07543520309477758
7,5,7,1,2,1,2,1,0.08080808080808077
7,5,7,1,2,2,1,1,0.07543520309477758
7,5,7,1,2,2,2,1,0.08080808080808077
7,5,7,2,1,1,1,1,0.07543520309477758
7,5,7,2,1,1,2,1,0.08080808080808077
7,5,7,2,1,2,1,1,0.07543520309477758
7,5,7,2,1,2,2,1,0.08080808080808077
7,5,7,2,2,1,1,1,0.07543520309477758
7,5,7,2,2,1,2,1,0.08080808080808077
7,5,7,2,2,2,1,1,0.07543520309477758
7,5,7,2,2,2,2,1,0.08080808080808077
7,5,8,1,1,1,1,1,0.0778210116731517
7,5,8,1,1,1,2,1,0.08247422680412375
7,5,8,1,1,2,1,1,0.0778210116731517
7,5,8,1,1,2,2,1,0.08247422680412375
7,5,8,1,2,1,1,1,0.0778210116731517
7,5,8,1,2,1,2,1,0.08247422680412375
7,5,8,1,2,2,1,1,0.0778210116731517
7,5,8,1,2,2,2,1,0.08247422680412375
7,5,8,2,1,1,1,1,0.0778210116731517
7,5,8,2,1,1,2,1,0.08247422680412375
7,5,8,2,1,2,1,1,0.0778210116731517
7,5,8,2,1,2,2,1,0.08247422680412375
7,5,8,2,2,1,1,1,0.0778210116731517
7,5,8,2,2,1,2,1,0.08247422680412375
7,5,8,2,2,2,1,1,0.0778210116731517
7,5,8,2,2,2,2,1,0.08247422680412375
8,1,1,1,1,1,1,1,0.09486780715396581
8,1,1,1,1,1,2,1,0.09677419354838712
8,1,1,1,1,2,1,1,0.09486780715396581
8,1,1,1,1,2,2,1,0.09677419354838712
8,1,1,1,2,1,1,1,0.09486780715396581
8,1,1,1,2,1,2,1,0.09677419354838712
8,1,1,1,2,2,1,1,0.09486780715396581
8,1,1,1,2,2,2,1,0.09677419354838712
8,1,1,2,1,1,1,1,0.09486780715396581
8,1,1,2,1,1,2,1,0.09677419354838712
8,1,1,2,1,2,1,1,0.09486780715396581
8,1,1,2,1,2,2,1,0.09677419354838712
8,1,1,2,2,1,1,1,0.09486780715396581
8,1,1,2,2,1,2,1,0.09677419354838712
8,1,1,2,2,2,1,1,0.09486780715396581
8,1,1,2,2,2,2,1,0.09677419354838712
8,1,2,1,1,1,1,1,0.060194174757281504
8,1,2,1,1,1,2,1,0.056140350877192935
8,1,2,1,1,2,1,1,0.060194174757281504
8,1,2,1,1,2,2,1,0.056140350877192935
8,1,2,1,2,1,1,1,0.060194174757281504
8,1,2,1,2,1,2,1,0.056140350877192935
8,1,2,1,2,2,1,1,0.060194174757281504
8,1,2,1,2,2,2,1,0.056140350877192935
8,1,2,2,1,1,1,1,0.060194174757281504
8,1,2,2,1,1,2,1,0.056140350877192935
8,1,2,2,1,2,1,1,0.060194174757281504
8,1,2,2,1,2,2,1,0.056140350877192935
8,1,2,2,2,1,1,1,0.060194174757281504
8,1,2,2,2,1,2,1,0.056140350877192935
8,1,2,2,2,2,1,1,0.060194174757281504
8,1,2,2,2,2,2,1,0.056140350877192935
8,1,3,1,1,1,1,1,0.07986688851913482
8,1,3,1,1,1,2,1,0.08446866485013627
8,1,3,1,1,2,1,1,0.07986688851913482
8,1,3,1,1,2,2,1,0.08446866485013627
8,1,3,1,2,1,1,1,0.07986688851913482
8,1,3,1,2,1,2,1,0.08446866485013627
8,1,3,1,2,2,1,1,0.07986688851913482
8,1,3,1,2,2,2,1,0.08446866485013627
8,1,3,2,1,1,1,1,0.07986688851913482
8,1,3,2,1,1,2,1,0.08446866485013627
8,1,3,2,1,2,1,1,0.07986688851913482
8,1,3,2,1,2,2,1,0.08446866485013627
8,1,3,2,2,1,1,1,0.07986688851913482
8,1,3,2,2,1,2,1,0.08446866485013627
8,1,3,2,2,2,1,1,0.07986688851913482
8,1,3,2,2,2,2,1,0.08446866485013627
8,1,4,1,1,1,1,1,0.08461538461538465
8,1,4,1,1,1,2,1,0.09642857142857142
8,1,4,1,1,2,1,1,0.08461538461538465
8,1,4,1,1,2,2,1,0.09642857142857142
8,1,4,1,2,1,1,1,0.08461538461538465
8,1,4,1,2,1,2,1,0.09642857142857142
8,1,4,1,2,2,1,1,0.08461538461538465
8,1,4,1,2,2,2,1,0.09642857142857142
8,1,4,2,1,1,1,1,0.08461538461538465
8,1,4,2,1,1,2,1,0.09642857142857142
8,1,4,2,1,2,1,1,0.08461538461538465
8,1,4,2,1,2,2,1,0.09642857142857142
8,1,4,2,2,1,1,1,0.08461538461538465
8,1,4,2,2,1,2,1,0.09642857142857142
8,1,4,2,2,2,1,1,0.08461538461538465
8,1,4,2,2,2,2,1,0.09642857142857142
8,1,5,1,1,1,1,1,0.08171206225680938
8,1,5,1,1,1,2,1,0.09836065573770492
8,1,5,1,1,2,1,1,0.08171206225680938
8,1,5,1,1,2,2,1,0.09836065573770492
8,1,5,1,2,1,1,1,0.08171206225680938
8,1,5,1,2,1,2,1,0.09836065573770492
8,1,5,1,2,2,1,1,0.08171206225680938
8,1,5,1,2,2,2,1,0.09836065573770492
8,1,5,2,1,1,1,1,0.08171206225680938
8,1,5,2,1,1,2,1,0.09836065573770492
8,1,5,2,1,2,1,1,0.08171206225680938
8,1,5,2,1,2,2,1,0.09836065573770492
8,1,5,2,2,1,1,1,0.08171206225680938
8,1,5,2,2,1,2,1,0.09836065573770492
8,1,5,2,2,2,1,1,0.08171206225680938
8,1,5,2,2,2,2,1,0.09836065573770492
8,1,6,1,1,1,1,1,0.06809338521400776
8,1,6,1,1,1,2,1,0.08445945945945943
8,1,6,1,1,2,1,1,0.06809338521400776
8,1,6,1,1,2,2,1,0.08445945945945943
8,1,6,1,2,1,1,1,0.06809338521400776
8,1,6,1,2,1,2,1,0.08445945945945943
8,1,6,1,2,2,1,1,0.06809338521400776
8,1,6,1,2,2,2,1,0.08445945945945943
8,1,6,2,1,1,1,1,0.06809338521400776
8,1,6,2,1,1,2,1,0.08445945945945943
8,1,6,2,1,2,1,1,0.06809338521400776
8,1,6,2,1,2,2,1,0.08445945945945943
8,1,6,2,2,1,1,1,0.06809338521400776
8,1,6,2,2,1,2,1,0.08445945945945943
8,1,6,2,2,2,1,1,0.06809338521400776
8,1,6,2,2,2,2,1,0.08445945945945943
8,1,7,1,1,1,1,1,0.06420233463035019
8,1,7,1,1,1,2,1,0.06271777003484325
8,1,7,1,1,2,1,1,0.06420233463035019
8,1,7,1,1,2,2,1,0.06271777003484325
8,1,7,1,2,1,1,1,0.06420233463035019
8,1,7,1,2,1,2,1,0.06271777003484325
8,1,7,1,2,2,1,1,0.06420233463035019
8,1,7,1,2,2,2,1,0.06271777003484325
8,1,7,2,1,1,1,1,0.06420233463035019
8,1,7,2,1,1,2,1,0.06271777003484325
8,1,7,2,1,2,1,1,0.06420233463035019
8,1,7,2,1,2,2,1,0.06271777003484325
8,1,7,2,2,1,1,1,0.06420233463035019
8,1,7,2,2,1,2,1,0.06271777003484325
8,1,7,2,2,2,1,1,0.06420233463035019
8,1,7,2,2,2,2,1,0.06271777003484325
8,1,8,1,1,1,1,1,0.06614785992217898
8,1,8,1,1,1,2,1,0.06382978723404253
8,1,8,1,1,2,1,1,0.06614785992217898
8,1,8,1,1,2,2,1,0.06382978723404253
8,1,8,1,2,1,1,1,0.06614785992217898
8,1,8,1,2,1,2,1,0.06382978723404253
8,1,8,1,2,2,1,1,0.06614785992217898
8,1,8,1,2,2,2,1,0.06382978723404253
8,1,8,2,1,1,1,1,0.06614785992217898
8,1,8,2,1,1,2,1,0.06382978723404253
8,1,8,2,1,2,1,1,0.06614785992217898
8,1,8,2,1,2,2,1,0.06382978723404253
8,1,8,2,2,1,1,1,0.06614785992217898
8,1,8,2,2,1,2,1,0.06382978723404253
8,1,8,2,2,2,1,1,0.06614785992217898
8,1,8,2,2,2,2,1,0.06382978723404253
8,2,1,1,1,1,1,1,0.0964230171073095
8,2,1,1,1,1,2,1,0.09677419354838712
8,2,1,1,1,2,1,1,0.0964230171073095
8,2,1,1,1,2,2,1,0.09677419354838712
8,2,1,1,2,1,1,1,0.0964230171073095
8,2,1,1,2,1,2,1,0.09677419354838712
8,2,1,1,2,2,1,1,0.0964230171073095
8,2,1,1,2,2,2,1,0.09677419354838712
8,2,1,2,1,1,1,1,0.0964230171073095
8,2,1,2,1,1,2,1,0.09677419354838712
8,2,1,2,1,2,1,1,0.0964230171073095
8,2,1,2,1,2,2,1,0.09677419354838712
8,2,1,2,2,1,1,1,0.0964230171073095
8,2,1,2,2,1,2,1,0.09677419354838712
8,2,1,2,2,2,1,1,0.0964230171073095
8,2,1,2,2,2,2,1,0.09677419354838712
8,2,2,1,1,1,1,1,0.060194174757281504
8,2,2,1,1,1,2,1,0.056140350877192935
8,2,2,1,1,2,1,1,0.060194174757281504
8,2,2,1,1,2,2,1,0.056140350877192935
8,2,2,1,2,1,1,1,0.060194174757281504
8,2,2,1,2,1,2,1,0.056140350877192935
8,2,2,1,2,2,1,1,0.060194174757281504
8,2,2,1,2,2,2,1,0.056140350877192935
8,2,2,2,1,1,1,1,0.060194174757281504
8,2,2,2,1,1,2,1,0.056140350877192935
8,2,2,2,1,2,1,1,0.060194174757281504
8,2,2,2,1,2,2,1,0.056140350877192935
8,2,2,2,2,1,1,1,0.060194174757281504
8,2,2,2,2,1,2,1,0.056140350877192935
8,2,2,2,2,2,1,1,0.060194174757281504
8,2,2,2,2,2,2,1,0.056140350877192935
8,2,3,1,1,1,1,1,0.08108108108108103
8,2,3,1,1,1,2,1,0.08635097493036215
8,2,3,1,1,2,1,1,0.08108108108108103
8,2,3,1,1,2,2,1,0.08635097493036215
8,2,3,1,2,1,1,1,0.08108108108108103
8,2,3,1,2,1,2,1,0.08635097493036215
8,2,3,1,2,2,1,1,0.08108108108108103
8,2,3,1,2,2,2,1,0.08635097493036215
8,2,3,2,1,1,1,1,0.08108108108108103
8,2,3,2,1,1,2,1,0.08635097493036215
8,2,3,2,1,2,1,1,0.08108108108108103
8,2,3,2,1,2,2,1,0.08635097493036215
8,2,3,2,2,1,1,1,0.08108108108108103
8,2,3,2,2,1,2,1,0.08635097493036215
8,2,3,2,2,2,1,1,0.08108108108108103
8,2,3,2,2,2,2,1,0.08635097493036215
8,2,4,1,1,1,1,1,0.08949416342412453
8,2,4,1,1,1,2,1,0.1021897810218978
8,2,4,1,1,2,1,1,0.08949416342412453
8,2,4,1,1,2,2,1,0.1021897810218978
8,2,4,1,2,1,1,1,0.08949416342412453
8,2,4,1,2,1,2,1,0.1021897810218978
8,2,4,1,2,2,1,1,0.08949416342412453
8,2,4,1,2,2,2,1,0.1021897810218978
8,2,4,2,1,1,1,1,0.08949416342412453
8,2,4,2,1,1,2,1,0.1021897810218978
8,2,4,2,1,2,1,1,0.08949416342412453
8,2,4,2,1,2,2,1,0.1021897810218978
8,2,4,2,2,1,1,1,0.08949416342412453
8,2,4,2,2,1,2,1,0.1021897810218978
8,2,4,2,2,2,1,1,0.08949416342412453
8,2,4,2,2,2,2,1,0.1021897810218978
8,2,5,1,1,1,1,1,0.0933852140077821
8,2,5,1,1,1,2,1,0.09731543624161076
8,2,5,1,1,2,1,1,0.0933852140077821
8,2,5,1,1,2,2,1,0.09731543624161076
8,2,5,1,2,1,1,1,0.0933852140077821
8,2,5,1,2,1,2,1,0.09731543624161076
8,2,5,1,2,2,1,1,0.0933852140077821
8,2,5,1,2,2,2,1,0.09731543624161076
8,2,5,2,1,1,1,1,0.0933852140077821
8,2,5,2,1,1,2,1,0.09731543624161076
8,2,5,2,1,2,1,1,0.0933852140077821
8,2,5,2,1,2,2,1,0.09731543624161076
8,2,5,2,2,1,1,1,0.0933852140077821
8,2,5,2,2,1,2,1,0.09731543624161076
8,2,5,2,2,2,1,1,0.0933852140077821
8,2,5,2,2,2,2,1,0.09731543624161076
8,2,6,1,1,1,1,1,0.0797665369649806
8,2,6,1,1,1,2,1,0.0921501706484642
8,2,6,1,1,2,1,1,0.0797665369649806
8,2,6,1,1,2,2,1,0.0921501706484642
8,2,6,1,2,1,1,1,0.0797665369649806
8,2,6,1,2,1,2,1,0.0921501706484642
8,2,6,1,2,2,1,1,0.0797665369649806
8,2,6,1,2,2,2,1,0.0921501706484642
8,2,6,2,1,1,1,1,0.0797665369649806
8,2,6,2,1,1,2,1,0.0921501706484642
8,2,6,2,1,2,1,1,0.0797665369649806
8,2,6,2,1,2,2,1,0.0921501706484642
8,2,6,2,2,1,1,1,0.0797665369649806
8,2,6,2,2,1,2,1,0.0921501706484642
8,2,6,2,2,2,1,1,0.0797665369649806
8,2,6,2,2,2,2,1,0.0921501706484642
8,2,7,1,1,1,1,1,0.07587548638132291
8,2,7,1,1,1,2,1,0.08135593220338988
8,2,7,1,1,2,1,1,0.07587548638132291
8,2,7,1,1,2,2,1,0.08135593220338988
8,2,7,1,2,1,1,1,0.07587548638132291
8,2,7,1,2,1,2,1,0.08135593220338988
8,2,7,1,2,2,1,1,0.07587548638132291
8,2,7,1,2,2,2,1,0.08135593220338988
8,2,7,2,1,1,1,1,0.07587548638132291
8,2,7,2,1,1,2,1,0.08135593220338988
8,2,7,2,1,2,1,1,0.07587548638132291
8,2,7,2,1,2,2,1,0.08135593220338988
8,2,7,2,2,1,1,1,0.07587548638132291
8,2,7,2,2,1,2,1,0.08135593220338988
8,2,7,2,2,2,1,1,0.07587548638132291
8,2,7,2,2,2,2,1,0.08135593220338988
8,2,8,1,1,1,1,1,0.08171206225680938
8,2,8,1,1,1,2,1,0.08965517241379306
8,2,8,1,1,2,1,1,0.08171206225680938
8,2,8,1,1,2,2,1,0.08965517241379306
8,2,8,1,2,1,1,1,0.08171206225680938
8,2,8,1,2,1,2,1,0.08965517241379306
8,2,8,1,2,2,1,1,0.08171206225680938
8,2,8,1,2,2,2,1,0.08965517241379306
8,2,8,2,1,1,1,1,0.08171206225680938
8,2,8,2,1,1,2,1,0.08965517241379306
8,2,8,2,1,2,1,1,0.08171206225680938
8,2,8,2,1,2,2,1,0.08965517241379306
8,2,8,2,2,1,1,1,0.08171206225680938
8,2,8,2,2,1,2,1,0.08965517241379306
8,2,8,2,2,2,1,1,0.08171206225680938
8,2,8,2,2,2,2,1,0.08965517241379306
8,3,1,1,1,1,1,1,0.09486780715396581
8,3,1,1,1,1,2,1,0.09677419354838712
8,3,1,1,1,2,1,1,0.09486780715396581
8,3,1,1,1,2,2,1,0.09677419354838712
8,3,1,1,2,1,1,1,0.09486780715396581
8,3,1,1,2,1,2,1,0.09677419354838712
8,3,1,1,2,2,1,1,0.09486780715396581
8,3,1,1,2,2,2,1,0.09677419354838712
8,3,1,2,1,1,1,1,0.09486780715396581
8,3,1,2,1,1,2,1,0.09677419354838712
8,3,1,2,1,2,1,1,0.09486780715396581
8,3,1,2,1,2,2,1,0.09677419354838712
8,3,1,2,2,1,1,1,0.09486780715396581
8,3,1,2,2,1,2,1,0.09677419354838712
8,3,1,2,2,2,1,1,0.09486780715396581
8,3,1,2,2,2,2,1,0.09677419354838712
8,3,2,1,1,1,1,1,0.060194174757281504
8,3,2,1,1,1,2,1,0.056140350877192935
8,3,2,1,1,2,1,1,0.060194174757281504
8,3,2,1,1,2,2,1,0.056140350877192935
8,3,2,1,2,1,1,1,0.060194174757281504
8,3,2,1,2,1,2,1,0.056140350877192935
8,3,2,1,2,2,1,1,0.060194174757281504
8,3,2,1,2,2,2,1,0.056140350877192935
8,3,2,2,1,1,1,1,0.060194174757281504
8,3,2,2,1,1,2,1,0.056140350877192935
8,3,2,2,1,2,1,1,0.060194174757281504
8,3,2,2,1,2,2,1,0.056140350877192935
8,3,2,2,2,1,1,1,0.060194174757281504
8,3,2,2,2,1,2,1,0.056140350877192935
8,3,2,2,2,2,1,1,0.060194174757281504
8,3,2,2,2,2,2,1,0.056140350877192935
8,3,3,1,1,1,1,1,0.07986688851913482
8,3,3,1,1,1,2,1,0.08446866485013627
8,3,3,1,1,2,1,1,0.07986688851913482
8,3,3,1,1,2,2,1,0.08446866485013627
8,3,3,1,2,1,1,1,0.07986688851913482
8,3,3,1,2,1,2,1,0.08446866485013627
8,3,3,1,2,2,1,1,0.07986688851913482
8,3,3,1,2,2,2,1,0.08446866485013627
8,3,3,2,1,1,1,1,0.07986688851913482
8,3,3,2,1,1,2,1,0.08446866485013627
8,3,3,2,1,2,1,1,0.07986688851913482
8,3,3,2,1,2,2,1,0.08446866485013627
8,3,3,2,2,1,1,1,0.07986688851913482
8,3,3,2,2,1,2,1,0.08446866485013627
8,3,3,2,2,2,1,1,0.07986688851913482
8,3,3,2,2,2,2,1,0.08446866485013627
8,3,4,1,1,1,1,1,0.09090909090909094
8,3,4,1,1,1,2,1,0.10416666666666663
8,3,4,1,1,2,1,1,0.09090909090909094
8,3,4,1,1,2,2,1,0.10416666666666663
8,3,4,1,2,1,1,1,0.09090909090909094
8,3,4,1,2,1,2,1,0.10416666666666663
8,3,4,1,2,2,1,1,0.09090909090909094
8,3,4,1,2,2,2,1,0.10416666666666663
8,3,4,2,1,1,1,1,0.09090909090909094
8,3,4,2,1,1,2,1,0.10416666666666663
8,3,4,2,1,2,1,1,0.09090909090909094
8,3,4,2,1,2,2,1,0.10416666666666663
8,3,4,2,2,1,1,1,0.09090909090909094
8,3,4,2,2,1,2,1,0.10416666666666663
8,3,4,2,2,2,1,1,0.09090909090909094
8,3,4,2,2,2,2,1,0.10416666666666663
8,3,5,1,1,1,1,1,0.08365758754863817
8,3,5,1,1,1,2,1,0.09634551495016608
8,3,5,1,1,2,1,1,0.08365758754863817
8,3,5,1,1,2,2,1,0.09634551495016608
8,3,5,1,2,1,1,1,0.08365758754863817
8,3,5,1,2,1,2,1,0.09634551495016608
8,3,5,1,2,2,1,1,0.08365758754863817
8,3,5,1,2,2,2,1,0.09634551495016608
8,3,5,2,1,1,1,1,0.08365758754863817
8,3,5,2,1,1,2,1,0.09634551495016608
8,3,5,2,1,2,1,1,0.08365758754863817
8,3,5,2,1,2,2,1,0.09634551495016608
8,3,5,2,2,1,1,1,0.08365758754863817
8,3,5,2,2,1,2,1,0.09634551495016608
8,3,5,2,2,2,1,1,0.08365758754863817
8,3,5,2,2,2,2,1,0.09634551495016608
8,3,6,1,1,1,1,1,0.08949416342412453
8,3,6,1,1,1,2,1,0.10197368421052633
8,3,6,1,1,2,1,1,0.08949416342412453
8,3,6,1,1,2,2,1,0.10197368421052633
8,3,6,1,2,1,1,1,0.08949416342412453
8,3,6,1,2,1,2,1,0.10197368421052633
8,3,6,1,2,2,1,1,0.08949416342412453
8,3,6,1,2,2,2,1,0.10197368421052633
8,3,6,2,1,1,1,1,0.08949416342412453
8,3,6,2,1,1,2,1,0.10197368421052633
8,3,6,2,1,2,1,1,0.08949416342412453
8,3,6,2,1,2,2,1,0.10197368421052633
8,3,6,2,2,1,1,1,0.08949416342412453
8,3,6,2,2,1,2,1,0.10197368421052633
8,3,6,2,2,2,1,1,0.08949416342412453
8,3,6,2,2,2,2,1,0.10197368421052633
8,3,7,1,1,1,1,1,0.07587548638132291
8,3,7,1,1,1,2,1,0.08417508417508412
8,3,7,1,1,2,1,1,0.07587548638132291
8,3,7,1,1,2,2,1,0.08417508417508412
8,3,7,1,2,1,1,1,0.07587548638132291
8,3,7,1,2,1,2,1,0.08417508417508412
8,3,7,1,2,2,1,1,0.07587548638132291
8,3,7,1,2,2,2,1,0.08417508417508412
8,3,7,2,1,1,1,1,0.07587548638132291
8,3,7,2,1,1,2,1,0.08417508417508412
8,3,7,2,1,2,1,1,0.07587548638132291
8,3,7,2,1,2,2,1,0.08417508417508412
8,3,7,2,2,1,1,1,0.07587548638132291
8,3,7,2,2,1,2,1,0.08417508417508412
8,3,7,2,2,2,1,1,0.07587548638132291
8,3,7,2,2,2,2,1,0.08417508417508412
8,3,8,1,1,1,1,1,0.06420233463035019
8,3,8,1,1,1,2,1,0.059859154929577496
8,3,8,1,1,2,1,1,0.06420233463035019
