sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Workclass,ot_Workclass,corr_Education,ot_Education,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Country,ot_Country,corr_Age,ot_Age,corr_fnlwgt,ot_fnlwgt,corr_Education_Num,ot_Education_Num,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,utility_sp
1,3,3,1,2,1,2,1,4,2,1,2,2,1,0.13911921872120878,0.13911921872120878,0.19511,2.02686,0.04316735971509733,3.2535264963781927,355.45,0.0,1363.25,0.0,2330.09,0.0,1299.49,0.0,2394.08,0.0,96.49,0.0,521.41,0.0,123.89,0.0,1035.83,0.28,24475.46,0.36,163955.39,0.28,218.79,0.08,22.22,0.13,129195.94,0.3,0.04811140606401908
4,1,7,4,2,1,2,1,5,1,2,2,1,1,0.13373916251614093,0.13373916251614093,0.18947,0.97472,0.047365142122309245,4.106778644271146,252.29,0.0,983.72,0.0,1858.67,0.0,896.73,0.0,1913.37,0.0,91.84,0.0,483.89,0.0,107.22,0.0,843.41,0.27,18792.37,0.36,131700.74,0.28,133.56,0.06,112.0,0.09,85594.22,0.26,0.0394008839832928
3,4,4,2,2,1,1,3,4,2,1,2,1,1,0.13754989253914646,0.13754989253914646,0.19748,2.02278,0.04373595134206007,3.36159169550173,105.64,0.47,88.53,0.32,173.05,0.27,339.63,0.29,193.84,0.29,422.29,0.19,331.97,0.53,507.77,0.35,22.84,0.14,122.06,0.33,138.37,0.08,97.53,0.04,23.68,0.28,52.15,0.09,0.1348945739673821
3,3,3,1,2,4,2,1,5,2,1,1,1,1,0.14246238870125882,0.14246238870125882,0.17885,1.99567,0.039787058093859864,3.375,69.83,0.0,359.63,0.0,562.9,0.0,335.28,0.0,563.6,0.0,28.71,0.0,110.53,0.0,47.34,0.0,29329.62,0.27,16329.4,0.32,62545.85,0.29,165.61,0.09,20357.56,0.14,77799.69,0.31,0.07173181912824983
4,2,5,3,1,5,2,4,6,2,2,2,1,1,0.18686589190186312,0.18686589190186312,0.19776,1.01138,0.04944498655286053,3.759698275862069,298.48,0.3,1044.59,0.28,1970.99,0.25,989.23,0.51,2027.29,0.71,109.67,0.16,519.26,1.0,89.79,0.09,15053.37,0.46,2739.86,0.27,4912.79,0.28,48281.36,0.08,58249.34,0.04,1416.75,0.27,0.1876759676838655
2,3,2,4,2,4,1,2,4,2,2,2,2,1,0.13042588042588044,0.13042588042588044,0.21688,1.89564,0.049048018083775985,3.1986842105263156,158.44,0.29,145.23,0.31,175.8,0.34,377.63,0.28,144.32,0.28,717.61,0.2,383.15,0.41,747.33,0.35,29.6,0.14,185.83,0.35,140.29,0.09,157.34,0.13,171.29,0.32,56.14,0.09,0.19900107641878337
4,3,4,3,1,4,2,2,5,1,2,1,1,1,0.15043349935436268,0.15043349935436268,0.19879,0.97079,0.049692303071645634,3.7885856079404467,326.25,0.3,1222.25,0.29,1773.2,0.23,1107.31,0.51,2329.35,0.72,116.64,0.16,575.65,1.0,106.66,0.09,369.11,0.25,434.19,0.35,340.64,0.29,395.57,0.07,447.34,0.14,413.8,0.29,0.18017082262458248
3,1,6,3,1,1,1,1,3,2,1,2,1,1,0.12987411728584586,0.12987411728584586,0.16149,1.91557,0.03641517517885834,4.197324414715719,14043.55,0.44,24.76,0.0,4119.73,0.44,138.68,0.0,23943.24,0.27,277.06,0.0,141.02,0.0,281.01,0.0,14.12,0.0,57.74,0.0,370.0,1.0,370.0,1.0,94610.93,0.24,53.86,0.0,0.02760233961113061
4,3,3,3,1,1,2,5,2,1,1,1,1,1,0.13373916251614093,0.13373916251614093,0.20815,1.04359,0.052020723856494935,4.033662217063262,218.28,0.27,889.81,0.24,1738.04,0.31,854.26,0.52,2089.86,0.7,82.02,0.1,588.55,1.0,58.58,0.03,26696.26,0.18,200.13,0.37,8127.38,0.24,2005.16,0.07,1.07,0.11,1900.29,0.26,0.16662845068989857
2,3,2,4,2,4,1,4,7,1,2,1,2,1,0.13042588042588044,0.13042588042588044,0.18842,1.83484,0.04303058963927472,3.4703296703296704,7007.36,0.34,162.1,0.31,611.31,0.34,462.95,0.28,7026.7,0.28,887.3,0.21,477.48,0.41,909.53,0.36,40.44,0.14,188.8,0.35,909.06,0.08,1206.79,0.13,3610.85,0.29,50.25,0.08,0.12987609687284546
2,4,2,2,1,2,1,2,2,2,2,2,2,1,0.18427518427518427,0.18427518427518427,0.21519,2.3921,0.0447496030311637,3.176749703440095,244.93,0.49,129.89,0.27,188.96,0.26,317.37,0.23,169.62,0.23,749.08,0.19,371.04,0.4,757.8,0.3,28.51,0.09,184.96,0.29,663.67,0.05,594.6,0.09,92.6,0.31,58.24,0.05,0.18706045036886668
1,1,4,2,1,4,2,4,1,2,1,1,1,1,0.15343037896935077,0.15343037896935077,0.19098,2.00332,0.042419081225051385,3.233229329173167,571.82,0.31,2114.19,0.29,2653.0,0.19,1967.01,0.41,3391.25,0.34,161.44,0.14,729.93,0.33,167.77,0.1,26378.27,0.35,959.95,0.34,25579.57,0.29,3826.14,0.08,2835.67,0.14,13136.54,0.3,0.16543017179966182
4,2,3,2,1,1,1,2,4,1,1,2,1,1,0.13290905736948902,0.13290905736948902,0.19942,0.9812,0.049857768606924535,3.7940220922677064,299.96,0.5,242.81,0.31,297.63,0.29,925.45,0.28,258.8,0.28,1681.01,0.25,877.17,0.51,1731.28,0.71,81.03,0.15,443.1,1.0,300.73,0.07,299.27,0.04,266.11,0.25,89.59,0.09,0.17636147017790782
4,4,2,2,1,2,1,1,1,1,2,1,2,1,0.1933222652647113,0.1933222652647113,0.19457,0.99939,0.04864818338620907,3.8976417461113897,400092.66,0.5,318.07,0.0,165717.74,0.28,1171.87,0.0,99986.72,0.28,2133.55,0.0,1087.24,0.0,2210.92,0.0,100.33,0.0,567.36,0.0,1201.98,0.08,430.55,0.14,91566.61,0.26,106.72,0.0,0.14205657283146872
2,4,3,3,2,1,2,2,4,2,2,1,2,1,0.12714987714987716,0.12714987714987716,0.21851,1.90901,0.049307603736948064,3.129151291512915,142.92,0.31,390.25,0.28,727.36,0.21,435.56,0.4,745.99,0.34,31.19,0.13,195.83,0.34,65.61,0.1,160.49,0.5,191.53,0.28,155.83,0.28,215.5,0.07,167.12,0.04,178.14,0.32,0.19386868859307185
3,4,5,3,1,5,2,5,5,2,1,1,2,1,0.19649984648449492,0.1946576604237028,0.1886,1.95233,0.042260167858923024,3.2511700468018723,66.29,0.31,354.09,0.51,564.73,0.21,368.01,0.52,566.33,0.34,22.05,0.15,119.64,0.34,45.79,0.09,446.22,0.61,307.82,0.25,1118.18,0.29,217.09,0.09,427.41,0.05,410.2,0.29,0.17816246063420565
1,3,1,3,1,3,1,3,4,1,2,2,2,1,0.17437892437892438,0.17437892437892438,0.19548,1.95778,0.0437499686636734,3.1906542056074767,1263.25,0.26,436.63,0.31,2244.31,0.29,1474.55,0.29,957.84,0.29,2330.07,0.21,1403.03,0.41,2391.44,0.34,120.43,0.14,526.56,0.34,468.37,0.09,1971.79,0.13,464.71,0.21,139.81,0.1,0.1260310506439844
3,4,9,1,2,2,1,4,1,2,2,2,2,1,0.20448265274792754,0.20448265274792754,0.18945,2.02854,0.04191358213572951,3.274820143884892,4227.06,0.47,80.73,0.32,645.22,0.25,380.56,0.3,1355.68,0.3,604.45,0.21,372.38,0.41,606.99,0.34,23.35,0.14,130.54,0.33,219.05,0.09,123.82,0.12,496.21,0.33,55.56,0.1,0.1755638539281525
4,1,9,1,1,1,1,4,3,2,2,2,2,1,0.12442353809260284,0.12442353809260284,0.16046,0.9654,0.040115322194611655,4.455743879472693,624.09,0.35,0.0,1.0,46.54,0.44,214.34,0.41,3864.76,0.16,514.1,0.35,226.56,0.53,638.29,0.66,0.0,1.0,123.45,1.0,649.95,1.0,649.95,1.0,984.64,0.34,0.0,1.0,0.09205903021784961
2,2,9,3,2,2,1,1,2,1,2,1,2,1,0.18468468468468469,0.18468468468468469,0.21822,2.46897,0.04478470088559548,3.0658198614318706,147469.3,0.46,140.77,0.0,64063.63,0.21,345.46,0.0,45179.53,0.23,752.73,0.0,389.36,0.0,762.86,0.0,27.06,0.0,184.31,0.0,670.46,0.06,690.39,0.06,47321.09,0.31,60.78,0.0,0.15658419792498005
4,4,4,1,2,1,2,4,2,2,1,1,2,1,0.14997232982844494,0.14997232982844494,0.20751,1.046,0.05185636234605173,4.327395577395578,231.75,0.27,832.85,0.23,1534.57,0.21,824.97,0.52,2056.37,0.7,77.22,0.11,610.65,1.0,55.72,0.03,2188.03,0.49,109.12,0.32,10219.31,0.23,1855.89,0.05,1943.31,0.01,2359.54,0.28,0.1676594455569314
4,2,9,4,2,1,1,4,8,2,1,1,2,1,0.12755949086884338,0.12755949086884338,0.19884,0.986,0.04971423476121011,3.9574235807860263,2467.85,0.46,296.11,0.3,127.85,0.31,1093.97,0.28,9113.12,0.28,2142.43,0.26,1009.2,0.51,2206.27,0.71,98.51,0.16,556.24,1.0,2035.93,0.07,1845.31,0.1,1970.5,0.25,94.66,0.09,0.1794485718166893
2,2,9,3,1,1,1,5,4,2,1,2,2,1,0.1162981162981163,0.1162981162981163,0.1921,1.98048,0.04284072524602582,3.164935064935065,50.68,0.45,163.47,0.31,41.44,0.29,383.47,0.28,2032.69,0.28,668.54,0.2,425.68,0.41,685.15,0.34,25.7,0.13,143.56,0.34,841.64,0.08,721.05,0.11,426.87,0.3,58.0,0.09,0.16118625913449713
3,4,6,2,2,5,2,2,6,1,2,2,1,1,0.19496469143383482,0.19496469143383482,0.19137,1.98851,0.042623832970107904,3.255952380952381,75.68,0.32,362.49,0.29,593.05,0.21,362.58,0.41,595.07,0.34,23.34,0.14,128.67,0.33,51.65,0.09,140.05,0.4,155.09,0.22,136.81,0.29,144.13,0.09,146.96,0.06,170.53,0.34,0.18512210001147614
4,4,1,1,1,5,2,4,7,2,1,1,1,1,0.20053664736619123,0.20053664736619123,0.18394,0.95919,0.04597228855608759,4.062974203338391,189.58,0.3,742.94,0.28,1455.79,0.26,702.74,0.52,1504.76,0.71,82.88,0.15,354.8,1.0,98.1,0.08,11822.59,0.41,2441.86,0.24,4161.93,0.28,37520.2,0.07,44709.41,0.04,1351.2,0.25,0.17183570792175926
2,3,2,2,1,1,1,1,5,1,1,1,2,1,0.13533988533988534,0.13533988533988534,0.1729,1.89065,0.03913259035304184,3.577164366373902,402.07,0.31,159.11,0.0,7943.47,0.4,404.99,0.0,55779.77,0.27,737.25,0.0,401.39,0.0,744.75,0.0,27.53,0.0,143.51,0.0,53.35,0.05,15.78,0.06,38747.54,0.35,60.55,0.0,0.026220039506736993
4,3,6,3,2,1,2,1,4,2,1,1,2,1,0.13373916251614093,0.13373916251614093,0.19345,0.9886,0.04836746541941295,3.9394338380513494,255.73,0.0,910.45,0.0,1646.53,0.0,780.37,0.0,1703.76,0.0,83.26,0.0,433.53,0.0,86.39,0.0,674.67,0.27,16207.02,0.38,119976.02,0.27,139.94,0.07,32.2,0.13,80113.5,0.27,0.04535570573760649
1,1,9,3,1,4,2,1,4,1,1,1,1,1,0.15128063386769855,0.15128063386769855,0.19714,2.0267,0.04361863023104571,3.200791651673264,433.68,0.0,1555.48,0.0,2385.73,0.0,1529.91,0.0,2443.75,0.0,116.8,0.0,552.32,0.0,135.68,0.0,100025.93,0.31,67916.76,0.31,269240.72,0.28,660.38,0.08,82835.54,0.14,355347.68,0.32,0.09868700901809208
1,2,5,1,1,1,2,2,8,2,2,2,1,1,0.14679687979853817,0.14679687979853817,0.19637,1.96983,0.043859440080690294,3.2364016736401675,515.29,0.31,1852.16,0.29,2957.67,0.21,1733.12,0.41,3034.33,0.34,144.26,0.14,675.86,0.34,145.69,0.09,706.76,0.39,821.01,0.34,637.83,0.29,737.78,0.07,781.0,0.04,741.28,0.29,0.17732650060012373
3,2,2,2,1,1,1,5,5,1,2,1,1,1,0.13386552041756217,0.13386552041756217,0.19507,1.95056,0.04372335255503567,3.262987012987013,44.42,0.49,68.37,0.32,27.83,0.32,341.28,0.29,1695.21,0.29,578.8,0.21,354.17,0.41,577.6,0.33,23.06,0.15,123.61,0.34,661.03,0.09,591.31,0.15,377.7,0.32,46.61,0.09,0.16981049034329207
4,3,4,2,1,1,1,4,6,1,2,1,1,1,0.11769046301420402,0.11769046301420402,0.19305,0.99915,0.04826728016463726,3.8873826903023985,3395.02,0.3,320.71,0.3,251.18,0.39,1152.0,0.29,9132.95,0.29,1638.03,0.23,1048.77,0.51,2188.73,0.72,118.4,0.17,535.47,1.0,2151.41,0.07,2417.74,0.13,1961.67,0.26,99.15,0.09,0.16884982291259112
2,4,6,4,1,5,1,2,5,1,2,2,2,1,0.17506142506142505,0.17792792792792791,0.19519,1.88346,0.04422843079841863,3.268595041322314,199.6,0.38,197.43,0.31,222.84,0.27,491.41,0.28,186.23,0.28,859.38,0.21,503.51,0.41,879.5,0.35,34.07,0.13,197.72,0.35,211.92,0.08,203.75,0.06,237.31,0.33,63.39,0.09,0.18454199909144192
2,1,6,3,2,4,1,1,7,1,2,1,2,1,0.13042588042588044,0.13042588042588044,0.18533,1.91739,0.041760868431299523,3.3156216790648245,40649.87,0.29,171.34,0.0,23784.2,0.34,465.42,0.0,101202.42,0.28,823.5,0.0,471.11,0.0,835.71,0.0,35.06,0.0,175.47,0.0,236.16,0.08,37483.42,0.11,111863.22,0.27,55.24,0.0,0.08544651662553886
4,2,1,4,1,3,2,4,1,2,1,2,2,1,0.16381866967942382,0.16381866967942382,0.18399,0.97959,0.04600005824451039,4.083273510409189,201.14,0.31,795.59,0.28,1484.88,0.27,750.18,0.52,1538.98,0.71,82.09,0.15,378.04,1.0,121.78,0.09,15693.23,0.46,19168.65,0.25,17500.94,0.28,652.95,0.07,917.14,0.04,15042.74,0.17,0.1468525766470972
2,2,2,4,1,2,2,4,5,2,2,2,1,1,0.20147420147420148,0.20147420147420148,0.19862,1.85589,0.04520731740611465,3.162046908315565,197.29,0.3,460.62,0.28,821.41,0.21,480.5,0.41,842.62,0.34,35.41,0.13,190.9,0.35,58.6,0.09,4553.51,0.47,1033.27,0.29,1963.08,0.28,359.75,0.09,142.17,0.14,516.49,0.34,0.17671396758839691
4,4,9,4,2,2,2,4,3,2,1,2,2,1,0.20070097767939493,0.20070097767939493,0.17173,0.94219,0.04290791711409908,4.5989010989010985,0.0,1.0,220.31,0.41,668.31,0.28,242.04,0.53,686.13,0.66,0.0,1.0,152.32,1.0,0.0,1.0,6375.14,0.48,1188.27,0.3,2799.93,0.16,664.51,1.0,664.51,1.0,978.32,0.34,0.10384356035064059
1,2,8,2,2,1,2,5,8,1,2,1,1,1,0.1358638904244211,0.1358638904244211,0.20036,1.96748,0.04476916353340408,3.2517198248905568,484.94,0.3,1733.62,0.29,2926.26,0.21,1659.47,0.41,2999.04,0.33,142.27,0.15,676.87,0.34,148.32,0.09,251.33,0.41,596.0,0.32,8979.75,0.29,3730.77,0.08,3397.2,0.08,1947.93,0.32,0.1803687437858189
2,3,6,2,1,5,1,1,5,1,2,2,1,1,0.16912366912366913,0.16912366912366913,0.18094,1.91908,0.04076143847596888,3.4130190796857462,34566.31,0.33,173.14,0.0,18205.66,0.33,423.48,0.0,38449.83,0.27,803.37,0.0,421.6,0.0,810.66,0.0,35.14,0.0,164.4,0.0,44598.92,0.08,39540.83,0.1,45686.55,0.33,48.84,0.0,0.1123890183644721
2,3,8,3,1,4,2,3,8,2,1,1,2,1,0.1339066339066339,0.1339066339066339,0.18221,1.90119,0.041166388296549984,3.5245901639344264,144.21,0.3,416.96,0.27,880.3,0.21,442.88,0.42,891.64,0.35,42.77,0.13,179.27,0.34,59.91,0.08,445.82,0.33,572.07,0.32,305.54,0.27,226.94,0.06,194.24,0.12,104.34,0.28,0.13898380736318244
1,2,3,3,1,4,2,5,8,1,1,1,2,1,0.160125299428782,0.160125299428782,0.20058,1.95029,0.0449466347068888,3.2248250684514757,494.09,0.31,1786.4,0.29,2990.92,0.21,1679.61,0.41,3063.15,0.34,156.79,0.14,691.81,0.34,144.59,0.09,1186.1,0.44,350.3,0.3,15851.96,0.29,3160.55,0.07,3123.61,0.04,8973.14,0.31,0.1835041261033838
3,2,6,3,1,3,1,3,3,2,2,2,1,1,0.1645686214307645,0.1645686214307645,0.19095,1.93137,0.042966883659818454,3.671875,166.63,0.42,0.0,1.0,94.06,0.3,61.81,0.37,41.11,0.13,191.93,0.21,91.7,0.47,191.26,0.29,0.0,1.0,42.57,0.34,244.02,1.0,244.02,1.0,0.27,0.23,0.0,1.0,0.13559603198301318
4,2,4,4,2,1,1,4,5,1,2,2,1,1,0.13558384061981185,0.13558384061981185,0.19882,1.0,0.049710068529256725,3.8030379746835443,2045.58,0.45,326.2,0.3,250.43,0.27,1183.56,0.28,8949.26,0.28,1695.76,0.23,1091.94,0.52,2259.43,0.72,112.56,0.16,567.44,1.0,2209.92,0.06,2008.2,0.03,1892.18,0.27,100.79,0.09,0.17647058823529413
3,3,8,2,1,3,2,3,7,2,1,2,1,1,0.17684986183604545,0.17684986183604545,0.1947,2.02338,0.04311324182628493,3.265367316341829,75.56,0.32,360.28,0.29,584.3,0.21,347.46,0.41,584.54,0.34,22.07,0.13,131.93,0.33,44.31,0.08,289.81,0.31,581.82,0.28,328.37,0.29,125.93,0.09,509.43,0.15,140.43,0.25,0.1278811205672492
2,1,4,4,1,4,1,4,3,2,2,2,1,1,0.13411138411138412,0.13411138411138412,0.15043,1.89646,0.03403369591513483,3.5515873015873014,4042.79,0.37,0.0,1.0,273.54,0.29,58.65,0.4,2220.5,0.14,203.68,0.22,56.01,0.56,240.92,0.31,0.0,1.0,33.35,0.35,322.67,1.0,523.56,1.0,1219.48,0.24,0.0,1.0,0.0
2,1,5,1,2,2,1,1,8,2,2,1,1,1,0.16543816543816545,0.16543816543816545,0.19148,1.94475,0.042951675199219976,3.2323529411764707,7012.06,0.38,189.99,0.0,20752.69,0.39,489.53,0.0,46384.35,0.28,885.81,0.0,512.65,0.0,900.35,0.0,37.71,0.0,195.65,0.0,540.16,0.09,39.38,0.13,44745.82,0.31,66.92,0.0,0.10773391304264607
4,3,2,1,1,5,1,5,6,2,2,1,2,1,0.17755026747832503,0.17764250138350857,0.19705,1.00046,0.04926881005585005,3.848856664807585,15935.27,0.28,321.35,0.3,270.39,0.36,1084.02,0.29,5028.62,0.29,1926.52,0.26,1028.59,0.5,1985.64,0.71,114.06,0.17,514.35,1.0,577.94,0.08,3301.11,0.14,1484.43,0.31,91.33,0.09,0.18006999002138394
1,2,2,1,1,1,1,2,1,1,2,1,1,1,0.13138013635526075,0.13138013635526075,0.19308,2.00123,0.04290005221682242,3.2432667245873152,686.29,0.49,517.21,0.31,685.55,0.25,1877.82,0.29,695.17,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,661.22,0.08,728.55,0.14,693.36,0.32,155.96,0.1,0.1720380718843939
1,1,5,4,2,3,1,4,1,2,1,2,1,1,0.16608316442478963,0.1665745347337387,0.19308,2.00123,0.04290005221682242,3.2432667245873152,23785.64,0.28,517.21,0.31,25809.11,0.28,1877.82,0.29,27950.73,0.29,2953.2,0.21,1781.03,0.41,3038.02,0.34,136.98,0.14,672.64,0.33,1946.94,0.08,15382.35,0.14,24509.88,0.2,155.96,0.1,0.164571251022598
3,2,5,4,2,3,1,4,3,1,1,1,1,1,0.1553576911268038,0.1553576911268038,0.19962,1.99349,0.04445724608305423,3.595,1752.34,0.43,0.0,1.0,2336.36,0.25,70.07,0.37,2175.23,0.13,198.24,0.21,97.7,0.47,201.67,0.29,0.0,1.0,46.68,0.33,255.35,1.0,255.35,1.0,1907.97,0.23,0.0,1.0,0.0016339869281045752
2,4,8,2,1,1,2,2,7,2,2,1,2,1,0.12428337428337428,0.12428337428337428,0.19324,1.90366,0.04364031687026185,3.2757242757242757,187.71,0.31,505.24,0.28,890.43,0.21,500.17,0.41,907.15,0.35,37.57,0.13,200.31,0.34,52.48,0.09,217.76,0.42,241.66,0.28,201.44,0.28,216.53,0.08,236.38,0.1,238.0,0.31,0.16281306485134106
3,3,8,4,1,5,2,2,3,2,1,1,2,1,0.17316548971446116,0.17316548971446116,0.17884,1.98084,0.039920199303232706,3.7439024390243905,0.0,1.0,56.0,0.38,149.23,0.23,73.27,0.47,156.84,0.3,0.0,1.0,32.28,0.34,0.0,1.0,63.08,0.36,38.4,0.37,19.85,0.15,1317.24,1.0,14.55,1.0,29.0,0.21,0.1238652111726213
3,4,2,2,2,3,1,2,3,2,1,2,1,1,0.16856002456248081,0.16856002456248081,0.19292,1.9304,0.04342302878598243,3.6511627906976742,64.0,0.53,0.0,1.0,5.16,0.27,50.44,0.36,0.04,0.12,164.05,0.21,79.9,0.47,167.42,0.29,0.0,1.0,38.52,0.34,1344.72,1.0,1865.61,1.0,0.16,0.22,0.0,1.0,0.13498898318632663
3,1,6,4,1,2,2,4,6,2,2,2,1,1,0.16641080749155665,0.16641080749155665,0.19084,1.98835,0.04250554981508991,3.235735735735736,71.25,0.32,362.28,0.29,595.02,0.21,364.52,0.41,593.6,0.34,24.67,0.14,125.78,0.33,58.88,0.09,0.08,0.34,137.67,0.33,1279.84,0.29,218.6,0.09,890.59,0.15,457.13,0.3,0.17223831303107195
4,2,1,2,1,1,2,2,3,1,2,2,2,1,0.14616579579155486,0.14616579579155486,0.16589,0.93399,0.041442157963813536,4.634615384615385,0.0,1.0,167.69,0.41,492.21,0.29,163.56,0.53,510.64,0.66,0.0,1.0,109.21,1.0,0.0,1.0,210.3,0.49,203.12,0.34,10.05,0.16,2477.85,1.0,2378.79,1.0,37.99,0.33,0.11595762049703204
1,4,8,2,2,1,2,5,4,2,1,1,2,1,0.1358638904244211,0.1358638904244211,0.19748,2.05818,0.043463377812532775,3.240858505564388,396.61,0.31,1451.4,0.29,2179.09,0.2,1339.52,0.41,2246.03,0.33,119.84,0.14,507.09,0.33,125.24,0.1,179.89,0.4,472.27,0.28,6890.68,0.29,2899.39,0.07,2588.64,0.08,1523.5,0.31,0.1770753519855448
3,4,9,2,2,3,2,4,8,2,1,1,1,1,0.18329751304881792,0.18329751304881792,0.18363,1.91127,0.04142452440490499,3.3646322378716746,75.33,0.32,335.75,0.29,583.58,0.21,336.0,0.53,585.98,0.35,27.52,0.14,119.04,0.34,59.31,0.08,4982.65,0.51,6494.2,0.23,5520.88,0.29,319.91,0.08,245.05,0.13,4868.84,0.25,0.13781043020401368
3,3,5,3,2,2,1,3,4,2,2,2,1,1,0.1697881486030089,0.1697881486030089,0.18972,2.07114,0.041678260523909855,3.4,83.46,0.32,80.43,0.32,346.64,0.36,331.89,0.3,144.29,0.3,464.66,0.21,325.2,0.41,475.44,0.35,19.53,0.14,101.89,0.33,250.26,0.09,58.25,0.15,19.14,0.29,51.46,0.1,0.18845794168946572
3,1,4,1,1,1,2,1,6,1,1,2,2,1,0.13509364445809027,0.13509364445809027,0.1725,1.92693,0.03881311189407312,3.8680555555555554,63.68,0.0,321.89,0.0,448.91,0.0,340.65,0.0,554.0,0.0,23.91,0.0,113.92,0.0,56.89,0.0,266.18,0.29,6521.61,0.39,38475.37,0.29,25.59,0.03,69.53,0.1,28929.6,0.29,0.030096105781953653
3,3,1,1,2,5,1,1,8,2,1,1,2,1,0.17670817906428812,0.17670817906428812,0.19168,2.0045,0.04257996486047246,3.280448717948718,40526.61,0.23,70.57,0.0,13802.81,0.34,342.37,0.0,20474.47,0.29,545.05,0.0,328.77,0.0,547.88,0.0,22.81,0.0,120.65,0.0,23672.8,0.1,20555.14,0.13,28489.6,0.34,42.23,0.0,0.0991953026073761
1,2,4,3,1,3,1,4,2,1,1,2,2,1,0.15035931453841903,0.15035931453841903,0.21411,2.51837,0.04356144510415143,3.048803232825614,20786.67,0.43,393.43,0.28,25727.4,0.23,1482.0,0.23,24479.3,0.23,2184.51,0.16,1513.02,0.4,2759.42,0.29,111.89,0.09,651.98,0.28,2398.75,0.05,3520.91,0.02,21524.07,0.24,120.8,0.05,0.1964559859715025
3,1,7,2,2,2,2,5,2,2,1,1,1,1,0.16641080749155665,0.16641080749155665,0.20584,2.55306,0.04164630458277911,3.3455210237659965,61.94,0.28,265.49,0.25,488.06,0.16,282.94,0.4,483.5,0.31,16.41,0.08,113.81,0.28,45.71,0.05,76.9,0.3,116.28,0.3,1061.37,0.25,313.4,0.06,57.18,0.12,411.91,0.29,0.18345480513752216
3,2,6,3,2,5,1,5,1,2,1,2,2,1,0.18452563708934602,0.18544673011974208,0.18945,2.02854,0.04191358213572951,3.274820143884892,478.3,0.39,80.73,0.32,264.58,0.24,380.56,0.3,1214.37,0.3,604.45,0.21,372.38,0.41,606.99,0.34,23.35,0.14,130.54,0.33,225.51,0.09,387.76,0.06,459.67,0.32,55.56,0.1,0.17353946081067928
4,2,9,2,1,2,2,4,7,1,1,2,1,1,0.20070097767939493,0.20070097767939493,0.19479,0.9778,0.04869652048972616,3.8547008547008548,317.74,0.3,1069.01,0.28,2047.99,0.26,992.16,0.51,2103.25,0.71,111.36,0.16,525.82,1.0,88.83,0.09,15783.77,0.47,2497.74,0.25,5887.71,0.28,656.34,0.08,369.54,0.1,1647.73,0.27,0.17803920352951408
1,4,5,4,2,5,2,4,8,1,1,1,2,1,0.19298568883975187,0.19298568883975187,0.19726,1.93201,0.044334341583730015,3.198714023270055,489.81,0.3,1734.25,0.29,2852.19,0.21,1662.74,0.41,2922.29,0.34,152.45,0.15,659.8,0.34,145.35,0.09,17760.44,0.53,3412.93,0.28,5819.53,0.29,73741.05,0.08,88127.87,0.04,1946.36,0.29,0.18752756062912485
3,1,6,1,2,3,2,3,4,2,2,2,1,1,0.17684986183604545,0.17684986183604545,0.17722,2.0144,0.03930562372276854,3.304672897196262,85.33,0.32,337.79,0.29,469.48,0.21,310.63,0.41,478.84,0.35,16.57,0.14,88.92,0.33,55.2,0.1,255.52,0.28,476.81,0.28,293.26,0.29,119.7,0.09,434.57,0.15,128.95,0.22,0.1648644832947212
2,2,5,1,1,1,2,5,8,1,1,1,1,1,0.12878787878787878,0.12878787878787878,0.19374,1.88022,0.04392202114708329,3.3381443298969073,175.31,0.31,475.69,0.28,913.69,0.21,485.8,0.41,932.06,0.35,38.28,0.14,200.74,0.35,63.85,0.09,90.71,0.36,31.99,0.33,2912.76,0.28,1076.14,0.08,907.92,0.04,626.9,0.35,0.1596778963897396
4,4,5,1,1,5,1,1,2,1,2,2,1,1,0.17339974174506548,0.17339974174506548,0.21174,1.08351,0.05285566294355613,4.08067664281067,311694.98,0.5,214.39,0.0,158202.0,0.26,730.49,0.0,93128.1,0.22,1812.27,0.0,808.65,0.0,1876.6,0.0,64.37,0.0,551.42,0.0,218769.83,0.03,424622.17,0.02,93534.89,0.28,56.99,0.0,0.08275512679240304
3,1,1,1,2,3,2,1,1,2,1,1,2,1,0.1666105688320431,0.1666105688320431,0.18945,2.02854,0.04191358213572951,3.274820143884892,80.73,0.0,380.56,0.0,604.45,0.0,372.38,0.0,606.99,0.0,23.35,0.0,130.54,0.0,55.56,0.0,25231.81,0.27,131715.45,0.3,51481.34,0.3,152.37,0.09,21299.98,0.15,105264.4,0.26,0.11226161387979655
