missing_value,normalization,outlier,model,utility_sp
8,4,5,1,0.2004698438660535
8,4,6,1,0.1953834759710336
8,4,7,1,0.1891883432947611
8,4,8,1,0.18599922899257273
8,5,1,1,0.1761390995631979
8,5,2,1,0.1860258251996815
8,5,3,1,0.10045149413613064
8,5,4,1,0.18779941373534337
8,5,5,1,0.20551714768638657
8,5,6,1,0.19777421859723326
8,5,7,1,0.19036276796069287
8,5,8,1,0.1849786417513241
9,1,1,1,0.058612001020234256
9,1,2,1,0.09467357308794194
9,1,3,1,0.063024863602325
9,1,4,1,0.06952765861901893
9,1,5,1,0.04106504857235657
9,1,6,1,0.03154346851009676
9,1,7,1,0.014305622999830334
9,1,8,1,0.018018064258441054
9,2,1,1,0.17361939543113475
9,2,2,1,0.19847971170342885
9,2,3,1,0.1279370263500016
9,2,4,1,0.1825040920016319
9,2,5,1,0.18396872726059826
9,2,6,1,0.18487082174737174
9,2,7,1,0.1804865443567638
9,2,8,1,0.18243468822307402
9,3,1,1,0.14493884122585188
9,3,2,1,0.18295241300618129
9,3,3,1,0.12298649205694899
9,3,4,1,0.16915633072821967
9,3,5,1,0.14731248566067465
9,3,6,1,0.15193939533857653
9,3,7,1,0.15027278562259308
9,3,8,1,0.1421922211507554
9,4,1,1,0.17585487510708456
9,4,2,1,0.1860258251996815
9,4,3,1,0.09648191013729904
9,4,4,1,0.18783243957955578
9,4,5,1,0.2004698438660535
9,4,6,1,0.1953834759710336
9,4,7,1,0.1891883432947611
9,4,8,1,0.18599922899257273
9,5,1,1,0.1761390995631979
9,5,2,1,0.1860258251996815
9,5,3,1,0.10045149413613064
9,5,4,1,0.18779941373534337
9,5,5,1,0.20551714768638657
9,5,6,1,0.19777421859723326
9,5,7,1,0.19036276796069287
9,5,8,1,0.1849786417513241
