missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,outlier_after_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,corr_Workclass,corr_fnlwgt,corr_Education,corr_Education_Num,corr_Martial_Status,corr_Occupation,corr_Relationship,corr_Race,corr_Sex,corr_Capital_Gain,corr_Capital_Loss,corr_Hours_per_week,corr_Country,utility_sp
7,1,1,1,0.3497235872235872,0.3497235872235872,0.3497235872235872,0.19627,2.02321,0.0434472369306056,0.4816,256991.60794,1045.63104,105269.17313,4429.44119,110794.56174,5803.90182,4031.65787,6698.62701,330.95438,1517.52998,692.9838,1518.9135,344649.22978,316.90654,0.059291506713658654
7,1,2,1,0.3497235872235872,0.3497235872235872,0.2724201474201474,0.20718,2.32754,0.043552772775427996,0.39046,231664.64035,682.92417,97541.26528,3080.3848,96128.64042,4636.33296,2982.91419,5276.01624,181.15028,1272.82324,1011.4668,412.33097,366253.45673,217.68509,0.08037170740627106
7,1,3,1,0.3497235872235872,0.3497235872235872,0.21483136936204794,0.20008,2.07702,0.04389406101760677,0.36914,207769.71882,803.73116,79901.13147,3327.48794,85683.90364,4532.05423,3072.71943,5173.1155,263.55422,1169.88026,502.25413,1142.81847,324618.7637,255.61898,0.059990587581882235
7,1,4,1,0.3497235872235872,0.3497235872235872,0.3214953884530804,0.19571,2.03698,0.04322435956036563,0.45083,249462.12334,990.86721,100510.43976,4058.71221,104246.23516,5548.65617,3794.70465,6391.87374,320.08017,1408.2174,602.58197,1358.31821,356716.94569,307.15248,0.05600788511751384
7,1,5,1,0.3497235872235872,0.3497235872235872,0.33095344816546074,0.19318,2.01924,0.04279307029916763,0.4563,248787.61224,973.75044,103597.1343,4194.22837,106274.74643,5580.08273,3847.40765,6433.45752,326.57304,1423.26388,592.26805,1132.54048,337468.78495,303.72485,0.06432424779452331
7,1,6,1,0.3497235872235872,0.3497235872235872,0.3262957710159876,0.19209,2.00853,0.042628265438557196,0.44672,245651.20325,973.50439,104126.37109,4060.31425,105262.87231,5544.61384,3776.51678,6378.33132,311.65337,1414.38419,566.50346,747.35388,329846.11487,301.53842,0.059017368043650695
7,1,7,1,0.3497235872235872,0.3497235872235872,0.3182773799356153,0.18926,1.98539,0.042160868351756836,0.42989,239462.08274,925.61419,103640.81027,3965.14472,103063.92756,5376.08481,3649.29507,6189.0089,294.90743,1370.81432,523.33422,345.97319,322907.62664,294.46857,0.043741256011815444
7,2,1,1,0.3497235872235872,0.05006142506142506,0.05006142506142506,0.19627,2.02321,0.0434472369306056,0.4816,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,1596.33851,0.13071979812364418
7,2,2,1,0.3497235872235872,0.05006142506142506,0.0500230343980344,0.20718,2.32754,0.043552772775427996,0.39046,2088.10303,771.86746,2305.51255,679.29743,1902.79608,1754.78555,1010.94774,2620.54856,141.07055,742.07693,7876.19191,7923.82297,955.57795,120.66612,0.1364437491691566
7,2,3,1,0.3497235872235872,0.05006142506142506,0.04956956956956957,0.2,2.05879,0.04401132132372627,0.37258,1308.1172,1208.11059,1372.16204,1256.68172,1157.69265,1349.83325,1203.73059,1327.09943,1269.11531,1167.92131,1392.2694,1260.72106,1147.52037,1305.67689,0.13447569518187677
