missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,profile_median,corr_OverallQual,ot_OverallQual,corr_YearBuilt,ot_YearBuilt,corr_YearRemodAdd,ot_YearRemodAdd,corr_ExterQual,ot_ExterQual,corr_BsmtQual,ot_BsmtQual,corr_TotalBsmtSF,ot_TotalBsmtSF,corr_1stFlrSF,ot_1stFlrSF,corr_GrLivArea,ot_GrLivArea,corr_FullBath,ot_FullBath,corr_KitchenQual,ot_KitchenQual,corr_TotRmsAbvGrd,ot_TotRmsAbvGrd,corr_Fireplaces,ot_Fireplaces,corr_GarageFinish,ot_GarageFinish,corr_GarageCars,ot_GarageCars,corr_GarageArea,ot_GarageArea,utility_rmse
7,3,1,1,0.17671232876712328,0.17671232876712328,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.07,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.26120627687715
7,3,2,1,0.17671232876712328,0.17671232876712328,157000.0,0.77,0.31,0.66,0.34,0.56,0.49,5324.37,0.34,5324.31,0.02,0.54,0.24,0.5,0.25,0.73,0.24,0.63,0.49,5324.37,0.01,0.49,0.22,0.39,0.03,5324.34,0.53,0.63,0.37,0.62,0.19,144.28795482376688
7,3,3,1,0.17671232876712328,0.17671232876712328,154000.0,0.73,0.32,0.56,0.42,0.49,0.53,5890.6,0.31,5890.55,0.04,0.5,0.24,0.51,0.26,0.67,0.2,0.55,0.01,5890.62,0.03,0.43,0.27,0.41,0.07,5890.57,0.48,0.6,0.39,0.56,0.23,153.45216142042395
7,3,4,1,0.17671232876712328,0.17671232876712328,162000.0,0.77,0.25,0.48,0.37,0.51,0.54,2595.56,0.34,2595.54,0.11,0.64,0.16,0.64,0.18,0.74,0.21,0.57,0.03,2595.56,0.1,0.56,0.19,0.46,0.09,2595.54,0.51,0.64,0.42,0.64,0.24,176.63132649801202
7,3,5,1,0.17671232876712328,0.17671232876712328,157900.0,0.78,0.28,0.56,0.34,0.54,0.53,3379.98,0.32,3379.96,0.11,0.62,0.19,0.62,0.24,0.69,0.21,0.53,0.01,3379.99,0.07,0.48,0.28,0.43,0.07,3379.97,0.51,0.67,0.42,0.66,0.28,159.73842653205267
7,3,6,1,0.17671232876712328,0.17671232876712328,160000.0,0.79,0.25,0.58,0.35,0.52,0.56,3287.08,0.34,3287.06,0.11,0.65,0.19,0.64,0.21,0.7,0.25,0.53,0.47,3287.09,0.07,0.52,0.26,0.41,0.55,3287.06,0.53,0.68,0.4,0.68,0.23,162.3677318179562
7,3,7,1,0.17671232876712328,0.17671232876712328,163000.0,0.77,0.23,0.59,0.33,0.52,0.58,3724.32,0.35,3724.29,0.06,0.62,0.28,0.58,0.3,0.69,0.3,0.55,0.47,3724.33,0.05,0.53,0.25,0.39,0.54,3724.3,1.0,0.68,0.37,0.67,0.2,157.9833186936383
7,3,8,1,0.17671232876712328,0.17671232876712328,163900.0,0.79,0.23,0.61,0.35,0.52,0.53,4218.1,0.35,4218.07,0.05,0.62,0.25,0.59,0.27,0.7,0.24,0.54,0.47,4218.11,0.04,0.54,0.25,0.39,0.54,4218.08,1.0,0.69,0.36,0.66,0.17,151.22561515406724
7,4,1,1,0.17671232876712328,0.17671232876712328,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.26120627687715
7,4,2,1,0.17671232876712328,0.17671232876712328,157000.0,0.77,0.31,0.66,0.34,0.56,0.49,5324.29,0.34,5324.29,0.02,0.54,0.24,0.5,0.25,0.73,0.24,0.63,0.49,5324.29,0.01,0.49,0.22,0.39,0.03,5324.3,0.53,0.63,0.37,0.62,0.19,144.28795482376688
7,4,3,1,0.17671232876712328,0.17671232876712328,154000.0,0.73,0.32,0.56,0.45,0.49,0.51,5920.66,0.31,5920.67,0.04,0.5,0.24,0.51,0.26,0.67,0.24,0.55,0.01,5920.66,0.03,0.43,0.27,0.41,0.07,5920.68,0.48,0.6,0.39,0.56,0.25,153.4138265593663
7,4,4,1,0.17671232876712328,0.17671232876712328,162000.0,0.76,0.26,0.49,0.37,0.5,0.54,2896.16,0.03,2896.16,0.1,0.61,0.17,0.62,0.22,0.71,0.2,0.54,0.02,2896.16,0.08,0.53,0.18,0.47,0.09,2896.17,0.51,0.63,0.4,0.63,0.25,174.43654304359453
7,4,5,1,0.17671232876712328,0.17671232876712328,159434.0,0.79,0.26,0.57,0.34,0.53,0.55,3534.35,0.32,3534.36,0.1,0.61,0.17,0.58,0.29,0.68,0.18,0.53,0.47,3534.35,0.08,0.51,0.14,0.44,0.07,3534.36,0.49,0.68,0.4,0.66,0.28,156.4732727119321
7,4,6,1,0.17671232876712328,0.17671232876712328,162000.0,0.79,0.25,0.59,0.36,0.54,0.45,3061.24,0.34,3061.25,0.12,0.64,0.16,0.59,0.29,0.69,0.17,0.54,0.46,3061.24,0.09,0.5,0.27,0.44,0.05,3061.25,0.52,0.68,0.39,0.65,0.28,167.85771841839474
7,4,7,1,0.17671232876712328,0.17671232876712328,163000.0,0.76,0.23,0.52,0.4,0.5,0.52,2909.16,0.32,2909.17,0.11,0.62,0.16,0.61,0.2,0.7,0.18,0.54,0.46,2909.16,0.07,0.53,0.14,0.4,0.5,2909.17,0.53,0.64,0.38,0.62,0.21,175.48853161880638
7,4,8,1,0.17671232876712328,0.17671232876712328,164500.0,0.77,0.23,0.54,0.36,0.52,0.5,3431.58,0.33,3431.59,0.09,0.63,0.14,0.6,0.21,0.66,0.21,0.51,0.44,3431.59,0.06,0.5,0.31,0.42,0.52,3431.59,0.53,0.6,0.33,0.58,0.2,166.31668879957618
7,5,1,1,0.17671232876712328,0.17671232876712328,163000.0,0.77,0.26,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.26120627687715
7,5,2,1,0.17671232876712328,0.17671232876712328,157000.0,0.77,0.31,0.66,0.34,0.56,0.49,5324.29,0.34,5324.29,0.02,0.54,0.24,0.5,0.25,0.73,0.24,0.63,0.49,5324.29,0.01,0.49,0.22,0.39,0.03,5324.3,0.53,0.63,0.37,0.62,0.19,144.28795482376685
7,5,3,1,0.17671232876712328,0.17671232876712328,155000.0,0.73,0.32,0.58,0.42,0.5,0.54,5832.83,0.31,5832.84,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.84,0.03,0.47,0.26,0.4,0.07,5832.85,0.49,0.61,0.39,0.57,0.26,151.20012256850146
7,5,4,1,0.17671232876712328,0.17671232876712328,160000.0,0.76,0.26,0.51,0.36,0.49,0.45,2935.38,0.34,2935.39,0.1,0.6,0.19,0.59,0.26,0.71,0.18,0.55,0.02,2935.39,0.08,0.52,0.18,0.43,0.08,2935.39,0.51,0.63,0.4,0.62,0.23,175.53111675138217
7,5,5,1,0.17671232876712328,0.17671232876712328,157000.0,0.79,0.24,0.56,0.38,0.55,0.52,3461.4,0.31,3461.4,0.1,0.58,0.21,0.57,0.24,0.7,0.16,0.55,0.49,3461.4,0.08,0.52,0.27,0.43,0.06,3461.41,0.48,0.67,0.41,0.65,0.25,159.50519584007944
7,5,6,1,0.17671232876712328,0.17671232876712328,160000.0,0.79,0.25,0.6,0.4,0.52,0.42,3152.63,0.33,3152.64,0.11,0.62,0.17,0.58,0.26,0.7,0.16,0.55,0.48,3152.64,0.07,0.52,0.25,0.41,0.05,3152.64,0.51,0.67,0.41,0.65,0.24,167.898140829949
7,5,7,1,0.17671232876712328,0.17671232876712328,160000.0,0.78,0.23,0.57,0.34,0.49,0.46,3110.1,0.34,3110.11,0.08,0.64,0.18,0.61,0.19,0.7,0.2,0.55,0.48,3110.11,0.06,0.55,0.13,0.42,0.53,3110.11,0.51,0.65,0.4,0.62,0.21,166.8355934473768
7,5,8,1,0.17671232876712328,0.17671232876712328,160200.0,0.78,0.24,0.59,0.35,0.49,0.57,3288.97,0.34,3288.98,0.06,0.65,0.14,0.62,0.21,0.72,0.22,0.56,0.47,3288.98,0.05,0.55,0.13,0.41,0.55,3288.98,0.52,0.67,0.39,0.64,0.21,161.2987575678154
8,1,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4033.93,0.0,4033.94,0.0,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4033.93,0.0,0.51,0.19,0.45,0.08,4033.99,0.0,0.63,0.41,0.6,0.22,189.1667741622317
8,1,2,1,0.17534246575342466,0.17534246575342466,157000.0,0.77,0.32,0.66,0.4,0.58,0.52,5354.83,0.0,5354.84,0.0,0.54,0.21,0.5,0.24,0.73,0.21,0.62,0.49,5354.84,0.0,0.49,0.23,0.38,0.04,5354.92,0.0,0.63,0.36,0.61,0.2,144.4821505745506
8,1,3,1,0.17534246575342466,0.17534246575342466,160000.0,0.77,0.33,0.58,0.42,0.53,0.44,5047.05,0.0,5047.07,0.0,0.57,0.22,0.56,0.27,0.68,0.22,0.51,0.02,5047.06,0.0,0.44,0.28,0.41,0.07,5047.13,0.0,0.64,0.4,0.6,0.24,159.426656562904
8,1,4,1,0.17534246575342466,0.17534246575342466,163000.0,0.8,0.28,0.51,0.4,0.52,0.5,3164.84,0.0,3164.85,0.0,0.63,0.18,0.61,0.18,0.7,0.21,0.52,0.03,3164.85,0.0,0.51,0.3,0.45,0.54,3164.89,0.0,0.66,0.41,0.65,0.29,166.01955353046944
8,1,5,1,0.17534246575342466,0.17534246575342466,164500.0,0.77,0.27,0.5,0.32,0.51,0.57,3202.71,0.0,3202.72,0.0,0.62,0.17,0.61,0.26,0.74,0.23,0.54,0.02,3202.72,0.0,0.53,0.18,0.44,0.54,3202.76,0.0,0.66,0.39,0.68,0.25,170.4552649349096
8,1,6,1,0.17534246575342466,0.17534246575342466,163000.0,0.79,0.26,0.59,0.3,0.57,0.61,3503.22,0.0,3503.23,0.0,0.63,0.21,0.61,0.32,0.68,0.28,0.54,0.02,3503.23,0.0,0.47,0.3,0.41,0.06,3503.27,0.0,0.68,0.37,0.69,0.23,162.18696869084027
8,1,7,1,0.17534246575342466,0.17534246575342466,166000.0,0.78,0.24,0.58,0.35,0.55,0.6,3930.39,0.0,3930.4,0.0,0.6,0.3,0.6,0.32,0.69,0.26,0.53,0.02,3930.39,0.0,0.47,0.28,0.39,0.54,3930.45,0.0,0.68,0.36,0.68,0.22,160.2503364886804
8,1,8,1,0.17534246575342466,0.17534246575342466,166000.0,0.78,0.32,0.57,0.3,0.56,0.62,4263.95,0.0,4263.96,0.0,0.55,0.31,0.54,0.33,0.69,0.29,0.53,0.02,4263.96,0.0,0.46,0.27,0.4,0.55,4264.02,0.0,0.66,0.34,0.65,0.28,158.40455619163995
8,2,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.04,0.04,4034.04,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.04,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.1667741622317
8,2,2,1,0.17534246575342466,0.17534246575342466,157000.0,0.77,0.32,0.66,0.4,0.58,0.52,5354.99,0.34,5354.99,0.02,0.54,0.21,0.5,0.24,0.73,0.21,0.62,0.49,5354.99,0.02,0.49,0.23,0.38,0.04,5355.0,0.53,0.63,0.36,0.61,0.2,144.4821505745506
8,2,3,1,0.17534246575342466,0.17534246575342466,155000.0,0.73,0.32,0.58,0.42,0.5,0.54,5832.89,0.31,5832.88,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.88,0.03,0.47,0.26,0.4,0.07,5832.89,0.49,0.61,0.39,0.57,0.26,151.25738127246245
8,2,4,1,0.17534246575342466,0.17534246575342466,162500.0,0.77,0.25,0.5,0.43,0.51,0.54,2626.79,0.03,2626.79,0.11,0.66,0.17,0.65,0.21,0.72,0.26,0.53,0.03,2626.79,0.09,0.55,0.18,0.46,0.1,2626.79,0.52,0.63,0.42,0.64,0.25,176.35114007480507
8,2,5,1,0.17534246575342466,0.17534246575342466,157900.0,0.79,0.27,0.54,0.36,0.53,0.44,3530.51,0.32,3530.51,0.09,0.6,0.23,0.61,0.27,0.67,0.19,0.52,0.47,3530.51,0.07,0.47,0.28,0.44,0.07,3530.51,0.5,0.67,0.42,0.64,0.23,161.423877511739
8,2,6,1,0.17534246575342466,0.17534246575342466,159895.0,0.8,0.27,0.57,0.32,0.52,0.61,3175.27,0.34,3175.27,0.09,0.67,0.13,0.64,0.25,0.69,0.19,0.53,0.47,3175.27,0.07,0.51,0.26,0.41,0.54,3175.27,0.53,0.67,0.41,0.65,0.22,163.08196162640112
8,2,7,1,0.17534246575342466,0.17534246575342466,163900.0,0.78,0.24,0.6,0.3,0.52,0.58,3721.31,0.36,3721.31,0.06,0.61,0.23,0.58,0.26,0.69,0.26,0.57,0.46,3721.31,0.06,0.53,0.25,0.37,0.52,3721.32,1.0,0.7,0.39,0.68,0.21,158.72510506435762
8,2,8,1,0.17534246575342466,0.17534246575342466,163000.0,0.79,0.24,0.61,0.33,0.53,0.6,4106.17,0.35,4106.17,0.05,0.62,0.26,0.59,0.24,0.71,0.23,0.57,0.46,4106.17,0.04,0.55,0.24,0.37,0.53,4106.17,0.55,0.7,0.37,0.66,0.21,153.23811421065997
8,3,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.07,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.1667741622317
8,3,2,1,0.17534246575342466,0.17534246575342466,157000.0,0.77,0.32,0.66,0.4,0.58,0.52,5355.02,0.34,5354.97,0.02,0.54,0.21,0.5,0.24,0.73,0.21,0.62,0.49,5355.03,0.02,0.49,0.23,0.38,0.04,5354.99,0.53,0.63,0.36,0.61,0.2,144.4821505745506
8,3,3,1,0.17534246575342466,0.17534246575342466,154000.0,0.73,0.31,0.56,0.42,0.49,0.53,5890.6,0.31,5890.55,0.04,0.5,0.24,0.51,0.26,0.67,0.2,0.55,0.01,5890.62,0.03,0.43,0.27,0.41,0.07,5890.57,0.48,0.6,0.39,0.56,0.23,153.53268967660028
8,3,4,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.25,0.47,0.36,0.5,0.53,2590.17,0.35,2590.15,0.11,0.64,0.17,0.64,0.17,0.74,0.23,0.57,0.03,2590.18,0.1,0.57,0.19,0.47,0.09,2590.16,0.52,0.64,0.42,0.64,0.27,177.92727118859992
8,3,5,1,0.17534246575342466,0.17534246575342466,157500.0,0.79,0.28,0.56,0.35,0.54,0.48,3404.05,0.32,3404.02,0.11,0.62,0.19,0.61,0.28,0.69,0.2,0.53,0.01,3404.06,0.07,0.48,0.28,0.43,0.06,3404.03,0.51,0.67,0.42,0.66,0.26,159.29378530914423
8,3,6,1,0.17534246575342466,0.17534246575342466,162000.0,0.79,0.28,0.58,0.37,0.52,0.62,3291.69,0.34,3291.66,0.1,0.65,0.2,0.64,0.23,0.7,0.27,0.53,0.46,3291.69,0.07,0.51,0.25,0.42,0.55,3291.67,0.53,0.68,0.4,0.68,0.23,162.42819786413904
8,3,7,1,0.17534246575342466,0.17534246575342466,162000.0,0.78,0.26,0.59,0.32,0.51,0.6,3710.99,0.35,3710.96,0.06,0.62,0.26,0.59,0.28,0.7,0.23,0.55,0.47,3711.0,0.05,0.53,0.25,0.39,0.54,3710.97,1.0,0.69,0.37,0.67,0.18,157.4854412193225
8,3,8,1,0.17534246575342466,0.17534246575342466,163900.0,0.79,0.23,0.61,0.37,0.52,0.62,4216.37,0.35,4216.34,0.05,0.62,0.29,0.59,0.27,0.7,0.22,0.54,0.47,4216.38,0.04,0.54,0.25,0.38,0.54,4216.35,1.0,0.69,0.36,0.66,0.2,151.25595170305652
8,4,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.16677416223172
8,4,2,1,0.17534246575342466,0.17534246575342466,157000.0,0.77,0.32,0.66,0.4,0.58,0.52,5354.94,0.34,5354.95,0.02,0.54,0.21,0.5,0.24,0.73,0.21,0.62,0.49,5354.94,0.02,0.49,0.23,0.38,0.04,5354.96,0.53,0.63,0.36,0.61,0.2,144.48215057455064
8,4,3,1,0.17534246575342466,0.17534246575342466,154000.0,0.73,0.32,0.56,0.45,0.49,0.51,5920.66,0.31,5920.67,0.04,0.5,0.24,0.51,0.26,0.67,0.24,0.55,0.01,5920.66,0.03,0.43,0.27,0.41,0.07,5920.68,0.48,0.6,0.39,0.56,0.25,153.49750664883004
8,4,4,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.24,0.49,0.41,0.48,0.52,2899.76,0.03,2899.77,0.1,0.62,0.16,0.62,0.25,0.71,0.22,0.54,0.02,2899.77,0.09,0.54,0.17,0.47,0.09,2899.77,0.52,0.64,0.4,0.64,0.24,174.2011705044473
8,4,5,1,0.17534246575342466,0.17534246575342466,160000.0,0.8,0.26,0.57,0.34,0.53,0.5,3499.61,0.32,3499.62,0.1,0.61,0.18,0.58,0.31,0.69,0.18,0.53,0.46,3499.62,0.08,0.52,0.15,0.43,0.07,3499.62,0.49,0.69,0.4,0.66,0.25,156.60351697141104
8,4,6,1,0.17534246575342466,0.17534246575342466,162000.0,0.79,0.25,0.6,0.39,0.55,0.53,3063.87,0.34,3063.87,0.12,0.63,0.15,0.59,0.26,0.69,0.19,0.54,0.45,3063.87,0.09,0.5,0.27,0.44,0.05,3063.88,0.52,0.68,0.4,0.65,0.25,167.5899212162779
8,4,7,1,0.17534246575342466,0.17534246575342466,163000.0,0.76,0.26,0.53,0.43,0.5,0.5,2920.22,0.32,2920.23,0.11,0.63,0.17,0.61,0.23,0.69,0.18,0.54,0.46,2920.23,0.07,0.52,0.14,0.4,0.5,2920.23,0.53,0.64,0.38,0.62,0.2,175.31378346480915
8,4,8,1,0.17534246575342466,0.17534246575342466,164990.0,0.77,0.23,0.54,0.35,0.52,0.48,3433.89,0.33,3433.9,0.09,0.63,0.14,0.6,0.18,0.66,0.25,0.51,0.44,3433.9,0.06,0.5,0.27,0.42,0.52,3433.9,0.53,0.6,0.33,0.58,0.18,166.30969042846806
8,5,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.0,0.04,4034.01,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.01,0.09,0.51,0.19,0.45,0.08,4034.01,0.52,0.63,0.41,0.6,0.22,189.1667741622317
8,5,2,1,0.17534246575342466,0.17534246575342466,157000.0,0.77,0.32,0.66,0.4,0.58,0.52,5354.94,0.34,5354.95,0.02,0.54,0.21,0.5,0.24,0.73,0.21,0.62,0.49,5354.94,0.02,0.49,0.23,0.38,0.04,5354.96,0.53,0.63,0.36,0.61,0.2,144.48215057455056
8,5,3,1,0.17534246575342466,0.17534246575342466,155000.0,0.73,0.32,0.58,0.42,0.5,0.54,5832.83,0.31,5832.84,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.84,0.03,0.47,0.26,0.4,0.07,5832.85,0.49,0.61,0.39,0.57,0.26,151.25738127246245
8,5,4,1,0.17534246575342466,0.17534246575342466,160000.0,0.77,0.28,0.51,0.33,0.49,0.47,3093.51,0.34,3093.51,0.1,0.6,0.17,0.59,0.22,0.71,0.2,0.54,0.02,3093.51,0.08,0.51,0.18,0.44,0.08,3093.52,0.51,0.63,0.4,0.61,0.27,171.8833278676283
8,5,5,1,0.17534246575342466,0.17534246575342466,157500.0,0.79,0.24,0.56,0.39,0.55,0.57,3428.04,0.31,3428.04,0.1,0.58,0.23,0.57,0.27,0.7,0.18,0.55,0.49,3428.04,0.08,0.52,0.27,0.43,0.06,3428.05,0.49,0.67,0.41,0.64,0.27,159.9143743489197
8,5,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.79,0.26,0.59,0.37,0.53,0.45,3166.64,0.33,3166.64,0.11,0.62,0.17,0.58,0.22,0.7,0.16,0.55,0.48,3166.64,0.07,0.53,0.25,0.4,0.54,3166.65,0.51,0.68,0.41,0.65,0.23,167.58162512376944
8,5,7,1,0.17534246575342466,0.17534246575342466,160000.0,0.78,0.25,0.57,0.4,0.49,0.48,3104.11,0.34,3104.12,0.07,0.64,0.16,0.61,0.22,0.71,0.22,0.55,0.48,3104.11,0.06,0.56,0.26,0.42,0.54,3104.12,0.51,0.65,0.4,0.62,0.2,166.62683923114298
8,5,8,1,0.17534246575342466,0.17534246575342466,160200.0,0.78,0.23,0.59,0.43,0.49,0.62,3281.0,0.34,3281.01,0.06,0.65,0.18,0.62,0.23,0.72,0.21,0.56,0.47,3281.0,0.05,0.55,0.13,0.41,0.55,3281.01,0.52,0.67,0.39,0.64,0.23,162.02116004640752
9,1,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4033.93,0.0,4033.94,0.0,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4033.93,0.0,0.51,0.19,0.45,0.08,4033.99,0.0,0.63,0.41,0.6,0.22,189.17842145948566
9,1,2,1,0.17534246575342466,0.17534246575342466,157900.0,0.77,0.32,0.66,0.36,0.59,0.51,5344.35,0.0,5344.36,0.0,0.55,0.22,0.51,0.23,0.72,0.22,0.62,0.48,5344.36,0.0,0.5,0.23,0.37,0.04,5344.44,0.0,0.63,0.37,0.61,0.18,144.30431632539623
9,1,3,1,0.17534246575342466,0.17534246575342466,160000.0,0.77,0.34,0.58,0.42,0.53,0.44,5047.05,0.0,5047.07,0.0,0.57,0.22,0.56,0.27,0.68,0.22,0.51,0.02,5047.06,0.0,0.44,0.28,0.41,0.07,5047.13,0.0,0.64,0.4,0.6,0.24,159.45187391200636
9,1,4,1,0.17534246575342466,0.17534246575342466,163000.0,0.8,0.29,0.51,0.4,0.52,0.5,3164.84,0.0,3164.85,0.0,0.63,0.18,0.61,0.18,0.7,0.21,0.52,0.03,3164.85,0.0,0.51,0.3,0.45,0.54,3164.89,0.0,0.66,0.41,0.65,0.29,166.02538839443577
9,1,5,1,0.17534246575342466,0.17534246575342466,164500.0,0.77,0.28,0.5,0.32,0.51,0.57,3202.71,0.0,3202.72,0.0,0.62,0.17,0.61,0.26,0.74,0.23,0.54,0.02,3202.72,0.0,0.53,0.18,0.44,0.54,3202.76,0.0,0.66,0.39,0.68,0.25,170.42295382386968
9,1,6,1,0.17534246575342466,0.17534246575342466,163000.0,0.79,0.27,0.59,0.3,0.57,0.61,3503.22,0.0,3503.23,0.0,0.63,0.21,0.61,0.32,0.68,0.28,0.54,0.02,3503.23,0.0,0.47,0.3,0.41,0.06,3503.27,0.0,0.68,0.37,0.69,0.23,162.23389835027078
9,1,7,1,0.17534246575342466,0.17534246575342466,166000.0,0.78,0.36,0.58,0.35,0.55,0.6,3930.39,0.0,3930.4,0.0,0.6,0.3,0.6,0.32,0.69,0.26,0.53,0.02,3930.39,0.0,0.47,0.28,0.39,0.54,3930.45,0.0,0.68,0.36,0.68,0.22,160.2791154416568
9,1,8,1,0.17534246575342466,0.17534246575342466,166000.0,0.78,0.35,0.57,0.3,0.56,0.62,4263.95,0.0,4263.96,0.0,0.55,0.31,0.54,0.33,0.69,0.29,0.53,0.02,4263.96,0.0,0.46,0.27,0.4,0.55,4264.02,0.0,0.66,0.34,0.65,0.28,158.43491216304554
9,2,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.04,0.04,4034.04,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.04,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.17842145948566
9,2,2,1,0.17534246575342466,0.17534246575342466,157900.0,0.77,0.32,0.66,0.36,0.59,0.51,5344.51,0.34,5344.51,0.02,0.55,0.22,0.51,0.23,0.72,0.22,0.62,0.48,5344.51,0.02,0.5,0.23,0.37,0.04,5344.52,0.53,0.63,0.37,0.61,0.18,144.30431632539623
9,2,3,1,0.17534246575342466,0.17534246575342466,155000.0,0.73,0.31,0.58,0.42,0.5,0.54,5832.89,0.31,5832.88,0.04,0.52,0.23,0.52,0.27,0.7,0.2,0.56,0.01,5832.88,0.03,0.47,0.26,0.4,0.07,5832.89,0.49,0.61,0.39,0.57,0.26,151.3011562970534
9,2,4,1,0.17534246575342466,0.17534246575342466,162500.0,0.77,0.26,0.47,0.36,0.5,0.49,2620.19,0.03,2620.19,0.1,0.64,0.17,0.64,0.18,0.73,0.23,0.55,0.03,2620.19,0.1,0.57,0.18,0.46,0.1,2620.19,0.52,0.63,0.42,0.63,0.23,176.93939572833656
9,2,5,1,0.17534246575342466,0.17534246575342466,158000.0,0.79,0.35,0.54,0.46,0.53,0.44,3479.98,0.32,3479.98,0.09,0.61,0.19,0.61,0.27,0.68,0.17,0.52,0.46,3479.98,0.08,0.48,0.28,0.44,0.55,3479.98,0.51,0.66,0.41,0.65,0.23,161.51762911266425
9,2,6,1,0.17534246575342466,0.17534246575342466,160000.0,0.8,0.26,0.56,0.34,0.52,0.54,3233.84,0.34,3233.84,0.09,0.67,0.14,0.64,0.24,0.68,0.22,0.53,0.47,3233.84,0.07,0.51,0.26,0.41,0.53,3233.84,0.53,0.66,0.41,0.65,0.23,163.6022771673223
9,2,7,1,0.17534246575342466,0.17534246575342466,163900.0,0.77,0.32,0.6,0.32,0.52,0.58,3752.11,0.36,3752.11,0.06,0.61,0.24,0.57,0.24,0.69,0.24,0.56,0.45,3752.11,0.06,0.53,0.25,0.37,0.52,3752.11,1.0,0.69,0.39,0.68,0.2,158.65467897924972
9,2,8,1,0.17534246575342466,0.17534246575342466,163000.0,0.79,0.32,0.61,0.37,0.52,0.61,4114.13,0.35,4114.13,0.05,0.62,0.24,0.59,0.27,0.7,0.23,0.57,0.46,4114.13,0.04,0.55,0.25,0.37,0.53,4114.13,1.0,0.7,0.37,0.66,0.19,153.40198392484692
9,3,1,1,0.17534246575342466,0.17534246575342466,163000.0,0.77,0.27,0.5,0.36,0.5,0.45,4034.06,0.04,4034.03,0.11,0.57,0.14,0.59,0.19,0.68,0.2,0.53,0.03,4034.07,0.09,0.51,0.19,0.45,0.08,4034.04,0.52,0.63,0.41,0.6,0.22,189.17842145948566
9,3,2,1,0.17534246575342466,0.17534246575342466,157900.0,0.77,0.32,0.66,0.36,0.59,0.51,5344.54,0.34,5344.49,0.02,0.55,0.22,0.51,0.23,0.72,0.22,0.62,0.48,5344.55,0.02,0.5,0.23,0.37,0.04,5344.51,0.53,0.63,0.37,0.61,0.18,144.30431632539623
9,3,3,1,0.17534246575342466,0.17534246575342466,154000.0,0.73,0.32,0.56,0.42,0.49,0.53,5890.6,0.31,5890.55,0.04,0.5,0.24,0.51,0.26,0.67,0.2,0.55,0.01,5890.62,0.03,0.43,0.27,0.41,0.07,5890.57,0.48,0.6,0.39,0.56,0.23,153.5729951291705
