,blocking threshold,match threshold,precision,recall,f-score,acc
4213,0.47,0.13,0.99456,0.49281,0.65905,0.49284
4214,0.47,0.14,0.99456,0.49281,0.65905,0.49284
4215,0.47,0.15,0.99456,0.49281,0.65905,0.49284
4216,0.47,0.16,0.99456,0.49281,0.65905,0.49284
4217,0.47,0.17,0.99456,0.49281,0.65905,0.49284
4218,0.47,0.18,0.99456,0.49281,0.65905,0.49284
4219,0.47,0.19,0.99456,0.49281,0.65905,0.49284
4220,0.47,0.2,0.99456,0.49281,0.65905,0.49284
4221,0.47,0.21,0.99456,0.49281,0.65905,0.49284
4222,0.47,0.22,0.99456,0.49281,0.65905,0.49284
4223,0.47,0.23,0.99456,0.49281,0.65905,0.49284
4224,0.47,0.24,0.99456,0.49281,0.65905,0.49284
4225,0.47,0.25,0.99456,0.49281,0.65905,0.49284
4226,0.47,0.26,0.99456,0.49281,0.65905,0.49284
4227,0.47,0.27,0.99456,0.49281,0.65905,0.49284
4228,0.47,0.28,0.99456,0.49281,0.65905,0.49284
4229,0.47,0.29,0.99456,0.49281,0.65905,0.49284
4230,0.47,0.3,0.99456,0.49281,0.65905,0.49284
4231,0.47,0.31,0.99456,0.49281,0.65905,0.49284
4232,0.47,0.32,0.99456,0.49281,0.65905,0.49284
4233,0.47,0.33,0.99456,0.49281,0.65905,0.49284
4234,0.47,0.34,0.99456,0.49281,0.65905,0.49284
4235,0.47,0.35,0.99456,0.49281,0.65905,0.49284
4236,0.47,0.36,0.99456,0.49281,0.65905,0.49284
4237,0.47,0.37,0.99456,0.49281,0.65905,0.49284
4238,0.47,0.38,0.99636,0.49281,0.65945,0.49374
4239,0.47,0.39,0.99727,0.49281,0.65965,0.49419
4240,0.47,0.4,0.99727,0.49281,0.65965,0.49419
4241,0.47,0.41,0.99727,0.49281,0.65965,0.49419
4242,0.47,0.42,0.99727,0.49281,0.65965,0.49419
4243,0.47,0.43,0.99727,0.49281,0.65965,0.49419
4244,0.47,0.44,0.99727,0.49281,0.65965,0.49419
4245,0.47,0.45,0.99727,0.49281,0.65965,0.49419
4246,0.47,0.46,0.99727,0.49281,0.65965,0.49419
4247,0.47,0.47,0.99727,0.49281,0.65965,0.49419
4248,0.47,0.48,0.99727,0.49281,0.65965,0.49419
4249,0.47,0.49,0.99727,0.49236,0.65925,0.49374
4250,0.47,0.5,0.99727,0.49236,0.65925,0.49374
4251,0.47,0.51,0.99727,0.49236,0.65925,0.49374
4252,0.47,0.52,0.99727,0.49236,0.65925,0.49374
4253,0.47,0.53,0.99727,0.49236,0.65925,0.49374
4254,0.47,0.54,0.99727,0.49236,0.65925,0.49374
4255,0.47,0.55,0.99727,0.49191,0.65884,0.49329
4256,0.47,0.56,0.99727,0.49191,0.65884,0.49329
4257,0.47,0.57,0.99726,0.49101,0.65803,0.4924
4258,0.47,0.58,0.99726,0.49101,0.65803,0.4924
4259,0.47,0.59,0.99817,0.49101,0.65823,0.49284
4260,0.47,0.6,0.99817,0.49056,0.65783,0.4924
4261,0.47,0.61,0.99817,0.49056,0.65783,0.4924
4262,0.47,0.62,0.99817,0.49011,0.65742,0.49195
4263,0.47,0.63,0.99817,0.48966,0.65702,0.4915
4264,0.47,0.64,0.99817,0.48921,0.65661,0.49106
4265,0.47,0.65,0.99816,0.48876,0.6562,0.49061
4266,0.47,0.66,0.99816,0.48876,0.6562,0.49061
4267,0.47,0.67,0.99815,0.48561,0.65336,0.48748
4268,0.47,0.68,0.99815,0.48426,0.65213,0.48614
4269,0.47,0.69,0.99907,0.48381,0.65192,0.48614
4270,0.47,0.7,1.0,0.48291,0.6513,0.48569
4271,0.47,0.71,1.0,0.48246,0.65089,0.48524
4272,0.47,0.72,1.0,0.48156,0.65007,0.48435
4273,0.47,0.73,1.0,0.48112,0.64967,0.4839
4274,0.47,0.74,1.0,0.48022,0.64885,0.48301
4275,0.47,0.75,1.0,0.47797,0.64679,0.48077
4276,0.47,0.76,1.0,0.47437,0.64349,0.47719
4277,0.47,0.77,1.0,0.47347,0.64266,0.4763
4278,0.47,0.78,1.0,0.46628,0.636,0.46914
4279,0.47,0.79,1.0,0.46448,0.63433,0.46735
4280,0.47,0.8,1.0,0.46133,0.63138,0.46422
4281,0.47,0.81,1.0,0.45818,0.62843,0.46109
4282,0.47,0.82,1.0,0.45414,0.62462,0.45707
4283,0.47,0.83,1.0,0.45369,0.62419,0.45662
4284,0.47,0.84,1.0,0.4402,0.6113,0.4432
4285,0.47,0.85,1.0,0.4366,0.60782,0.43962
4286,0.47,0.86,1.0,0.43031,0.6017,0.43336
4287,0.47,0.87,1.0,0.41682,0.58839,0.41995
4288,0.47,0.88,1.0,0.40692,0.57846,0.41011
4289,0.47,0.89,1.0,0.38984,0.56099,0.39311
4290,0.47,0.9,1.0,0.38804,0.55912,0.39132
4291,0.47,0.91,1.0,0.3696,0.53972,0.37299
4292,0.47,0.92,1.0,0.35791,0.52715,0.36136
4293,0.47,0.93,1.0,0.34622,0.51436,0.34973
4294,0.47,0.94,1.0,0.32644,0.4922,0.33005
4295,0.47,0.95,1.0,0.31565,0.47984,0.31932
4296,0.47,0.96,1.0,0.30081,0.4625,0.30456
4297,0.47,0.97,1.0,0.28867,0.44801,0.29249
4298,0.47,0.98,1.0,0.28192,0.43984,0.28578
4299,0.47,0.99,1.0,0.28103,0.43876,0.28488
4300,0.48,0.0,0.98897,0.48381,0.64976,0.48122
4301,0.48,0.01,0.98897,0.48381,0.64976,0.48122
4302,0.48,0.02,0.99079,0.48381,0.65015,0.48211
4303,0.48,0.03,0.99079,0.48381,0.65015,0.48211
4304,0.48,0.04,0.99171,0.48381,0.65035,0.48256
4305,0.48,0.05,0.99262,0.48381,0.65054,0.48301
4306,0.48,0.06,0.99354,0.48381,0.65074,0.48345
4307,0.48,0.07,0.99354,0.48381,0.65074,0.48345
4308,0.48,0.08,0.99354,0.48381,0.65074,0.48345
4309,0.48,0.09,0.99445,0.48381,0.65093,0.4839
4310,0.48,0.1,0.99445,0.48381,0.65093,0.4839
4311,0.48,0.11,0.99445,0.48381,0.65093,0.4839
4312,0.48,0.12,0.99445,0.48381,0.65093,0.4839
4313,0.48,0.13,0.99445,0.48381,0.65093,0.4839
4314,0.48,0.14,0.99445,0.48381,0.65093,0.4839
4315,0.48,0.15,0.99445,0.48381,0.65093,0.4839
4316,0.48,0.16,0.99445,0.48381,0.65093,0.4839
4317,0.48,0.17,0.99445,0.48381,0.65093,0.4839
4318,0.48,0.18,0.99445,0.48381,0.65093,0.4839
4319,0.48,0.19,0.99445,0.48381,0.65093,0.4839
4320,0.48,0.2,0.99445,0.48381,0.65093,0.4839
4321,0.48,0.21,0.99445,0.48381,0.65093,0.4839
4322,0.48,0.22,0.99445,0.48381,0.65093,0.4839
4323,0.48,0.23,0.99445,0.48381,0.65093,0.4839
4324,0.48,0.24,0.99445,0.48381,0.65093,0.4839
4325,0.48,0.25,0.99445,0.48381,0.65093,0.4839
4326,0.48,0.26,0.99445,0.48381,0.65093,0.4839
4327,0.48,0.27,0.99445,0.48381,0.65093,0.4839
4328,0.48,0.28,0.99445,0.48381,0.65093,0.4839
4329,0.48,0.29,0.99445,0.48381,0.65093,0.4839
4330,0.48,0.3,0.99445,0.48381,0.65093,0.4839
4331,0.48,0.31,0.99445,0.48381,0.65093,0.4839
4332,0.48,0.32,0.99445,0.48381,0.65093,0.4839
4333,0.48,0.33,0.99445,0.48381,0.65093,0.4839
4334,0.48,0.34,0.99445,0.48381,0.65093,0.4839
4335,0.48,0.35,0.99445,0.48381,0.65093,0.4839
4336,0.48,0.36,0.99445,0.48381,0.65093,0.4839
4337,0.48,0.37,0.99445,0.48381,0.65093,0.4839
4338,0.48,0.38,0.9963,0.48381,0.65133,0.48479
4339,0.48,0.39,0.99722,0.48381,0.65153,0.48524
4340,0.48,0.4,0.99722,0.48381,0.65153,0.48524
4341,0.48,0.41,0.99722,0.48381,0.65153,0.48524
4342,0.48,0.42,0.99722,0.48381,0.65153,0.48524
4343,0.48,0.43,0.99722,0.48381,0.65153,0.48524
4344,0.48,0.44,0.99722,0.48381,0.65153,0.48524
4345,0.48,0.45,0.99722,0.48381,0.65153,0.48524
4346,0.48,0.46,0.99722,0.48381,0.65153,0.48524
4347,0.48,0.47,0.99722,0.48381,0.65153,0.48524
4348,0.48,0.48,0.99722,0.48381,0.65153,0.48524
4349,0.48,0.49,0.99722,0.48336,0.65112,0.48479
4350,0.48,0.5,0.99722,0.48336,0.65112,0.48479
4351,0.48,0.51,0.99722,0.48336,0.65112,0.48479
4352,0.48,0.52,0.99722,0.48336,0.65112,0.48479
4353,0.48,0.53,0.99722,0.48336,0.65112,0.48479
4354,0.48,0.54,0.99722,0.48336,0.65112,0.48479
4355,0.48,0.55,0.99721,0.48291,0.65071,0.48435
4356,0.48,0.56,0.99721,0.48291,0.65071,0.48435
4357,0.48,0.57,0.99721,0.48201,0.64989,0.48345
4358,0.48,0.58,0.99721,0.48201,0.64989,0.48345
4359,0.48,0.59,0.99814,0.48201,0.65009,0.4839
4360,0.48,0.6,0.99814,0.48156,0.64968,0.48345
4361,0.48,0.61,0.99814,0.48156,0.64968,0.48345
4362,0.48,0.62,0.99813,0.48112,0.64928,0.48301
4363,0.48,0.63,0.99813,0.48067,0.64887,0.48256
4364,0.48,0.64,0.99813,0.48022,0.64846,0.48211
4365,0.48,0.65,0.99813,0.47977,0.64804,0.48166
4366,0.48,0.66,0.99813,0.47977,0.64804,0.48166
4367,0.48,0.67,0.99812,0.47662,0.64516,0.47853
4368,0.48,0.68,0.99811,0.47527,0.64392,0.47719
4369,0.48,0.69,0.99905,0.47482,0.64371,0.47719
4370,0.48,0.7,1.0,0.47392,0.64307,0.47674
4371,0.48,0.71,1.0,0.47347,0.64266,0.4763
4372,0.48,0.72,1.0,0.47257,0.64183,0.4754
4373,0.48,0.73,1.0,0.47212,0.64142,0.47496
4374,0.48,0.74,1.0,0.47122,0.64058,0.47406
4375,0.48,0.75,1.0,0.46942,0.63892,0.47227
4376,0.48,0.76,1.0,0.46583,0.63559,0.46869
4377,0.48,0.77,1.0,0.46493,0.63475,0.4678
4378,0.48,0.78,1.0,0.45773,0.628,0.46064
4379,0.48,0.79,1.0,0.45594,0.62632,0.45886
4380,0.48,0.8,1.0,0.45279,0.62334,0.45572
4381,0.48,0.81,1.0,0.44964,0.62035,0.45259
4382,0.48,0.82,1.0,0.44604,0.61691,0.44902
4383,0.48,0.83,1.0,0.44559,0.61648,0.44857
4384,0.48,0.84,1.0,0.43255,0.60389,0.4356
4385,0.48,0.85,1.0,0.42896,0.60038,0.43202
4386,0.48,0.86,1.0,0.42266,0.59418,0.42576
4387,0.48,0.87,1.0,0.40917,0.58072,0.41234
4388,0.48,0.88,1.0,0.39928,0.57069,0.4025
4389,0.48,0.89,1.0,0.38219,0.55302,0.38551
4390,0.48,0.9,1.0,0.3804,0.55114,0.38372
4391,0.48,0.91,1.0,0.36196,0.53153,0.36538
4392,0.48,0.92,1.0,0.35027,0.51881,0.35376
4393,0.48,0.93,1.0,0.33858,0.50588,0.34213
4394,0.48,0.94,1.0,0.31879,0.48346,0.32245
4395,0.48,0.95,1.0,0.308,0.47095,0.31172
4396,0.48,0.96,1.0,0.29317,0.45341,0.29696
4397,0.48,0.97,1.0,0.28103,0.43876,0.28488
4398,0.48,0.98,1.0,0.27428,0.43049,0.27818
4399,0.48,0.99,1.0,0.27338,0.42938,0.27728
4400,0.49,0.0,0.9888,0.47617,0.64279,0.47361
4401,0.49,0.01,0.9888,0.47617,0.64279,0.47361
4402,0.49,0.02,0.99065,0.47617,0.64318,0.47451
4403,0.49,0.03,0.99065,0.47617,0.64318,0.47451
4404,0.49,0.04,0.99157,0.47617,0.64338,0.47496
4405,0.49,0.05,0.9925,0.47617,0.64357,0.4754
4406,0.49,0.06,0.99343,0.47617,0.64377,0.47585
4407,0.49,0.07,0.99343,0.47617,0.64377,0.47585
4408,0.49,0.08,0.99343,0.47617,0.64377,0.47585
4409,0.49,0.09,0.99437,0.47617,0.64397,0.4763
4410,0.49,0.1,0.99437,0.47617,0.64397,0.4763
4411,0.49,0.11,0.99437,0.47617,0.64397,0.4763
4412,0.49,0.12,0.99437,0.47617,0.64397,0.4763
4413,0.49,0.13,0.99437,0.47617,0.64397,0.4763
4414,0.49,0.14,0.99437,0.47617,0.64397,0.4763
4415,0.49,0.15,0.99437,0.47617,0.64397,0.4763
4416,0.49,0.16,0.99437,0.47617,0.64397,0.4763
4417,0.49,0.17,0.99437,0.47617,0.64397,0.4763
4418,0.49,0.18,0.99437,0.47617,0.64397,0.4763
4419,0.49,0.19,0.99437,0.47617,0.64397,0.4763
4420,0.49,0.2,0.99437,0.47617,0.64397,0.4763
4421,0.49,0.21,0.99437,0.47617,0.64397,0.4763
4422,0.49,0.22,0.99437,0.47617,0.64397,0.4763
4423,0.49,0.23,0.99437,0.47617,0.64397,0.4763
4424,0.49,0.24,0.99437,0.47617,0.64397,0.4763
4425,0.49,0.25,0.99437,0.47617,0.64397,0.4763
4426,0.49,0.26,0.99437,0.47617,0.64397,0.4763
4427,0.49,0.27,0.99437,0.47617,0.64397,0.4763
4428,0.49,0.28,0.99437,0.47617,0.64397,0.4763
4429,0.49,0.29,0.99437,0.47617,0.64397,0.4763
4430,0.49,0.3,0.99437,0.47617,0.64397,0.4763
4431,0.49,0.31,0.99437,0.47617,0.64397,0.4763
4432,0.49,0.32,0.99437,0.47617,0.64397,0.4763
4433,0.49,0.33,0.99437,0.47617,0.64397,0.4763
4434,0.49,0.34,0.99437,0.47617,0.64397,0.4763
4435,0.49,0.35,0.99437,0.47617,0.64397,0.4763
4436,0.49,0.36,0.99437,0.47617,0.64397,0.4763
4437,0.49,0.37,0.99437,0.47617,0.64397,0.4763
4438,0.49,0.38,0.99624,0.47617,0.64436,0.47719
4439,0.49,0.39,0.99718,0.47617,0.64455,0.47764
4440,0.49,0.4,0.99718,0.47617,0.64455,0.47764
4441,0.49,0.41,0.99718,0.47617,0.64455,0.47764
4442,0.49,0.42,0.99718,0.47617,0.64455,0.47764
4443,0.49,0.43,0.99718,0.47617,0.64455,0.47764
4444,0.49,0.44,0.99718,0.47617,0.64455,0.47764
4445,0.49,0.45,0.99718,0.47617,0.64455,0.47764
4446,0.49,0.46,0.99718,0.47617,0.64455,0.47764
4447,0.49,0.47,0.99718,0.47617,0.64455,0.47764
4448,0.49,0.48,0.99718,0.47617,0.64455,0.47764
4449,0.49,0.49,0.99717,0.47572,0.64414,0.47719
4450,0.49,0.5,0.99717,0.47572,0.64414,0.47719
4451,0.49,0.51,0.99717,0.47572,0.64414,0.47719
4452,0.49,0.52,0.99717,0.47572,0.64414,0.47719
4453,0.49,0.53,0.99717,0.47572,0.64414,0.47719
4454,0.49,0.54,0.99717,0.47572,0.64414,0.47719
4455,0.49,0.55,0.99717,0.47527,0.64373,0.47674
4456,0.49,0.56,0.99717,0.47527,0.64373,0.47674
4457,0.49,0.57,0.99716,0.47437,0.6429,0.47585
4458,0.49,0.58,0.99716,0.47437,0.6429,0.47585
4459,0.49,0.59,0.99811,0.47437,0.6431,0.4763
4460,0.49,0.6,0.99811,0.47392,0.64268,0.47585
4461,0.49,0.61,0.99811,0.47392,0.64268,0.47585
4462,0.49,0.62,0.9981,0.47347,0.64227,0.4754
4463,0.49,0.63,0.9981,0.47302,0.64185,0.47496
4464,0.49,0.64,0.9981,0.47257,0.64144,0.47451
4465,0.49,0.65,0.9981,0.47212,0.64102,0.47406
4466,0.49,0.66,0.9981,0.47212,0.64102,0.47406
4467,0.49,0.67,0.99809,0.46897,0.63811,0.47093
4468,0.49,0.68,0.99808,0.46808,0.63729,0.47004
4469,0.49,0.69,0.99904,0.46763,0.63706,0.47004
4470,0.49,0.7,1.0,0.46673,0.63642,0.46959
4471,0.49,0.71,1.0,0.46628,0.636,0.46914
4472,0.49,0.72,1.0,0.46538,0.63517,0.46825
4473,0.49,0.73,1.0,0.46493,0.63475,0.4678
4474,0.49,0.74,1.0,0.46403,0.63391,0.46691
4475,0.49,0.75,1.0,0.46223,0.63223,0.46512
4476,0.49,0.76,1.0,0.45863,0.62885,0.46154
4477,0.49,0.77,1.0,0.45773,0.628,0.46064
4478,0.49,0.78,1.0,0.45099,0.62163,0.45394
4479,0.49,0.79,1.0,0.44919,0.61992,0.45215
4480,0.49,0.8,1.0,0.44604,0.61691,0.44902
4481,0.49,0.81,1.0,0.4429,0.6139,0.44589
4482,0.49,0.82,1.0,0.4393,0.61044,0.44231
4483,0.49,0.83,1.0,0.43885,0.61,0.44186
4484,0.49,0.84,1.0,0.42581,0.59729,0.42889
4485,0.49,0.85,1.0,0.42221,0.59374,0.42531
4486,0.49,0.86,1.0,0.41592,0.58749,0.41905
4487,0.49,0.87,1.0,0.40288,0.57436,0.40608
4488,0.49,0.88,1.0,0.39299,0.56424,0.39624
4489,0.49,0.89,1.0,0.3759,0.54641,0.37925
4490,0.49,0.9,1.0,0.37455,0.54498,0.37791
4491,0.49,0.91,1.0,0.35656,0.52568,0.36002
4492,0.49,0.92,1.0,0.34487,0.51287,0.34839
4493,0.49,0.93,1.0,0.33318,0.49983,0.33676
4494,0.49,0.94,1.0,0.3143,0.47828,0.31798
4495,0.49,0.95,1.0,0.30351,0.46568,0.30725
4496,0.49,0.96,1.0,0.28867,0.44801,0.29249
4497,0.49,0.97,1.0,0.27698,0.4338,0.28086
4498,0.49,0.98,1.0,0.27023,0.42548,0.27415
4499,0.49,0.99,1.0,0.26933,0.42437,0.27326
4500,0.5,0.0,0.98857,0.46673,0.63409,0.46422
4501,0.5,0.01,0.98857,0.46673,0.63409,0.46422
4502,0.5,0.02,0.99046,0.46673,0.63448,0.46512
4503,0.5,0.03,0.99046,0.46673,0.63448,0.46512
4504,0.5,0.04,0.9914,0.46673,0.63467,0.46556
4505,0.5,0.05,0.99235,0.46673,0.63487,0.46601
4506,0.5,0.06,0.9933,0.46673,0.63506,0.46646
4507,0.5,0.07,0.9933,0.46673,0.63506,0.46646
4508,0.5,0.08,0.9933,0.46673,0.63506,0.46646
4509,0.5,0.09,0.99425,0.46673,0.63525,0.46691
4510,0.5,0.1,0.99425,0.46673,0.63525,0.46691
4511,0.5,0.11,0.99425,0.46673,0.63525,0.46691
4512,0.5,0.12,0.99425,0.46673,0.63525,0.46691
4513,0.5,0.13,0.99425,0.46673,0.63525,0.46691
4514,0.5,0.14,0.99425,0.46673,0.63525,0.46691
4515,0.5,0.15,0.99425,0.46673,0.63525,0.46691
4516,0.5,0.16,0.99425,0.46673,0.63525,0.46691
4517,0.5,0.17,0.99425,0.46673,0.63525,0.46691
4518,0.5,0.18,0.99425,0.46673,0.63525,0.46691
4519,0.5,0.19,0.99425,0.46673,0.63525,0.46691
4520,0.5,0.2,0.99425,0.46673,0.63525,0.46691
4521,0.5,0.21,0.99425,0.46673,0.63525,0.46691
4522,0.5,0.22,0.99425,0.46673,0.63525,0.46691
4523,0.5,0.23,0.99425,0.46673,0.63525,0.46691
4524,0.5,0.24,0.99425,0.46673,0.63525,0.46691
4525,0.5,0.25,0.99425,0.46673,0.63525,0.46691
4526,0.5,0.26,0.99425,0.46673,0.63525,0.46691
4527,0.5,0.27,0.99425,0.46673,0.63525,0.46691
4528,0.5,0.28,0.99425,0.46673,0.63525,0.46691
4529,0.5,0.29,0.99425,0.46673,0.63525,0.46691
4530,0.5,0.3,0.99425,0.46673,0.63525,0.46691
4531,0.5,0.31,0.99425,0.46673,0.63525,0.46691
4532,0.5,0.32,0.99425,0.46673,0.63525,0.46691
4533,0.5,0.33,0.99425,0.46673,0.63525,0.46691
4534,0.5,0.34,0.99425,0.46673,0.63525,0.46691
4535,0.5,0.35,0.99425,0.46673,0.63525,0.46691
4536,0.5,0.36,0.99425,0.46673,0.63525,0.46691
4537,0.5,0.37,0.99425,0.46673,0.63525,0.46691
4538,0.5,0.38,0.99616,0.46673,0.63564,0.4678
4539,0.5,0.39,0.99712,0.46673,0.63584,0.46825
4540,0.5,0.4,0.99712,0.46673,0.63584,0.46825
4541,0.5,0.41,0.99712,0.46673,0.63584,0.46825
4542,0.5,0.42,0.99712,0.46673,0.63584,0.46825
4543,0.5,0.43,0.99712,0.46673,0.63584,0.46825
4544,0.5,0.44,0.99712,0.46673,0.63584,0.46825
4545,0.5,0.45,0.99712,0.46673,0.63584,0.46825
4546,0.5,0.46,0.99712,0.46673,0.63584,0.46825
4547,0.5,0.47,0.99712,0.46673,0.63584,0.46825
4548,0.5,0.48,0.99712,0.46673,0.63584,0.46825
4549,0.5,0.49,0.99712,0.46628,0.63542,0.4678
4550,0.5,0.5,0.99712,0.46628,0.63542,0.4678
4551,0.5,0.51,0.99712,0.46628,0.63542,0.4678
4552,0.5,0.52,0.99712,0.46628,0.63542,0.4678
4553,0.5,0.53,0.99712,0.46628,0.63542,0.4678
4554,0.5,0.54,0.99712,0.46628,0.63542,0.4678
4555,0.5,0.55,0.99711,0.46583,0.635,0.46735
4556,0.5,0.56,0.99711,0.46583,0.635,0.46735
4557,0.5,0.57,0.99711,0.46493,0.63416,0.46646
4558,0.5,0.58,0.99711,0.46493,0.63416,0.46646
4559,0.5,0.59,0.99807,0.46493,0.63436,0.46691
4560,0.5,0.6,0.99807,0.46448,0.63394,0.46646
4561,0.5,0.61,0.99807,0.46448,0.63394,0.46646
4562,0.5,0.62,0.99807,0.46403,0.63352,0.46601
4563,0.5,0.63,0.99806,0.46358,0.6331,0.46556
4564,0.5,0.64,0.99806,0.46313,0.63268,0.46512
4565,0.5,0.65,0.99806,0.46268,0.63226,0.46467
4566,0.5,0.66,0.99806,0.46268,0.63226,0.46467
4567,0.5,0.67,0.99805,0.45953,0.62931,0.46154
4568,0.5,0.68,0.99804,0.45863,0.62846,0.46064
4569,0.5,0.69,0.99902,0.45818,0.62823,0.46064
4570,0.5,0.7,1.0,0.45728,0.62758,0.4602
4571,0.5,0.71,1.0,0.45683,0.62716,0.45975
4572,0.5,0.72,1.0,0.45594,0.62632,0.45886
4573,0.5,0.73,1.0,0.45549,0.62589,0.45841
4574,0.5,0.74,1.0,0.45459,0.62504,0.45751
4575,0.5,0.75,1.0,0.45279,0.62334,0.45572
4576,0.5,0.76,1.0,0.44919,0.61992,0.45215
4577,0.5,0.77,1.0,0.44829,0.61906,0.45125
4578,0.5,0.78,1.0,0.44155,0.6126,0.44454
4579,0.5,0.79,1.0,0.43975,0.61087,0.44275
4580,0.5,0.8,1.0,0.43705,0.60826,0.44007
4581,0.5,0.81,1.0,0.4339,0.6052,0.43694
4582,0.5,0.82,1.0,0.43031,0.6017,0.43336
4583,0.5,0.83,1.0,0.42986,0.60126,0.43292
4584,0.5,0.84,1.0,0.41727,0.58884,0.42039
4585,0.5,0.85,1.0,0.41367,0.58524,0.41682
4586,0.5,0.86,1.0,0.40737,0.57891,0.41055
4587,0.5,0.87,1.0,0.39478,0.56608,0.39803
4588,0.5,0.88,1.0,0.38534,0.55631,0.38864
4589,0.5,0.89,1.0,0.36915,0.53924,0.37254
4590,0.5,0.9,1.0,0.36781,0.53781,0.3712
4591,0.5,0.91,1.0,0.35027,0.51881,0.35376
4592,0.5,0.92,1.0,0.33858,0.50588,0.34213
4593,0.5,0.93,1.0,0.32689,0.49272,0.3305
4594,0.5,0.94,1.0,0.30845,0.47147,0.31216
4595,0.5,0.95,1.0,0.29811,0.4593,0.30188
4596,0.5,0.96,1.0,0.28372,0.44203,0.28757
4597,0.5,0.97,1.0,0.27203,0.42771,0.27594
4598,0.5,0.98,1.0,0.26529,0.41933,0.26923
4599,0.5,0.99,1.0,0.26439,0.41821,0.26834
4600,0.51,0.0,0.9883,0.45594,0.624,0.45349
4601,0.51,0.01,0.9883,0.45594,0.624,0.45349
4602,0.51,0.02,0.99023,0.45594,0.62439,0.45438
4603,0.51,0.03,0.99023,0.45594,0.62439,0.45438
4604,0.51,0.04,0.9912,0.45594,0.62458,0.45483
4605,0.51,0.05,0.99217,0.45594,0.62477,0.45528
4606,0.51,0.06,0.99314,0.45594,0.62497,0.45572
4607,0.51,0.07,0.99314,0.45594,0.62497,0.45572
4608,0.51,0.08,0.99314,0.45594,0.62497,0.45572
4609,0.51,0.09,0.99412,0.45594,0.62516,0.45617
4610,0.51,0.1,0.99412,0.45594,0.62516,0.45617
4611,0.51,0.11,0.99412,0.45594,0.62516,0.45617
4612,0.51,0.12,0.99412,0.45594,0.62516,0.45617
4613,0.51,0.13,0.99412,0.45594,0.62516,0.45617
4614,0.51,0.14,0.99412,0.45594,0.62516,0.45617
4615,0.51,0.15,0.99412,0.45594,0.62516,0.45617
4616,0.51,0.16,0.99412,0.45594,0.62516,0.45617
4617,0.51,0.17,0.99412,0.45594,0.62516,0.45617
4618,0.51,0.18,0.99412,0.45594,0.62516,0.45617
4619,0.51,0.19,0.99412,0.45594,0.62516,0.45617
4620,0.51,0.2,0.99412,0.45594,0.62516,0.45617
4621,0.51,0.21,0.99412,0.45594,0.62516,0.45617
4622,0.51,0.22,0.99412,0.45594,0.62516,0.45617
4623,0.51,0.23,0.99412,0.45594,0.62516,0.45617
4624,0.51,0.24,0.99412,0.45594,0.62516,0.45617
4625,0.51,0.25,0.99412,0.45594,0.62516,0.45617
4626,0.51,0.26,0.99412,0.45594,0.62516,0.45617
4627,0.51,0.27,0.99412,0.45594,0.62516,0.45617
4628,0.51,0.28,0.99412,0.45594,0.62516,0.45617
4629,0.51,0.29,0.99412,0.45594,0.62516,0.45617
4630,0.51,0.3,0.99412,0.45594,0.62516,0.45617
4631,0.51,0.31,0.99412,0.45594,0.62516,0.45617
4632,0.51,0.32,0.99412,0.45594,0.62516,0.45617
4633,0.51,0.33,0.99412,0.45594,0.62516,0.45617
4634,0.51,0.34,0.99412,0.45594,0.62516,0.45617
4635,0.51,0.35,0.99412,0.45594,0.62516,0.45617
4636,0.51,0.36,0.99412,0.45594,0.62516,0.45617
4637,0.51,0.37,0.99412,0.45594,0.62516,0.45617
4638,0.51,0.38,0.99607,0.45594,0.62554,0.45707
4639,0.51,0.39,0.99705,0.45594,0.62574,0.45751
4640,0.51,0.4,0.99705,0.45594,0.62574,0.45751
4641,0.51,0.41,0.99705,0.45594,0.62574,0.45751
4642,0.51,0.42,0.99705,0.45594,0.62574,0.45751
4643,0.51,0.43,0.99705,0.45594,0.62574,0.45751
4644,0.51,0.44,0.99705,0.45594,0.62574,0.45751
4645,0.51,0.45,0.99705,0.45594,0.62574,0.45751
4646,0.51,0.46,0.99705,0.45594,0.62574,0.45751
4647,0.51,0.47,0.99705,0.45594,0.62574,0.45751
4648,0.51,0.48,0.99705,0.45594,0.62574,0.45751
4649,0.51,0.49,0.99705,0.45549,0.62531,0.45707
4650,0.51,0.5,0.99705,0.45549,0.62531,0.45707
4651,0.51,0.51,0.99705,0.45549,0.62531,0.45707
4652,0.51,0.52,0.99705,0.45549,0.62531,0.45707
4653,0.51,0.53,0.99705,0.45549,0.62531,0.45707
4654,0.51,0.54,0.99705,0.45549,0.62531,0.45707
4655,0.51,0.55,0.99704,0.45504,0.62489,0.45662
4656,0.51,0.56,0.99704,0.45504,0.62489,0.45662
4657,0.51,0.57,0.99704,0.45414,0.62404,0.45572
4658,0.51,0.58,0.99704,0.45414,0.62404,0.45572
4659,0.51,0.59,0.99802,0.45414,0.62423,0.45617
4660,0.51,0.6,0.99802,0.45369,0.6238,0.45572
4661,0.51,0.61,0.99802,0.45369,0.6238,0.45572
4662,0.51,0.62,0.99802,0.45324,0.62338,0.45528
4663,0.51,0.63,0.99802,0.45279,0.62295,0.45483
4664,0.51,0.64,0.99802,0.45234,0.62253,0.45438
4665,0.51,0.65,0.99801,0.45189,0.6221,0.45394
4666,0.51,0.66,0.99801,0.45189,0.6221,0.45394
4667,0.51,0.67,0.998,0.44874,0.61911,0.45081
