,blocking threshold,match threshold,precision,recall,f-score,acc
1912,0.24,0.12,0.8453,0.71987,0.77756,0.70948
1913,0.24,0.13,0.84619,0.71987,0.77794,0.71012
1914,0.24,0.14,0.84799,0.71987,0.7787,0.71139
1915,0.24,0.15,0.85024,0.71987,0.77964,0.71297
1916,0.24,0.16,0.85341,0.71987,0.78097,0.71519
1917,0.24,0.17,0.85524,0.71987,0.78174,0.71646
1918,0.24,0.18,0.85661,0.71987,0.78231,0.71741
1919,0.24,0.19,0.85707,0.71987,0.7825,0.71773
1920,0.24,0.2,0.85937,0.71987,0.78346,0.71931
1921,0.24,0.21,0.86029,0.71987,0.78384,0.71995
1922,0.24,0.22,0.86122,0.71987,0.78423,0.72058
1923,0.24,0.23,0.86168,0.71987,0.78442,0.7209
1924,0.24,0.24,0.86354,0.71987,0.78519,0.72217
1925,0.24,0.25,0.86681,0.71987,0.78654,0.72439
1926,0.24,0.26,0.87011,0.71987,0.78789,0.72661
1927,0.24,0.27,0.87058,0.71987,0.78808,0.72693
1928,0.24,0.28,0.872,0.71987,0.78867,0.72788
1929,0.24,0.29,0.87296,0.71987,0.78906,0.72851
1930,0.24,0.3,0.87343,0.71987,0.78925,0.72883
1931,0.24,0.31,0.87582,0.71987,0.79022,0.73042
1932,0.24,0.32,0.87726,0.71987,0.79081,0.73137
1933,0.24,0.33,0.87967,0.71987,0.79179,0.73295
1934,0.24,0.34,0.87967,0.71987,0.79179,0.73295
1935,0.24,0.35,0.88209,0.71987,0.79277,0.73454
1936,0.24,0.36,0.89692,0.71987,0.7987,0.74405
1937,0.24,0.37,0.90811,0.71987,0.80311,0.75103
1938,0.24,0.38,0.9159,0.71987,0.80614,0.75579
1939,0.24,0.39,0.9265,0.71987,0.81022,0.76213
1940,0.24,0.4,0.93244,0.71987,0.81248,0.76562
1941,0.24,0.41,0.93735,0.71987,0.81434,0.76847
1942,0.24,0.42,0.94011,0.71987,0.81538,0.77006
1943,0.24,0.43,0.94066,0.71987,0.81559,0.77038
1944,0.24,0.44,0.9451,0.71987,0.81725,0.77291
1945,0.24,0.45,0.94846,0.71987,0.8185,0.77482
1946,0.24,0.46,0.94958,0.71987,0.81892,0.77545
1947,0.24,0.47,0.95071,0.71987,0.81934,0.77609
1948,0.24,0.48,0.95071,0.71987,0.81934,0.77609
1949,0.24,0.49,0.95068,0.71942,0.81904,0.77577
1950,0.24,0.5,0.95125,0.71942,0.81925,0.77609
1951,0.24,0.51,0.95465,0.71942,0.82051,0.77799
1952,0.24,0.52,0.95522,0.71942,0.82072,0.77831
1953,0.24,0.53,0.95691,0.71897,0.82105,0.77894
1954,0.24,0.54,0.95691,0.71897,0.82105,0.77894
1955,0.24,0.55,0.95861,0.71853,0.82139,0.77958
1956,0.24,0.56,0.95974,0.71808,0.82151,0.77989
1957,0.24,0.57,0.96375,0.71718,0.82238,0.78148
1958,0.24,0.58,0.96375,0.71718,0.82238,0.78148
1959,0.24,0.59,0.96491,0.71718,0.8228,0.78211
1960,0.24,0.6,0.96606,0.71673,0.82292,0.78243
1961,0.24,0.61,0.96959,0.71673,0.8242,0.78433
1962,0.24,0.62,0.97131,0.71538,0.82393,0.78433
1963,0.24,0.63,0.97188,0.71493,0.82383,0.78433
1964,0.24,0.64,0.97306,0.71448,0.82396,0.78465
1965,0.24,0.65,0.97364,0.71403,0.82387,0.78465
1966,0.24,0.66,0.97483,0.71403,0.82429,0.78528
1967,0.24,0.67,0.9832,0.71043,0.82485,0.78719
1968,0.24,0.68,0.98439,0.70908,0.82436,0.78687
1969,0.24,0.69,0.98561,0.70818,0.82417,0.78687
1970,0.24,0.7,0.9862,0.70683,0.82347,0.78624
1971,0.24,0.71,0.98618,0.70594,0.82285,0.7856
1972,0.24,0.72,0.98676,0.70369,0.82152,0.78433
1973,0.24,0.73,0.98799,0.70279,0.82134,0.78433
1974,0.24,0.74,0.98859,0.70144,0.82062,0.7837
1975,0.24,0.75,0.99045,0.69919,0.81972,0.78306
1976,0.24,0.76,0.991,0.6929,0.81556,0.77894
1977,0.24,0.77,0.99225,0.6911,0.81474,0.77831
1978,0.24,0.78,0.99475,0.68121,0.80865,0.7726
1979,0.24,0.79,0.99471,0.67671,0.80546,0.76943
1980,0.24,0.8,0.99601,0.67266,0.80301,0.76721
1981,0.24,0.81,0.99664,0.66682,0.79903,0.7634
1982,0.24,0.82,0.99661,0.66187,0.79546,0.75991
1983,0.24,0.83,0.9966,0.65827,0.79285,0.75737
1984,0.24,0.84,0.9965,0.64074,0.77997,0.745
1985,0.24,0.85,0.99648,0.63624,0.77662,0.74183
1986,0.24,0.86,0.99642,0.62635,0.76919,0.73486
1987,0.24,0.87,0.99631,0.60701,0.7544,0.72122
1988,0.24,0.88,0.99774,0.59532,0.7457,0.71361
1989,0.24,0.89,0.99765,0.57284,0.72779,0.69775
1990,0.24,0.9,0.99764,0.56969,0.72524,0.69553
1991,0.24,0.91,0.99752,0.54227,0.7026,0.67618
1992,0.24,0.92,0.99744,0.52563,0.68846,0.66445
1993,0.24,0.93,0.99735,0.50809,0.67322,0.65208
1994,0.24,0.94,0.99906,0.47932,0.64783,0.63241
1995,0.24,0.95,1.0,0.46403,0.63391,0.62195
1996,0.24,0.96,1.0,0.44379,0.61476,0.60768
1997,0.24,0.97,1.0,0.42716,0.59862,0.59594
1998,0.24,0.98,1.0,0.41862,0.59018,0.58991
1999,0.24,0.99,1.0,0.41772,0.58928,0.58928
2000,0.25,0.0,0.64926,0.70998,0.67826,0.51316
2001,0.25,0.01,0.65006,0.70998,0.6787,0.51414
2002,0.25,0.02,0.6745,0.70998,0.69179,0.54274
2003,0.25,0.03,0.71773,0.70998,0.71383,0.58856
2004,0.25,0.04,0.75659,0.70998,0.73254,0.62528
2005,0.25,0.05,0.78596,0.70998,0.74604,0.65063
2006,0.25,0.06,0.8085,0.70998,0.75604,0.66883
2007,0.25,0.07,0.82844,0.70998,0.76465,0.68411
2008,0.25,0.08,0.83722,0.70998,0.76837,0.69061
2009,0.25,0.09,0.84303,0.70998,0.77081,0.69483
2010,0.25,0.1,0.85121,0.70998,0.77421,0.70068
2011,0.25,0.11,0.85351,0.70998,0.77516,0.70231
2012,0.25,0.12,0.85769,0.70998,0.77688,0.70523
2013,0.25,0.13,0.85862,0.70998,0.77726,0.70588
2014,0.25,0.14,0.86002,0.70998,0.77783,0.70686
2015,0.25,0.15,0.86237,0.70998,0.77879,0.70848
2016,0.25,0.16,0.86568,0.70998,0.78014,0.71076
2017,0.25,0.17,0.86711,0.70998,0.78072,0.71173
2018,0.25,0.18,0.86806,0.70998,0.7811,0.71238
2019,0.25,0.19,0.86854,0.70998,0.7813,0.71271
2020,0.25,0.2,0.87093,0.70998,0.78226,0.71433
2021,0.25,0.21,0.87189,0.70998,0.78265,0.71498
2022,0.25,0.22,0.87286,0.70998,0.78304,0.71563
2023,0.25,0.23,0.87334,0.70998,0.78323,0.71596
2024,0.25,0.24,0.87528,0.70998,0.78401,0.71726
2025,0.25,0.25,0.87869,0.70998,0.78538,0.71953
2026,0.25,0.26,0.88163,0.70998,0.78655,0.72148
2027,0.25,0.27,0.88212,0.70998,0.78674,0.72181
2028,0.25,0.28,0.8836,0.70998,0.78733,0.72278
2029,0.25,0.29,0.88459,0.70998,0.78772,0.72343
2030,0.25,0.3,0.88509,0.70998,0.78792,0.72376
2031,0.25,0.31,0.88758,0.70998,0.78891,0.72538
2032,0.25,0.32,0.88908,0.70998,0.7895,0.72636
2033,0.25,0.33,0.89159,0.70998,0.79049,0.72798
2034,0.25,0.34,0.89159,0.70998,0.79049,0.72798
2035,0.25,0.35,0.89411,0.70998,0.79148,0.72961
2036,0.25,0.36,0.90747,0.70998,0.79667,0.73806
2037,0.25,0.37,0.91642,0.70998,0.8001,0.74358
2038,0.25,0.38,0.92393,0.70998,0.80295,0.74813
2039,0.25,0.39,0.93266,0.70998,0.80623,0.75333
2040,0.25,0.4,0.93876,0.70998,0.8085,0.75691
2041,0.25,0.41,0.94381,0.70998,0.81036,0.75983
2042,0.25,0.42,0.94608,0.70998,0.8112,0.76113
2043,0.25,0.43,0.94664,0.70998,0.81141,0.76146
2044,0.25,0.44,0.94949,0.70998,0.81245,0.76308
2045,0.25,0.45,0.95235,0.70998,0.8135,0.76471
2046,0.25,0.46,0.9535,0.70998,0.81392,0.76536
2047,0.25,0.47,0.95466,0.70998,0.81434,0.76601
2048,0.25,0.48,0.95466,0.70998,0.81434,0.76601
2049,0.25,0.49,0.95463,0.70953,0.81403,0.76568
2050,0.25,0.5,0.95521,0.70953,0.81424,0.76601
2051,0.25,0.51,0.95869,0.70953,0.8155,0.76796
2052,0.25,0.52,0.95927,0.70953,0.81571,0.76828
2053,0.25,0.53,0.961,0.70908,0.81604,0.76893
2054,0.25,0.54,0.961,0.70908,0.81604,0.76893
2055,0.25,0.55,0.96274,0.70863,0.81637,0.76958
2056,0.25,0.56,0.96389,0.70818,0.81648,0.76991
2057,0.25,0.57,0.96681,0.70728,0.81693,0.77088
2058,0.25,0.58,0.96681,0.70728,0.81693,0.77088
2059,0.25,0.59,0.968,0.70728,0.81735,0.77153
2060,0.25,0.6,0.96917,0.70683,0.81747,0.77186
2061,0.25,0.61,0.97157,0.70683,0.81832,0.77316
2062,0.25,0.62,0.97333,0.70549,0.81804,0.77316
2063,0.25,0.63,0.97391,0.70504,0.81795,0.77316
2064,0.25,0.64,0.97511,0.70459,0.81807,0.77348
2065,0.25,0.65,0.9757,0.70414,0.81797,0.77348
2066,0.25,0.66,0.97692,0.70414,0.8184,0.77413
2067,0.25,0.67,0.98422,0.70099,0.8188,0.77576
2068,0.25,0.68,0.98543,0.69964,0.8183,0.77543
2069,0.25,0.69,0.98667,0.69874,0.81811,0.77543
2070,0.25,0.7,0.98727,0.69739,0.81739,0.77478
2071,0.25,0.71,0.98725,0.69649,0.81676,0.77413
2072,0.25,0.72,0.98721,0.69424,0.8152,0.77251
2073,0.25,0.73,0.98846,0.69335,0.81501,0.77251
2074,0.25,0.74,0.98907,0.692,0.81429,0.77186
2075,0.25,0.75,0.99096,0.68975,0.81336,0.77121
2076,0.25,0.76,0.99153,0.6839,0.80947,0.76731
2077,0.25,0.77,0.99215,0.6821,0.80842,0.76633
2078,0.25,0.78,0.99468,0.67221,0.80225,0.76048
2079,0.25,0.79,0.99464,0.66772,0.79903,0.75723
2080,0.25,0.8,0.99595,0.66367,0.79655,0.75496
2081,0.25,0.81,0.99659,0.65782,0.79252,0.75106
2082,0.25,0.82,0.99657,0.65288,0.78892,0.74748
2083,0.25,0.83,0.99655,0.64928,0.78628,0.74488
2084,0.25,0.84,0.99646,0.63219,0.77359,0.73253
2085,0.25,0.85,0.99643,0.6277,0.77021,0.72928
2086,0.25,0.86,0.99637,0.61781,0.7627,0.72213
2087,0.25,0.87,0.99626,0.59892,0.7481,0.70848
2088,0.25,0.88,0.99771,0.58768,0.73967,0.70101
2089,0.25,0.89,0.99762,0.56565,0.72195,0.68508
2090,0.25,0.9,0.99761,0.5625,0.71938,0.68281
2091,0.25,0.91,0.99749,0.53552,0.6969,0.66331
2092,0.25,0.92,0.99741,0.51888,0.68263,0.65128
2093,0.25,0.93,0.99732,0.5018,0.66767,0.63893
2094,0.25,0.94,0.99905,0.47347,0.64246,0.61911
2095,0.25,0.95,1.0,0.45818,0.62843,0.60838
2096,0.25,0.96,1.0,0.43795,0.60913,0.59376
2097,0.25,0.97,1.0,0.42131,0.59285,0.58174
2098,0.25,0.98,1.0,0.41322,0.58479,0.57589
2099,0.25,0.99,1.0,0.41232,0.58389,0.57524
2100,0.26,0.0,0.66695,0.69424,0.68032,0.51553
2101,0.26,0.01,0.66782,0.69424,0.68077,0.51653
2102,0.26,0.02,0.69176,0.69424,0.693,0.54324
2103,0.26,0.03,0.73419,0.69424,0.71366,0.58631
2104,0.26,0.04,0.77007,0.69424,0.73019,0.61903
2105,0.26,0.05,0.7967,0.69424,0.74195,0.6414
2106,0.26,0.06,0.8178,0.69424,0.75097,0.6581
2107,0.26,0.07,0.8355,0.69424,0.75835,0.67145
2108,0.26,0.08,0.84464,0.69424,0.76209,0.67813
2109,0.26,0.09,0.85022,0.69424,0.76435,0.68214
2110,0.26,0.1,0.85873,0.69424,0.76777,0.68815
2111,0.26,0.11,0.86113,0.69424,0.76873,0.68982
2112,0.26,0.12,0.86499,0.69424,0.77027,0.69249
2113,0.26,0.13,0.86596,0.69424,0.77065,0.69316
2114,0.26,0.14,0.86742,0.69424,0.77123,0.69416
2115,0.26,0.15,0.86986,0.69424,0.77219,0.69583
2116,0.26,0.16,0.8733,0.69424,0.77354,0.69816
2117,0.26,0.17,0.87479,0.69424,0.77413,0.69917
2118,0.26,0.18,0.87528,0.69424,0.77432,0.6995
2119,0.26,0.19,0.87578,0.69424,0.77451,0.69983
2120,0.26,0.2,0.87827,0.69424,0.77549,0.7015
2121,0.26,0.21,0.87927,0.69424,0.77588,0.70217
2122,0.26,0.22,0.88027,0.69424,0.77627,0.70284
2123,0.26,0.23,0.88027,0.69424,0.77627,0.70284
2124,0.26,0.24,0.88229,0.69424,0.77705,0.70417
2125,0.26,0.25,0.88583,0.69424,0.77842,0.70651
2126,0.26,0.26,0.88736,0.69424,0.77901,0.70751
2127,0.26,0.27,0.88787,0.69424,0.77921,0.70785
2128,0.26,0.28,0.8894,0.69424,0.77979,0.70885
2129,0.26,0.29,0.89043,0.69424,0.78019,0.70952
2130,0.26,0.3,0.89094,0.69424,0.78039,0.70985
2131,0.26,0.31,0.89352,0.69424,0.78137,0.71152
2132,0.26,0.32,0.89507,0.69424,0.78197,0.71252
2133,0.26,0.33,0.89715,0.69424,0.78276,0.71386
2134,0.26,0.34,0.89715,0.69424,0.78276,0.71386
2135,0.26,0.35,0.89977,0.69424,0.78375,0.71553
2136,0.26,0.36,0.91253,0.69424,0.78856,0.72354
2137,0.26,0.37,0.91959,0.69424,0.79118,0.72788
2138,0.26,0.38,0.92621,0.69424,0.79362,0.73189
2139,0.26,0.39,0.93406,0.69424,0.79649,0.73656
2140,0.26,0.4,0.94032,0.69424,0.79876,0.74023
2141,0.26,0.41,0.9455,0.69424,0.80062,0.74324
2142,0.26,0.42,0.94782,0.69424,0.80145,0.74457
2143,0.26,0.43,0.9484,0.69424,0.80166,0.74491
2144,0.26,0.44,0.95132,0.69424,0.8027,0.74658
2145,0.26,0.45,0.95426,0.69424,0.80374,0.74825
2146,0.26,0.46,0.95426,0.69424,0.80374,0.74825
2147,0.26,0.47,0.95545,0.69424,0.80417,0.74891
2148,0.26,0.48,0.95545,0.69424,0.80417,0.74891
2149,0.26,0.49,0.95542,0.69379,0.80385,0.74858
2150,0.26,0.5,0.95601,0.69379,0.80406,0.74891
2151,0.26,0.51,0.95898,0.69379,0.80511,0.75058
2152,0.26,0.52,0.95958,0.69379,0.80532,0.75092
2153,0.26,0.53,0.96135,0.69335,0.80565,0.75159
2154,0.26,0.54,0.96135,0.69335,0.80565,0.75159
2155,0.26,0.55,0.96313,0.6929,0.80597,0.75225
2156,0.26,0.56,0.96431,0.69245,0.80608,0.75259
2157,0.26,0.57,0.9673,0.69155,0.80651,0.75359
2158,0.26,0.58,0.9673,0.69155,0.80651,0.75359
2159,0.26,0.59,0.96851,0.69155,0.80693,0.75426
2160,0.26,0.6,0.96972,0.6911,0.80704,0.75459
2161,0.26,0.61,0.97217,0.6911,0.80789,0.75593
2162,0.26,0.62,0.97397,0.68975,0.80758,0.75593
2163,0.26,0.63,0.97457,0.6893,0.80748,0.75593
2164,0.26,0.64,0.9758,0.68885,0.80759,0.75626
2165,0.26,0.65,0.9764,0.6884,0.80749,0.75626
2166,0.26,0.66,0.97765,0.6884,0.80792,0.75693
2167,0.26,0.67,0.98386,0.68525,0.80784,0.75793
2168,0.26,0.68,0.9851,0.6839,0.80732,0.7576
2169,0.26,0.69,0.98636,0.683,0.80712,0.7576
2170,0.26,0.7,0.98698,0.68165,0.80638,0.75693
2171,0.26,0.71,0.98696,0.68076,0.80575,0.75626
2172,0.26,0.72,0.98692,0.67851,0.80416,0.75459
2173,0.26,0.73,0.9882,0.67761,0.80395,0.75459
2174,0.26,0.74,0.98882,0.67626,0.8032,0.75392
2175,0.26,0.75,0.99075,0.67401,0.80225,0.75326
2176,0.26,0.76,0.99133,0.66862,0.79861,0.74958
2177,0.26,0.77,0.99197,0.66682,0.79753,0.74858
2178,0.26,0.78,0.99455,0.65692,0.79122,0.74257
2179,0.26,0.79,0.99452,0.65243,0.78795,0.73923
2180,0.26,0.8,0.99586,0.64883,0.78573,0.73723
2181,0.26,0.81,0.99652,0.64299,0.78164,0.73322
2182,0.26,0.82,0.99649,0.63804,0.77796,0.72955
2183,0.26,0.83,0.99647,0.63534,0.77594,0.72755
2184,0.26,0.84,0.99638,0.61871,0.76339,0.71519
2185,0.26,0.85,0.99635,0.61421,0.75994,0.71185
2186,0.26,0.86,0.99629,0.60432,0.75231,0.70451
2187,0.26,0.87,0.99618,0.58588,0.73783,0.69082
2188,0.26,0.88,0.99766,0.57464,0.72924,0.68314
2189,0.26,0.89,0.99757,0.55351,0.71197,0.66745
2190,0.26,0.9,0.99756,0.55036,0.70936,0.66511
2191,0.26,0.91,0.99743,0.52383,0.68691,0.64541
2192,0.26,0.92,0.99735,0.50719,0.67243,0.63306
2193,0.26,0.93,0.99726,0.49101,0.65803,0.62104
2194,0.26,0.94,0.99903,0.46313,0.63287,0.601
2195,0.26,0.95,1.0,0.44784,0.61863,0.58998
2196,0.26,0.96,1.0,0.42761,0.59906,0.57496
2197,0.26,0.97,1.0,0.41187,0.58344,0.56327
2198,0.26,0.98,1.0,0.40378,0.57528,0.55726
2199,0.26,0.99,1.0,0.40288,0.57436,0.55659
2200,0.27,0.0,0.68696,0.67986,0.68339,0.51905
2201,0.27,0.01,0.6879,0.67986,0.68386,0.52008
2202,0.27,0.02,0.71254,0.67986,0.69582,0.54617
2203,0.27,0.03,0.75374,0.67986,0.7149,0.58599
2204,0.27,0.04,0.7875,0.67986,0.72973,0.61552
2205,0.27,0.05,0.81247,0.67986,0.74027,0.63577
2206,0.27,0.06,0.83352,0.67986,0.74889,0.65191
2207,0.27,0.07,0.84992,0.67986,0.75544,0.66392
2208,0.27,0.08,0.85909,0.67986,0.75904,0.67044
2209,0.27,0.09,0.86499,0.67986,0.76133,0.67456
2210,0.27,0.1,0.87248,0.67986,0.76422,0.67971
2211,0.27,0.11,0.875,0.67986,0.76518,0.68143
2212,0.27,0.12,0.87907,0.67986,0.76674,0.68417
2213,0.27,0.13,0.88009,0.67986,0.76712,0.68486
2214,0.27,0.14,0.88163,0.67986,0.76771,0.68589
2215,0.27,0.15,0.88421,0.67986,0.76869,0.68761
2216,0.27,0.16,0.88784,0.67986,0.77005,0.69001
2217,0.27,0.17,0.88941,0.67986,0.77064,0.69104
2218,0.27,0.18,0.88994,0.67986,0.77084,0.69138
2219,0.27,0.19,0.89046,0.67986,0.77104,0.69173
2220,0.27,0.2,0.89256,0.67986,0.77182,0.6931
2221,0.27,0.21,0.89362,0.67986,0.77222,0.69379
2222,0.27,0.22,0.89467,0.67986,0.77261,0.69447
2223,0.27,0.23,0.89467,0.67986,0.77261,0.69447
2224,0.27,0.24,0.8968,0.67986,0.77341,0.69585
2225,0.27,0.25,0.90054,0.67986,0.77479,0.69825
2226,0.27,0.26,0.90215,0.67986,0.77539,0.69928
2227,0.27,0.27,0.90269,0.67986,0.77559,0.69962
2228,0.27,0.28,0.90377,0.67986,0.77599,0.70031
2229,0.27,0.29,0.90485,0.67986,0.77638,0.701
2230,0.27,0.3,0.90539,0.67986,0.77658,0.70134
2231,0.27,0.31,0.90811,0.67986,0.77758,0.70306
2232,0.27,0.32,0.90865,0.67986,0.77778,0.7034
2233,0.27,0.33,0.91084,0.67986,0.77858,0.70477
2234,0.27,0.34,0.91084,0.67986,0.77858,0.70477
2235,0.27,0.35,0.9136,0.67986,0.77959,0.70649
2236,0.27,0.36,0.92704,0.67986,0.78444,0.71473
2237,0.27,0.37,0.93333,0.67986,0.78668,0.7185
2238,0.27,0.38,0.93913,0.67986,0.78873,0.72194
2239,0.27,0.39,0.945,0.67986,0.7908,0.72537
2240,0.27,0.4,0.95154,0.67986,0.79308,0.72915
2241,0.27,0.41,0.95696,0.67986,0.79495,0.73223
2242,0.27,0.42,0.95878,0.67986,0.79558,0.73326
2243,0.27,0.43,0.95939,0.67986,0.79579,0.73361
2244,0.27,0.44,0.96244,0.67986,0.79684,0.73532
2245,0.27,0.45,0.96429,0.67986,0.79747,0.73635
2246,0.27,0.46,0.96429,0.67986,0.79747,0.73635
2247,0.27,0.47,0.96552,0.67986,0.79789,0.73704
2248,0.27,0.48,0.96552,0.67986,0.79789,0.73704
2249,0.27,0.49,0.9655,0.67941,0.79758,0.7367
2250,0.27,0.5,0.96611,0.67941,0.79778,0.73704
2251,0.27,0.51,0.96921,0.67941,0.79884,0.73876
2252,0.27,0.52,0.96983,0.67941,0.79905,0.7391
2253,0.27,0.53,0.97169,0.67896,0.79937,0.73979
2254,0.27,0.54,0.97169,0.67896,0.79937,0.73979
2255,0.27,0.55,0.97355,0.67851,0.79968,0.74047
2256,0.27,0.56,0.97479,0.67806,0.79979,0.74082
2257,0.27,0.57,0.97665,0.67716,0.79979,0.74116
2258,0.27,0.58,0.97665,0.67716,0.79979,0.74116
2259,0.27,0.59,0.97792,0.67716,0.80021,0.74185
2260,0.27,0.6,0.97918,0.67671,0.80032,0.74219
2261,0.27,0.61,0.98174,0.67671,0.80117,0.74356
2262,0.27,0.62,0.9817,0.67536,0.80021,0.74253
2263,0.27,0.63,0.98233,0.67491,0.80011,0.74253
2264,0.27,0.64,0.98232,0.67446,0.79979,0.74219
2265,0.27,0.65,0.98295,0.67401,0.79968,0.74219
2266,0.27,0.66,0.98424,0.67401,0.80011,0.74288
2267,0.27,0.67,0.98873,0.67086,0.79935,0.74288
2268,0.27,0.68,0.99003,0.66951,0.79882,0.74253
2269,0.27,0.69,0.99133,0.66862,0.79861,0.74253
2270,0.27,0.7,0.99198,0.66727,0.79785,0.74185
2271,0.27,0.71,0.99197,0.66637,0.79721,0.74116
2272,0.27,0.72,0.99194,0.66412,0.79558,0.73944
2273,0.27,0.73,0.99327,0.66322,0.79536,0.73944
2274,0.27,0.74,0.99392,0.66187,0.7946,0.73876
2275,0.27,0.75,0.99458,0.65962,0.79319,0.73738
2276,0.27,0.76,0.99521,0.65423,0.78948,0.73361
2277,0.27,0.77,0.99588,0.65243,0.78837,0.73258
2278,0.27,0.78,0.99721,0.64344,0.78218,0.7264
2279,0.27,0.79,0.99719,0.63894,0.77884,0.72297
2280,0.27,0.8,0.99859,0.63579,0.77692,0.72125
2281,0.27,0.81,0.99929,0.6304,0.77309,0.71747
2282,0.27,0.82,0.99928,0.62545,0.76936,0.7137
2283,0.27,0.83,0.99928,0.6232,0.76765,0.71198
2284,0.27,0.84,0.99926,0.60656,0.75489,0.69928
2285,0.27,0.85,0.99925,0.60207,0.7514,0.69585
2286,0.27,0.86,0.99924,0.59218,0.74365,0.68829
2287,0.27,0.87,0.99922,0.57419,0.7293,0.67456
2288,0.27,0.88,0.9992,0.56295,0.72016,0.66598
2289,0.27,0.89,0.99917,0.54182,0.70263,0.64985
2290,0.27,0.9,0.99917,0.53867,0.69997,0.64744
2291,0.27,0.91,0.99912,0.51214,0.67717,0.62719
2292,0.27,0.92,0.99909,0.4955,0.66245,0.61449
2293,0.27,0.93,0.99906,0.47932,0.64783,0.60213
2294,0.27,0.94,0.99901,0.45234,0.62272,0.58153
2295,0.27,0.95,1.0,0.43705,0.60826,0.5702
2296,0.27,0.96,1.0,0.41772,0.58928,0.55544
2297,0.27,0.97,1.0,0.40198,0.57345,0.54343
2298,0.27,0.98,1.0,0.39388,0.56516,0.53725
2299,0.27,0.99,1.0,0.39299,0.56424,0.53656
2300,0.28,0.0,0.70925,0.66906,0.68857,0.52505
2301,0.28,0.01,0.71026,0.66906,0.68904,0.52611
2302,0.28,0.02,0.73373,0.66906,0.6999,0.54975
2303,0.28,0.03,0.77379,0.66906,0.71762,0.5868
2304,0.28,0.04,0.80346,0.66906,0.73013,0.61186
2305,0.28,0.05,0.82621,0.66906,0.73938,0.62985
2306,0.28,0.06,0.84402,0.66906,0.74642,0.64326
2307,0.28,0.07,0.86012,0.66906,0.75265,0.6549
2308,0.28,0.08,0.86814,0.66906,0.75571,0.66055
2309,0.28,0.09,0.87324,0.66906,0.75763,0.66408
2310,0.28,0.1,0.88099,0.66906,0.76054,0.66937
2311,0.28,0.11,0.88361,0.66906,0.76151,0.67114
2312,0.28,0.12,0.88783,0.66906,0.76307,0.67396
2313,0.28,0.13,0.88889,0.66906,0.76347,0.67466
2314,0.28,0.14,0.89048,0.66906,0.76405,0.67572
2315,0.28,0.15,0.89316,0.66906,0.76504,0.67749
2316,0.28,0.16,0.89585,0.66906,0.76602,0.67925
2317,0.28,0.17,0.89747,0.66906,0.76661,0.68031
2318,0.28,0.18,0.89801,0.66906,0.76681,0.68066
2319,0.28,0.19,0.89855,0.66906,0.76701,0.68102
2320,0.28,0.2,0.89964,0.66906,0.7674,0.68172
2321,0.28,0.21,0.90073,0.66906,0.7678,0.68243
2322,0.28,0.22,0.90182,0.66906,0.7682,0.68313
2323,0.28,0.23,0.90182,0.66906,0.7682,0.68313
2324,0.28,0.24,0.90401,0.66906,0.76899,0.68454
2325,0.28,0.25,0.90621,0.66906,0.76978,0.68596
2326,0.28,0.26,0.90787,0.66906,0.77038,0.68701
2327,0.28,0.27,0.90787,0.66906,0.77038,0.68701
2328,0.28,0.28,0.90898,0.66906,0.77078,0.68772
2329,0.28,0.29,0.90898,0.66906,0.77078,0.68772
2330,0.28,0.3,0.90898,0.66906,0.77078,0.68772
2331,0.28,0.31,0.91176,0.66906,0.77178,0.68948
2332,0.28,0.32,0.91232,0.66906,0.77198,0.68984
2333,0.28,0.33,0.91344,0.66906,0.77238,0.69054
2334,0.28,0.34,0.91344,0.66906,0.77238,0.69054
2335,0.28,0.35,0.91626,0.66906,0.77339,0.69231
2336,0.28,0.36,0.92826,0.66906,0.77763,0.69972
2337,0.28,0.37,0.93467,0.66906,0.77987,0.7036
2338,0.28,0.38,0.94058,0.66906,0.78192,0.70713
2339,0.28,0.39,0.94656,0.66906,0.78398,0.71066
2340,0.28,0.4,0.95324,0.66906,0.78626,0.71454
2341,0.28,0.41,0.95876,0.66906,0.78813,0.71771
2342,0.28,0.42,0.95938,0.66906,0.78834,0.71807
2343,0.28,0.43,0.96,0.66906,0.78855,0.71842
2344,0.28,0.44,0.96311,0.66906,0.7896,0.72018
2345,0.28,0.45,0.96498,0.66906,0.79022,0.72124
2346,0.28,0.46,0.96498,0.66906,0.79022,0.72124
2347,0.28,0.47,0.96623,0.66906,0.79064,0.72195
2348,0.28,0.48,0.96623,0.66906,0.79064,0.72195
2349,0.28,0.49,0.96621,0.66862,0.79033,0.72159
2350,0.28,0.5,0.96684,0.66862,0.79054,0.72195
2351,0.28,0.51,0.96999,0.66862,0.79159,0.72371
2352,0.28,0.52,0.97063,0.66862,0.7918,0.72406
2353,0.28,0.53,0.97251,0.66817,0.79211,0.72477
2354,0.28,0.54,0.97251,0.66817,0.79211,0.72477
2355,0.28,0.55,0.97441,0.66772,0.79243,0.72548
2356,0.28,0.56,0.97567,0.66727,0.79252,0.72583
2357,0.28,0.57,0.97757,0.66637,0.79251,0.72618
2358,0.28,0.58,0.97757,0.66637,0.79251,0.72618
2359,0.28,0.59,0.97886,0.66637,0.79294,0.72689
2360,0.28,0.6,0.98015,0.66592,0.79304,0.72724
2361,0.28,0.61,0.98275,0.66592,0.79389,0.72865
2362,0.28,0.62,0.98271,0.66457,0.79292,0.72759
