,init pf,init block clean threshold,init weighting schema,init matching threshold,f-score goal,rank iterations,rank f-score,grid search iterations,grid search f-score
202,0,0.05,0,0.5,0.9,1,0.90226,4.0,0.96515
203,0,0.05,0,0.725,0.9,1,0.96484,4.0,0.96515
204,0,0.05,0,0.95,0.9,3,0.98611,4.0,0.96515
205,0,0.05,1,0.05,0.9,4,0.98611,4.0,0.96515
206,0,0.05,1,0.275,0.9,4,0.98611,4.0,0.96515
207,0,0.05,1,0.5,0.9,1,0.91441,4.0,0.96515
208,0,0.05,1,0.725,0.9,1,0.97002,4.0,0.96515
209,0,0.05,1,0.95,0.9,4,0.98611,4.0,0.96515
210,0,0.05,2,0.05,0.9,4,0.98611,4.0,0.96515
211,0,0.05,2,0.275,0.9,4,0.98611,4.0,0.96515
212,0,0.05,2,0.5,0.9,1,0.90578,4.0,0.96515
213,0,0.05,2,0.725,0.9,1,0.96515,4.0,0.96515
214,0,0.05,2,0.95,0.9,4,0.98611,4.0,0.96515
215,0,0.05,3,0.05,0.9,3,0.98611,4.0,0.96515
216,0,0.05,3,0.275,0.9,3,0.98611,4.0,0.96515
217,0,0.05,3,0.5,0.9,2,0.90226,4.0,0.96515
218,0,0.05,3,0.725,0.9,1,0.96515,4.0,0.96515
219,0,0.05,3,0.95,0.9,3,0.98611,4.0,0.96515
220,0,0.275,0,0.05,0.9,5,0.98611,4.0,0.96515
221,0,0.275,0,0.275,0.9,5,0.98611,4.0,0.96515
222,0,0.275,0,0.5,0.9,2,0.945,4.0,0.96515
223,0,0.275,0,0.725,0.9,2,0.97411,4.0,0.96515
224,0,0.275,0,0.95,0.9,5,0.98611,4.0,0.96515
225,0,0.275,1,0.05,0.9,4,0.98611,4.0,0.96515
226,0,0.275,1,0.275,0.9,4,0.98611,4.0,0.96515
227,0,0.275,1,0.5,0.9,1,0.95474,4.0,0.96515
228,0,0.275,1,0.725,0.9,1,0.97953,4.0,0.96515
229,0,0.275,1,0.95,0.9,4,0.98611,4.0,0.96515
230,0,0.275,2,0.05,0.9,4,0.98611,4.0,0.96515
231,0,0.275,2,0.275,0.9,4,0.98611,4.0,0.96515
232,0,0.275,2,0.5,0.9,1,0.95096,4.0,0.96515
233,0,0.275,2,0.725,0.9,1,0.97883,4.0,0.96515
234,0,0.275,2,0.95,0.9,4,0.98611,4.0,0.96515
235,0,0.275,3,0.05,0.9,4,0.98611,4.0,0.96515
236,0,0.275,3,0.275,0.9,4,0.98611,4.0,0.96515
237,0,0.275,3,0.5,0.9,1,0.945,4.0,0.96515
238,0,0.275,3,0.725,0.9,1,0.97411,4.0,0.96515
239,0,0.275,3,0.95,0.9,4,0.98611,4.0,0.96515
240,0,0.5,0,0.05,0.9,5,0.98611,4.0,0.96515
241,0,0.5,0,0.275,0.9,2,0.90168,4.0,0.96515
242,0,0.5,0,0.5,0.9,2,0.97065,4.0,0.96515
243,0,0.5,0,0.725,0.9,2,0.98597,4.0,0.96515
244,0,0.5,0,0.95,0.9,5,0.98611,4.0,0.96515
245,0,0.5,1,0.05,0.9,4,0.98611,4.0,0.96515
246,0,0.5,1,0.275,0.9,1,0.91919,4.0,0.96515
247,0,0.5,1,0.5,0.9,1,0.97357,4.0,0.96515
248,0,0.5,1,0.725,0.9,1,0.98611,4.0,0.96515
249,0,0.5,1,0.95,0.9,4,0.98611,4.0,0.96515
250,0,0.5,2,0.05,0.9,4,0.98611,4.0,0.96515
251,0,0.5,2,0.275,0.9,1,0.91856,4.0,0.96515
252,0,0.5,2,0.5,0.9,1,0.97319,4.0,0.96515
253,0,0.5,2,0.725,0.9,1,0.98577,4.0,0.96515
254,0,0.5,2,0.95,0.9,4,0.98611,4.0,0.96515
255,0,0.5,3,0.05,0.9,4,0.98611,4.0,0.96515
256,0,0.5,3,0.275,0.9,1,0.90168,4.0,0.96515
257,0,0.5,3,0.5,0.9,1,0.97065,4.0,0.96515
258,0,0.5,3,0.725,0.9,1,0.98597,4.0,0.96515
259,0,0.5,3,0.95,0.9,4,0.98611,4.0,0.96515
260,0,0.725,0,0.05,0.9,4,0.98611,4.0,0.96515
261,0,0.725,0,0.275,0.9,4,0.98611,4.0,0.96515
262,0,0.725,0,0.5,0.9,1,0.9569,4.0,0.96515
263,0,0.725,0,0.725,0.9,1,0.98353,4.0,0.96515
264,0,0.725,0,0.95,0.9,4,0.98611,4.0,0.96515
265,0,0.725,1,0.05,0.9,4,0.98611,4.0,0.96515
266,0,0.725,1,0.275,0.9,4,0.98611,4.0,0.96515
267,0,0.725,1,0.5,0.9,1,0.95187,4.0,0.96515
268,0,0.725,1,0.725,0.9,1,0.97858,4.0,0.96515
269,0,0.725,1,0.95,0.9,4,0.98611,4.0,0.96515
270,0,0.725,2,0.05,0.9,4,0.98611,4.0,0.96515
271,0,0.725,2,0.275,0.9,4,0.98611,4.0,0.96515
272,0,0.725,2,0.5,0.9,2,0.90578,4.0,0.96515
273,0,0.725,2,0.725,0.9,2,0.96515,4.0,0.96515
274,0,0.725,2,0.95,0.9,4,0.98611,4.0,0.96515
275,0,0.725,3,0.05,0.9,4,0.98611,4.0,0.96515
276,0,0.725,3,0.275,0.9,4,0.98611,4.0,0.96515
277,0,0.725,3,0.5,0.9,1,0.95187,4.0,0.96515
278,0,0.725,3,0.725,0.9,1,0.97858,4.0,0.96515
279,0,0.725,3,0.95,0.9,4,0.98611,4.0,0.96515
280,0,0.95,0,0.05,0.9,4,0.98611,4.0,0.96515
281,0,0.95,0,0.275,0.9,4,0.98611,4.0,0.96515
282,0,0.95,0,0.5,0.9,1,0.9569,4.0,0.96515
283,0,0.95,0,0.725,0.9,1,0.98353,4.0,0.96515
284,0,0.95,0,0.95,0.9,4,0.98611,4.0,0.96515
285,0,0.95,1,0.05,0.9,4,0.98611,4.0,0.96515
286,0,0.95,1,0.275,0.9,4,0.98611,4.0,0.96515
287,0,0.95,1,0.5,0.9,1,0.95187,4.0,0.96515
288,0,0.95,1,0.725,0.9,1,0.97858,4.0,0.96515
289,0,0.95,1,0.95,0.9,4,0.98611,4.0,0.96515
290,0,0.95,2,0.05,0.9,4,0.98611,4.0,0.96515
291,0,0.95,2,0.275,0.9,4,0.98611,4.0,0.96515
292,0,0.95,2,0.5,0.9,2,0.90578,4.0,0.96515
293,0,0.95,2,0.725,0.9,2,0.96515,4.0,0.96515
294,0,0.95,2,0.95,0.9,4,0.98611,4.0,0.96515
295,0,0.95,3,0.05,0.9,4,0.98611,4.0,0.96515
296,0,0.95,3,0.275,0.9,4,0.98611,4.0,0.96515
297,0,0.95,3,0.5,0.9,1,0.95187,4.0,0.96515
298,0,0.95,3,0.725,0.9,1,0.97858,4.0,0.96515
299,0,0.95,3,0.95,0.9,4,0.98611,4.0,0.96515
300,1,0.05,0,0.05,0.9,4,0.98611,4.0,0.96515
301,1,0.05,0,0.275,0.9,4,0.98611,4.0,0.96515
302,1,0.05,0,0.5,0.9,1,0.95203,4.0,0.96515
303,1,0.05,0,0.725,0.9,1,0.98146,4.0,0.96515
304,1,0.05,0,0.95,0.9,4,0.98611,4.0,0.96515
305,1,0.05,1,0.05,0.9,4,0.98611,4.0,0.96515
306,1,0.05,1,0.275,0.9,4,0.98611,4.0,0.96515
307,1,0.05,1,0.5,0.9,1,0.96368,4.0,0.96515
308,1,0.05,1,0.725,0.9,1,0.98984,4.0,0.96515
309,1,0.05,1,0.95,0.9,5,0.98611,4.0,0.96515
310,1,0.05,2,0.05,0.9,5,0.98611,4.0,0.96515
311,1,0.05,2,0.275,0.9,5,0.98611,4.0,0.96515
312,1,0.05,2,0.5,0.9,2,0.97015,4.0,0.96515
313,1,0.05,2,0.725,0.9,4,0.97858,4.0,0.96515
314,1,0.05,2,0.95,0.9,5,0.98611,4.0,0.96515
315,1,0.05,3,0.05,0.9,4,0.98611,4.0,0.96515
316,1,0.05,3,0.275,0.9,4,0.98611,4.0,0.96515
317,1,0.05,3,0.5,0.9,3,0.95187,4.0,0.96515
318,1,0.05,3,0.725,0.9,3,0.97858,4.0,0.96515
319,1,0.05,3,0.95,0.9,4,0.98611,4.0,0.96515
320,1,0.275,0,0.05,0.9,4,0.98611,4.0,0.96515
321,1,0.275,0,0.275,0.9,4,0.98611,4.0,0.96515
322,1,0.275,0,0.5,0.9,2,0.945,4.0,0.96515
323,1,0.275,0,0.725,0.9,2,0.97411,4.0,0.96515
324,1,0.275,0,0.95,0.9,4,0.98611,4.0,0.96515
325,1,0.275,1,0.05,0.9,3,0.98611,4.0,0.96515
326,1,0.275,1,0.275,0.9,3,0.98611,4.0,0.96515
327,1,0.275,1,0.5,0.9,1,0.95474,4.0,0.96515
328,1,0.275,1,0.725,0.9,1,0.97953,4.0,0.96515
329,1,0.275,1,0.95,0.9,3,0.98611,4.0,0.96515
330,1,0.275,2,0.05,0.9,3,0.98611,4.0,0.96515
331,1,0.275,2,0.275,0.9,3,0.98611,4.0,0.96515
332,1,0.275,2,0.5,0.9,1,0.95096,4.0,0.96515
333,1,0.275,2,0.725,0.9,1,0.97883,4.0,0.96515
334,1,0.275,2,0.95,0.9,3,0.98611,4.0,0.96515
335,1,0.275,3,0.05,0.9,3,0.98611,4.0,0.96515
336,1,0.275,3,0.275,0.9,3,0.98611,4.0,0.96515
337,1,0.275,3,0.5,0.9,1,0.945,4.0,0.96515
338,1,0.275,3,0.725,0.9,1,0.97411,4.0,0.96515
339,1,0.275,3,0.95,0.9,3,0.98611,4.0,0.96515
340,1,0.5,0,0.05,0.9,4,0.98611,4.0,0.96515
341,1,0.5,0,0.275,0.9,2,0.90168,4.0,0.96515
342,1,0.5,0,0.5,0.9,2,0.97065,4.0,0.96515
343,1,0.5,0,0.725,0.9,2,0.98597,4.0,0.96515
344,1,0.5,0,0.95,0.9,4,0.98611,4.0,0.96515
345,1,0.5,1,0.05,0.9,3,0.98611,4.0,0.96515
346,1,0.5,1,0.275,0.9,1,0.91919,4.0,0.96515
347,1,0.5,1,0.5,0.9,1,0.97357,4.0,0.96515
348,1,0.5,1,0.725,0.9,1,0.98611,4.0,0.96515
349,1,0.5,1,0.95,0.9,3,0.98611,4.0,0.96515
350,1,0.5,2,0.05,0.9,3,0.98611,4.0,0.96515
351,1,0.5,2,0.275,0.9,1,0.91856,4.0,0.96515
352,1,0.5,2,0.5,0.9,1,0.97319,4.0,0.96515
353,1,0.5,2,0.725,0.9,1,0.98577,4.0,0.96515
354,1,0.5,2,0.95,0.9,3,0.98611,4.0,0.96515
355,1,0.5,3,0.05,0.9,3,0.98611,4.0,0.96515
356,1,0.5,3,0.275,0.9,1,0.90168,4.0,0.96515
357,1,0.5,3,0.5,0.9,1,0.97065,4.0,0.96515
358,1,0.5,3,0.725,0.9,1,0.98597,4.0,0.96515
359,1,0.5,3,0.95,0.9,3,0.98611,4.0,0.96515
