,q-gram size,blocking threshold,match threshold,precision,recall,f-score,acc
869,5,0.45,0.34,0.98014,0.79901,0.88035,0.80665
870,4,0.45,0.35,0.89083,0.73381,0.80473,0.82029
871,5,0.45,0.35,0.98231,0.79901,0.88123,0.80825
872,4,0.45,0.36,0.9148,0.73381,0.81437,0.83118
873,5,0.45,0.36,0.98722,0.79901,0.8832,0.81185
874,4,0.45,0.37,0.92675,0.73381,0.81907,0.8364
875,5,0.45,0.37,0.98887,0.79901,0.88386,0.81305
876,4,0.45,0.38,0.93739,0.73381,0.8232,0.84093
877,5,0.45,0.38,0.99052,0.79901,0.88452,0.81425
878,4,0.45,0.39,0.94444,0.73381,0.82591,0.84388
879,5,0.45,0.39,0.99274,0.79901,0.8854,0.81585
880,4,0.45,0.4,0.95216,0.73381,0.82885,0.84706
881,5,0.45,0.4,0.99496,0.79901,0.88628,0.81745
882,4,0.45,0.41,0.95439,0.73381,0.82969,0.84797
883,5,0.45,0.41,0.99496,0.79901,0.88628,0.81745
884,4,0.45,0.42,0.95662,0.73381,0.83053,0.84888
885,5,0.45,0.42,0.99552,0.79901,0.88651,0.81785
886,4,0.45,0.43,0.96,0.73381,0.8318,0.85024
887,5,0.45,0.43,0.99552,0.79901,0.88651,0.81785
888,4,0.45,0.44,0.96226,0.73381,0.83265,0.85115
889,5,0.45,0.44,0.99608,0.79901,0.88673,0.81825
890,4,0.45,0.45,0.96511,0.73381,0.83371,0.85228
891,5,0.45,0.45,0.99608,0.79901,0.88673,0.81825
892,4,0.45,0.46,0.96511,0.73381,0.83371,0.85228
893,5,0.45,0.46,0.99608,0.79901,0.88673,0.81825
894,4,0.45,0.47,0.96625,0.73381,0.83414,0.85273
895,5,0.45,0.47,0.99608,0.79901,0.88673,0.81825
896,4,0.45,0.48,0.96625,0.73381,0.83414,0.85273
897,5,0.45,0.48,0.99608,0.79901,0.88673,0.81825
898,4,0.45,0.49,0.96623,0.73336,0.83384,0.85251
899,5,0.45,0.49,0.99607,0.79856,0.88645,0.81785
900,4,0.45,0.5,0.9668,0.73336,0.83405,0.85273
901,5,0.45,0.5,0.99607,0.79856,0.88645,0.81785
902,4,0.45,0.51,0.97024,0.73291,0.83504,0.85387
903,5,0.45,0.51,0.99607,0.79811,0.88617,0.81745
904,4,0.45,0.52,0.97082,0.73291,0.83525,0.8541
905,5,0.45,0.52,0.99607,0.79811,0.88617,0.81745
906,4,0.45,0.53,0.97254,0.73246,0.8356,0.85455
907,5,0.45,0.53,0.99607,0.79721,0.88561,0.81665
908,4,0.45,0.54,0.97254,0.73246,0.8356,0.85455
909,5,0.45,0.54,0.99607,0.79721,0.88561,0.81665
910,4,0.45,0.55,0.97427,0.73201,0.83594,0.855
911,5,0.45,0.55,0.99607,0.79676,0.88534,0.81625
912,4,0.45,0.56,0.97425,0.73156,0.83564,0.85478
913,5,0.45,0.56,0.99606,0.79631,0.88505,0.81585
914,4,0.45,0.57,0.97539,0.73067,0.83548,0.85478
915,5,0.45,0.57,0.99606,0.79541,0.8845,0.81505
916,4,0.45,0.58,0.97538,0.73022,0.83518,0.85455
917,5,0.45,0.58,0.99606,0.79496,0.88422,0.81465
918,4,0.45,0.59,0.97771,0.72977,0.83574,0.85523
919,5,0.45,0.59,0.99662,0.79451,0.88416,0.81465
920,4,0.45,0.6,0.97889,0.72977,0.83617,0.85568
921,5,0.45,0.6,0.99661,0.79406,0.88388,0.81425
922,4,0.45,0.61,0.98126,0.72977,0.83703,0.85659
923,5,0.45,0.61,0.99661,0.79406,0.88388,0.81425
924,4,0.45,0.62,0.98241,0.72842,0.83656,0.85636
925,5,0.45,0.62,0.99661,0.79272,0.88305,0.81305
926,4,0.45,0.63,0.983,0.72797,0.83648,0.85636
927,5,0.45,0.63,0.99717,0.79227,0.88299,0.81305
928,4,0.45,0.64,0.98359,0.72752,0.83639,0.85636
929,5,0.45,0.64,0.99717,0.79182,0.88271,0.81265
930,4,0.45,0.65,0.98358,0.72707,0.83609,0.85614
931,5,0.45,0.65,0.99717,0.79137,0.88243,0.81225
932,4,0.45,0.66,0.98476,0.72617,0.83592,0.85614
933,5,0.45,0.66,0.99716,0.79047,0.88187,0.81145
934,4,0.45,0.67,0.99015,0.72302,0.83576,0.85659
935,5,0.45,0.67,0.99829,0.78642,0.87978,0.80865
936,4,0.45,0.68,0.99135,0.72167,0.83528,0.85636
937,5,0.45,0.68,0.99886,0.78507,0.87915,0.80785
938,4,0.45,0.69,0.99257,0.72122,0.83541,0.85659
939,5,0.45,0.69,0.99943,0.78462,0.87909,0.80785
940,4,0.45,0.7,0.99318,0.71987,0.83472,0.85614
941,5,0.45,0.7,1.0,0.78372,0.87875,0.80745
942,4,0.45,0.71,0.99317,0.71897,0.83411,0.85568
943,5,0.45,0.71,1.0,0.78282,0.87818,0.80665
944,4,0.45,0.72,0.99315,0.71673,0.8326,0.85455
945,5,0.45,0.72,1.0,0.78058,0.87677,0.80464
946,4,0.45,0.73,0.99438,0.71583,0.83242,0.85455
947,5,0.45,0.73,1.0,0.77923,0.87592,0.80344
948,4,0.45,0.74,0.99498,0.71358,0.83111,0.85364
949,5,0.45,0.74,1.0,0.77698,0.87449,0.80144
950,4,0.45,0.75,0.99559,0.71088,0.82948,0.85251
951,5,0.45,0.75,1.0,0.77383,0.8725,0.79864
952,4,0.45,0.76,0.99556,0.70504,0.82548,0.84956
953,5,0.45,0.76,1.0,0.76754,0.86848,0.79303
954,4,0.45,0.77,0.99554,0.70324,0.82424,0.84865
955,5,0.45,0.77,1.0,0.76484,0.86675,0.79063
956,4,0.45,0.78,0.99677,0.69335,0.81782,0.84411
957,5,0.45,0.78,1.0,0.75495,0.86037,0.78183
958,4,0.45,0.79,0.99674,0.68795,0.81405,0.84139
959,5,0.45,0.79,1.0,0.75045,0.85744,0.77782
960,4,0.45,0.8,0.99803,0.683,0.811,0.83935
961,5,0.45,0.8,1.0,0.74415,0.85331,0.77222
962,4,0.45,0.81,0.99867,0.67671,0.80675,0.8364
963,5,0.45,0.81,1.0,0.73651,0.84826,0.76541
964,4,0.45,0.82,0.99866,0.67131,0.8029,0.83367
965,5,0.45,0.82,1.0,0.73156,0.84497,0.76101
966,4,0.45,0.83,0.99866,0.66862,0.80097,0.83231
967,5,0.45,0.83,1.0,0.72797,0.84257,0.75781
968,4,0.45,0.84,0.99861,0.64838,0.78626,0.8221
969,5,0.45,0.84,1.0,0.70818,0.82916,0.74019
970,4,0.45,0.85,0.99861,0.64388,0.78294,0.81983
971,5,0.45,0.85,1.0,0.70369,0.82608,0.73619
972,4,0.45,0.86,0.99929,0.63174,0.7741,0.81393
973,5,0.45,0.86,1.0,0.69245,0.81828,0.72618
974,4,0.45,0.87,0.99926,0.61106,0.75837,0.80349
975,5,0.45,0.87,1.0,0.67221,0.80398,0.70817
976,4,0.45,0.88,1.0,0.59847,0.7488,0.79737
977,5,0.45,0.88,1.0,0.65962,0.7949,0.69696
978,4,0.45,0.89,1.0,0.57284,0.72841,0.78443
979,5,0.45,0.89,1.0,0.63489,0.77668,0.67494
980,4,0.45,0.9,1.0,0.56969,0.72586,0.78285
981,5,0.45,0.9,1.0,0.63174,0.77431,0.67214
982,4,0.45,0.91,1.0,0.54272,0.70359,0.76923
983,5,0.45,0.91,1.0,0.60387,0.75302,0.64732
984,4,0.45,0.92,1.0,0.52473,0.68829,0.76015
985,5,0.45,0.92,1.0,0.58453,0.7378,0.6301
986,4,0.45,0.93,1.0,0.50899,0.67461,0.75221
987,5,0.45,0.93,1.0,0.5679,0.72441,0.61529
988,4,0.45,0.94,1.0,0.48246,0.65089,0.73882
989,5,0.45,0.94,1.0,0.53732,0.69903,0.58807
990,4,0.45,0.95,1.0,0.46718,0.63684,0.73111
991,5,0.45,0.95,1.0,0.52068,0.6848,0.57326
992,4,0.45,0.96,1.0,0.44604,0.61691,0.72044
993,5,0.45,0.96,1.0,0.4973,0.66426,0.55244
994,4,0.45,0.97,1.0,0.42761,0.59906,0.71114
995,5,0.45,0.97,1.0,0.47662,0.64556,0.53403
996,4,0.45,0.98,1.0,0.41906,0.59062,0.70683
997,5,0.45,0.98,1.0,0.46718,0.63684,0.52562
998,4,0.45,0.99,1.0,0.41772,0.58928,0.70615
999,5,0.45,0.99,1.0,0.46583,0.63559,0.52442
1000,4,0.5,0.0,0.58099,0.66772,0.62134,0.45068
1001,5,0.5,0.0,0.9769,0.74146,0.84305,0.72868
1002,4,0.5,0.01,0.67561,0.66772,0.67164,0.55933
1003,5,0.5,0.01,0.97922,0.74146,0.84391,0.73045
1004,4,0.5,0.02,0.73478,0.66772,0.69965,0.61305
1005,5,0.5,0.02,0.9833,0.74146,0.84543,0.73354
1006,4,0.5,0.03,0.79412,0.66772,0.72546,0.65888
1007,5,0.5,0.03,0.98743,0.74146,0.84695,0.73663
1008,4,0.5,0.04,0.83521,0.66772,0.74213,0.6868
1009,5,0.5,0.04,0.9898,0.74146,0.84782,0.7384
1010,4,0.5,0.05,0.86087,0.66772,0.75209,0.70288
1011,5,0.5,0.05,0.99099,0.74146,0.84825,0.73928
1012,4,0.5,0.06,0.87199,0.66772,0.7563,0.70956
1013,5,0.5,0.06,0.99099,0.74146,0.84825,0.73928
1014,4,0.5,0.07,0.88288,0.66772,0.76037,0.71593
1015,5,0.5,0.07,0.99218,0.74146,0.84869,0.74017
1016,4,0.5,0.08,0.89082,0.66772,0.7633,0.72049
1017,5,0.5,0.08,0.99218,0.74146,0.84869,0.74017
1018,4,0.5,0.09,0.89782,0.66772,0.76586,0.72443
1019,5,0.5,0.09,0.99218,0.74146,0.84869,0.74017
1020,4,0.5,0.1,0.90219,0.66772,0.76745,0.72686
1021,5,0.5,0.1,0.99218,0.74146,0.84869,0.74017
1022,4,0.5,0.11,0.90328,0.66772,0.76784,0.72747
1023,5,0.5,0.11,0.99218,0.74146,0.84869,0.74017
1024,4,0.5,0.12,0.90549,0.66772,0.76864,0.72868
1025,5,0.5,0.12,0.99218,0.74146,0.84869,0.74017
1026,4,0.5,0.13,0.90715,0.66772,0.76923,0.72959
1027,5,0.5,0.13,0.99218,0.74146,0.84869,0.74017
1028,4,0.5,0.14,0.90715,0.66772,0.76923,0.72959
1029,5,0.5,0.14,0.99218,0.74146,0.84869,0.74017
1030,4,0.5,0.15,0.9077,0.66772,0.76943,0.72989
1031,5,0.5,0.15,0.99218,0.74146,0.84869,0.74017
1032,4,0.5,0.16,0.90881,0.66772,0.76983,0.7305
1033,5,0.5,0.16,0.99218,0.74146,0.84869,0.74017
1034,4,0.5,0.17,0.90937,0.66772,0.77003,0.7308
1035,5,0.5,0.17,0.99218,0.74146,0.84869,0.74017
1036,4,0.5,0.18,0.90993,0.66772,0.77023,0.73111
1037,5,0.5,0.18,0.99218,0.74146,0.84869,0.74017
1038,4,0.5,0.19,0.90993,0.66772,0.77023,0.73111
1039,5,0.5,0.19,0.99218,0.74146,0.84869,0.74017
1040,4,0.5,0.2,0.91104,0.66772,0.77063,0.73171
1041,5,0.5,0.2,0.99278,0.74146,0.84891,0.74061
1042,4,0.5,0.21,0.91104,0.66772,0.77063,0.73171
1043,5,0.5,0.21,0.99278,0.74146,0.84891,0.74061
1044,4,0.5,0.22,0.9116,0.66772,0.77083,0.73202
1045,5,0.5,0.22,0.99278,0.74146,0.84891,0.74061
1046,4,0.5,0.23,0.91216,0.66772,0.77103,0.73232
1047,5,0.5,0.23,0.99278,0.74146,0.84891,0.74061
1048,4,0.5,0.24,0.91441,0.66772,0.77183,0.73354
1049,5,0.5,0.24,0.99337,0.74146,0.84913,0.74105
1050,4,0.5,0.25,0.91554,0.66772,0.77223,0.73414
1051,5,0.5,0.25,0.99337,0.74146,0.84913,0.74105
1052,4,0.5,0.26,0.91723,0.66772,0.77284,0.73505
1053,5,0.5,0.26,0.99337,0.74146,0.84913,0.74105
1054,4,0.5,0.27,0.91837,0.66772,0.77324,0.73566
1055,5,0.5,0.27,0.99337,0.74146,0.84913,0.74105
1056,4,0.5,0.28,0.91837,0.66772,0.77324,0.73566
1057,5,0.5,0.28,0.99337,0.74146,0.84913,0.74105
1058,4,0.5,0.29,0.91837,0.66772,0.77324,0.73566
1059,5,0.5,0.29,0.99337,0.74146,0.84913,0.74105
1060,4,0.5,0.3,0.91837,0.66772,0.77324,0.73566
1061,5,0.5,0.3,0.99337,0.74146,0.84913,0.74105
1062,4,0.5,0.31,0.9195,0.66772,0.77364,0.73627
1063,5,0.5,0.31,0.99337,0.74146,0.84913,0.74105
1064,4,0.5,0.32,0.92007,0.66772,0.77384,0.73657
1065,5,0.5,0.32,0.99337,0.74146,0.84913,0.74105
1066,4,0.5,0.33,0.92064,0.66772,0.77404,0.73687
1067,5,0.5,0.33,0.99337,0.74146,0.84913,0.74105
1068,4,0.5,0.34,0.93809,0.66772,0.78014,0.74598
1069,5,0.5,0.34,0.99337,0.74146,0.84913,0.74105
1070,4,0.5,0.35,0.94106,0.66772,0.78117,0.7475
1071,5,0.5,0.35,0.99457,0.74146,0.84956,0.74194
1072,4,0.5,0.36,0.95131,0.66772,0.78468,0.75266
1073,5,0.5,0.36,0.99457,0.74146,0.84956,0.74194
1074,4,0.5,0.37,0.95806,0.66772,0.78696,0.75599
1075,5,0.5,0.37,0.99457,0.74146,0.84956,0.74194
1076,4,0.5,0.38,0.96554,0.66772,0.78948,0.75964
1077,5,0.5,0.38,0.99577,0.74146,0.85,0.74282
1078,4,0.5,0.39,0.97186,0.66772,0.79158,0.76267
1079,5,0.5,0.39,0.99698,0.74146,0.85044,0.7437
1080,4,0.5,0.4,0.97762,0.66772,0.79349,0.7654
1081,5,0.5,0.4,0.99758,0.74146,0.85066,0.74414
1082,4,0.5,0.41,0.97891,0.66772,0.79391,0.76601
1083,5,0.5,0.41,0.99758,0.74146,0.85066,0.74414
1084,4,0.5,0.42,0.97955,0.66772,0.79412,0.76631
1085,5,0.5,0.42,0.99758,0.74146,0.85066,0.74414
1086,4,0.5,0.43,0.98085,0.66772,0.79455,0.76692
1087,5,0.5,0.43,0.99758,0.74146,0.85066,0.74414
1088,4,0.5,0.44,0.98279,0.66772,0.79518,0.76783
1089,5,0.5,0.44,0.99758,0.74146,0.85066,0.74414
1090,4,0.5,0.45,0.98344,0.66772,0.7954,0.76813
1091,5,0.5,0.45,0.99758,0.74146,0.85066,0.74414
1092,4,0.5,0.46,0.98344,0.66772,0.7954,0.76813
1093,5,0.5,0.46,0.99758,0.74146,0.85066,0.74414
1094,4,0.5,0.47,0.98344,0.66772,0.7954,0.76813
1095,5,0.5,0.47,0.99758,0.74146,0.85066,0.74414
1096,4,0.5,0.48,0.98344,0.66772,0.7954,0.76813
1097,5,0.5,0.48,0.99758,0.74146,0.85066,0.74414
1098,4,0.5,0.49,0.98343,0.66727,0.79507,0.76783
1099,5,0.5,0.49,0.99758,0.74101,0.85036,0.7437
1100,4,0.5,0.5,0.98343,0.66727,0.79507,0.76783
1101,5,0.5,0.5,0.99758,0.74101,0.85036,0.7437
1102,4,0.5,0.51,0.98473,0.66682,0.79518,0.76813
1103,5,0.5,0.51,0.99758,0.74056,0.85007,0.74326
1104,4,0.5,0.52,0.98538,0.66682,0.79539,0.76844
1105,5,0.5,0.52,0.99758,0.74056,0.85007,0.74326
1106,4,0.5,0.53,0.98603,0.66637,0.79528,0.76844
1107,5,0.5,0.53,0.99758,0.74011,0.84977,0.74282
1108,4,0.5,0.54,0.98603,0.66637,0.79528,0.76844
1109,5,0.5,0.54,0.99758,0.74011,0.84977,0.74282
1110,4,0.5,0.55,0.98733,0.66592,0.79538,0.76874
1111,5,0.5,0.55,0.99757,0.73966,0.84947,0.74238
1112,4,0.5,0.56,0.98732,0.66547,0.79506,0.76844
1113,5,0.5,0.56,0.99757,0.73921,0.84917,0.74194
1114,4,0.5,0.57,0.98797,0.66457,0.79463,0.76813
1115,5,0.5,0.57,0.99757,0.73831,0.84858,0.74105
1116,4,0.5,0.58,0.98796,0.66412,0.7943,0.76783
1117,5,0.5,0.58,0.99757,0.73786,0.84828,0.74061
1118,4,0.5,0.59,0.98861,0.66367,0.79419,0.76783
1119,5,0.5,0.59,0.99817,0.73741,0.8482,0.74061
1120,4,0.5,0.6,0.98994,0.66367,0.79462,0.76844
1121,5,0.5,0.6,0.99817,0.73696,0.8479,0.74017
1122,4,0.5,0.61,0.99127,0.66367,0.79505,0.76904
1123,5,0.5,0.61,0.99817,0.73696,0.8479,0.74017
1124,4,0.5,0.62,0.99125,0.66232,0.79407,0.76813
1125,5,0.5,0.62,0.99817,0.73606,0.84731,0.73928
1126,4,0.5,0.63,0.99191,0.66187,0.79396,0.76813
1127,5,0.5,0.63,0.99817,0.73561,0.84701,0.73884
1128,4,0.5,0.64,0.99258,0.66142,0.79385,0.76813
1129,5,0.5,0.64,0.99817,0.73516,0.84671,0.7384
1130,4,0.5,0.65,0.99257,0.66097,0.79352,0.76783
1131,5,0.5,0.65,0.99817,0.73471,0.84641,0.73796
1132,4,0.5,0.66,0.99324,0.66052,0.79341,0.76783
1133,5,0.5,0.66,0.99817,0.73381,0.84581,0.73707
1134,4,0.5,0.67,0.99456,0.65737,0.79155,0.76631
1135,5,0.5,0.67,0.99877,0.73022,0.84364,0.73398
1136,4,0.5,0.68,0.9959,0.65603,0.791,0.76601
1137,5,0.5,0.68,0.99877,0.72887,0.84274,0.73266
1138,4,0.5,0.69,0.99658,0.65558,0.79089,0.76601
1139,5,0.5,0.69,0.99938,0.72842,0.84265,0.73266
1140,4,0.5,0.7,0.99726,0.65468,0.79045,0.76571
1141,5,0.5,0.7,1.0,0.72752,0.84227,0.73221
1142,4,0.5,0.71,0.99726,0.65378,0.78979,0.7651
1143,5,0.5,0.71,1.0,0.72707,0.84197,0.73177
1144,4,0.5,0.72,0.99725,0.65153,0.78814,0.76358
1145,5,0.5,0.72,1.0,0.72482,0.84046,0.72956
1146,4,0.5,0.73,0.99724,0.65063,0.78748,0.76297
1147,5,0.5,0.73,1.0,0.72347,0.83955,0.72824
1148,4,0.5,0.74,0.99793,0.64883,0.78638,0.76206
1149,5,0.5,0.74,1.0,0.72122,0.83803,0.72603
1150,4,0.5,0.75,0.99792,0.64613,0.78439,0.76024
1151,5,0.5,0.75,1.0,0.71808,0.83591,0.72293
1152,4,0.5,0.76,0.9979,0.64029,0.78006,0.7563
1153,5,0.5,0.76,1.0,0.71358,0.83285,0.71852
1154,4,0.5,0.77,0.99789,0.63894,0.77906,0.75539
1155,5,0.5,0.77,1.0,0.71133,0.83132,0.71631
1156,4,0.5,0.78,0.99786,0.62995,0.77233,0.74932
1157,5,0.5,0.78,1.0,0.70189,0.82484,0.70703
1158,4,0.5,0.79,0.99785,0.62545,0.76893,0.74628
1159,5,0.5,0.79,1.0,0.69784,0.82203,0.70305
1160,4,0.5,0.8,0.99928,0.6214,0.76629,0.74416
1161,5,0.5,0.8,1.0,0.69245,0.81828,0.69775
1162,4,0.5,0.81,1.0,0.61601,0.76238,0.74082
1163,5,0.5,0.81,1.0,0.6866,0.81418,0.692
1164,4,0.5,0.82,1.0,0.61106,0.75858,0.73748
1165,5,0.5,0.82,1.0,0.68165,0.81069,0.68714
1166,4,0.5,0.83,1.0,0.60836,0.7565,0.73566
1167,5,0.5,0.83,1.0,0.67896,0.80879,0.68449
1168,4,0.5,0.84,1.0,0.59083,0.74279,0.72382
1169,5,0.5,0.84,1.0,0.65962,0.7949,0.66549
1170,4,0.5,0.85,1.0,0.58768,0.7403,0.7217
1171,5,0.5,0.85,1.0,0.65513,0.79164,0.66107
1172,4,0.5,0.86,1.0,0.57689,0.73168,0.71442
1173,5,0.5,0.86,1.0,0.64478,0.78403,0.65091
1174,4,0.5,0.87,1.0,0.5571,0.71556,0.70106
1175,5,0.5,0.87,1.0,0.6268,0.77059,0.63323
1176,4,0.5,0.88,1.0,0.54541,0.70585,0.69317
1177,5,0.5,0.88,1.0,0.61421,0.761,0.62086
1178,4,0.5,0.89,1.0,0.52293,0.68674,0.678
1179,5,0.5,0.89,1.0,0.59128,0.74315,0.59832
1180,4,0.5,0.9,1.0,0.52023,0.68441,0.67618
1181,5,0.5,0.9,1.0,0.58813,0.74066,0.59523
1182,4,0.5,0.91,1.0,0.49415,0.66145,0.65857
1183,5,0.5,0.91,1.0,0.5616,0.71926,0.56916
1184,4,0.5,0.92,1.0,0.47887,0.64762,0.64825
1185,5,0.5,0.92,1.0,0.54362,0.70434,0.55148
1186,4,0.5,0.93,1.0,0.46493,0.63475,0.63885
1187,5,0.5,0.93,1.0,0.52968,0.69254,0.53778
1188,4,0.5,0.94,1.0,0.4411,0.61217,0.62276
1189,5,0.5,0.94,1.0,0.50045,0.66707,0.50906
1190,4,0.5,0.95,1.0,0.42716,0.59862,0.61335
1191,5,0.5,0.95,1.0,0.48606,0.65416,0.49492
1192,4,0.5,0.96,1.0,0.40737,0.57891,0.6
1193,5,0.5,0.96,1.0,0.46313,0.63307,0.47238
1194,4,0.5,0.97,1.0,0.39074,0.56192,0.58877
1195,5,0.5,0.97,1.0,0.44379,0.61476,0.45338
1196,4,0.5,0.98,1.0,0.38219,0.55302,0.583
1197,5,0.5,0.98,1.0,0.43525,0.60651,0.44498
1198,4,0.5,0.99,1.0,0.38085,0.55162,0.58209
1199,5,0.5,0.99,1.0,0.4339,0.6052,0.44366
1200,4,0.55,0.0,0.82936,0.625,0.71282,0.55378
1201,5,0.55,0.0,0.97688,0.66502,0.79133,0.65471
1202,4,0.55,0.01,0.87531,0.625,0.72927,0.58884
1203,5,0.55,0.01,0.97947,0.66502,0.79218,0.65649
1204,4,0.55,0.02,0.89851,0.625,0.7372,0.60518
1205,5,0.55,0.02,0.98338,0.66502,0.79346,0.65914
1206,4,0.55,0.03,0.92482,0.625,0.74591,0.62271
1207,5,0.55,0.03,0.98732,0.66502,0.79474,0.6618
1208,4,0.55,0.04,0.94429,0.625,0.75216,0.63506
1209,5,0.55,0.04,0.98996,0.66502,0.79559,0.66357
1210,4,0.55,0.05,0.95205,0.625,0.75461,0.63984
1211,5,0.55,0.05,0.99129,0.66502,0.79602,0.66445
1212,4,0.55,0.06,0.95598,0.625,0.75584,0.64223
1213,5,0.55,0.06,0.99129,0.66502,0.79602,0.66445
1214,4,0.55,0.07,0.96061,0.625,0.75729,0.64502
1215,5,0.55,0.07,0.99262,0.66502,0.79645,0.66534
1216,4,0.55,0.08,0.9626,0.625,0.75791,0.64622
1217,5,0.55,0.08,0.99262,0.66502,0.79645,0.66534
1218,4,0.55,0.09,0.96461,0.625,0.75853,0.64741
1219,5,0.55,0.09,0.99262,0.66502,0.79645,0.66534
1220,4,0.55,0.1,0.96729,0.625,0.75935,0.649
1221,5,0.55,0.1,0.99262,0.66502,0.79645,0.66534
1222,4,0.55,0.11,0.96864,0.625,0.75977,0.6498
1223,5,0.55,0.11,0.99262,0.66502,0.79645,0.66534
1224,4,0.55,0.12,0.96932,0.625,0.75998,0.6502
1225,5,0.55,0.12,0.99262,0.66502,0.79645,0.66534
1226,4,0.55,0.13,0.96932,0.625,0.75998,0.6502
1227,5,0.55,0.13,0.99262,0.66502,0.79645,0.66534
1228,4,0.55,0.14,0.96932,0.625,0.75998,0.6502
1229,5,0.55,0.14,0.99262,0.66502,0.79645,0.66534
1230,4,0.55,0.15,0.96932,0.625,0.75998,0.6502
1231,5,0.55,0.15,0.99262,0.66502,0.79645,0.66534
1232,4,0.55,0.16,0.96932,0.625,0.75998,0.6502
1233,5,0.55,0.16,0.99262,0.66502,0.79645,0.66534
1234,4,0.55,0.17,0.96932,0.625,0.75998,0.6502
1235,5,0.55,0.17,0.99262,0.66502,0.79645,0.66534
1236,4,0.55,0.18,0.96932,0.625,0.75998,0.6502
1237,5,0.55,0.18,0.99262,0.66502,0.79645,0.66534
1238,4,0.55,0.19,0.96932,0.625,0.75998,0.6502
1239,5,0.55,0.19,0.99262,0.66502,0.79645,0.66534
1240,4,0.55,0.2,0.97067,0.625,0.76039,0.651
1241,5,0.55,0.2,0.99262,0.66502,0.79645,0.66534
1242,4,0.55,0.21,0.97067,0.625,0.76039,0.651
1243,5,0.55,0.21,0.99262,0.66502,0.79645,0.66534
1244,4,0.55,0.22,0.97067,0.625,0.76039,0.651
1245,5,0.55,0.22,0.99262,0.66502,0.79645,0.66534
1246,4,0.55,0.23,0.97135,0.625,0.7606,0.65139
1247,5,0.55,0.23,0.99262,0.66502,0.79645,0.66534
1248,4,0.55,0.24,0.97203,0.625,0.76081,0.65179
1249,5,0.55,0.24,0.99328,0.66502,0.79666,0.66578
1250,4,0.55,0.25,0.97203,0.625,0.76081,0.65179
1251,5,0.55,0.25,0.99328,0.66502,0.79666,0.66578
1252,4,0.55,0.26,0.97203,0.625,0.76081,0.65179
1253,5,0.55,0.26,0.99328,0.66502,0.79666,0.66578
1254,4,0.55,0.27,0.97271,0.625,0.76102,0.65219
1255,5,0.55,0.27,0.99328,0.66502,0.79666,0.66578
1256,4,0.55,0.28,0.97271,0.625,0.76102,0.65219
1257,5,0.55,0.28,0.99328,0.66502,0.79666,0.66578
1258,4,0.55,0.29,0.97271,0.625,0.76102,0.65219
1259,5,0.55,0.29,0.99328,0.66502,0.79666,0.66578
1260,4,0.55,0.3,0.97271,0.625,0.76102,0.65219
1261,5,0.55,0.3,0.99328,0.66502,0.79666,0.66578
1262,4,0.55,0.31,0.97271,0.625,0.76102,0.65219
1263,5,0.55,0.31,0.99328,0.66502,0.79666,0.66578
1264,4,0.55,0.32,0.97339,0.625,0.76123,0.65259
1265,5,0.55,0.32,0.99328,0.66502,0.79666,0.66578
1266,4,0.55,0.33,0.97339,0.625,0.76123,0.65259
1267,5,0.55,0.33,0.99328,0.66502,0.79666,0.66578
1268,4,0.55,0.34,0.97887,0.625,0.7629,0.65578
1269,5,0.55,0.34,0.99328,0.66502,0.79666,0.66578
1270,4,0.55,0.35,0.98164,0.625,0.76374,0.65737
1271,5,0.55,0.35,0.99395,0.66502,0.79688,0.66622
1272,4,0.55,0.36,0.98512,0.625,0.76479,0.65936
1273,5,0.55,0.36,0.99395,0.66502,0.79688,0.66622
1274,4,0.55,0.37,0.98512,0.625,0.76479,0.65936
1275,5,0.55,0.37,0.99395,0.66502,0.79688,0.66622
1276,4,0.55,0.38,0.98792,0.625,0.76563,0.66096
1277,5,0.55,0.38,0.99529,0.66502,0.79731,0.66711
1278,4,0.55,0.39,0.99003,0.625,0.76626,0.66215
1279,5,0.55,0.39,0.99663,0.66502,0.79774,0.66799
1280,4,0.55,0.4,0.99215,0.625,0.7669,0.66335
1281,5,0.55,0.4,0.9973,0.66502,0.79795,0.66844
1282,4,0.55,0.41,0.99215,0.625,0.7669,0.66335
1283,5,0.55,0.41,0.9973,0.66502,0.79795,0.66844
1284,4,0.55,0.42,0.99286,0.625,0.76711,0.66375
1285,5,0.55,0.42,0.9973,0.66502,0.79795,0.66844
1286,4,0.55,0.43,0.99286,0.625,0.76711,0.66375
1287,5,0.55,0.43,0.9973,0.66502,0.79795,0.66844
1288,4,0.55,0.44,0.99357,0.625,0.76732,0.66414
1289,5,0.55,0.44,0.9973,0.66502,0.79795,0.66844
1290,4,0.55,0.45,0.99357,0.625,0.76732,0.66414
1291,5,0.55,0.45,0.9973,0.66502,0.79795,0.66844
1292,4,0.55,0.46,0.99357,0.625,0.76732,0.66414
1293,5,0.55,0.46,0.9973,0.66502,0.79795,0.66844
1294,4,0.55,0.47,0.99357,0.625,0.76732,0.66414
1295,5,0.55,0.47,0.9973,0.66502,0.79795,0.66844
1296,4,0.55,0.48,0.99357,0.625,0.76732,0.66414
1297,5,0.55,0.48,0.9973,0.66502,0.79795,0.66844
1298,4,0.55,0.49,0.99356,0.62455,0.76698,0.66375
1299,5,0.55,0.49,0.9973,0.66457,0.79763,0.66799
