,q-gram size,blocking threshold,match threshold,precision,recall,f-score,acc
2154,4,0.75,0.77,1.0,0.34532,0.51336,0.35318
2155,5,0.75,0.77,1.0,0.36646,0.53636,0.3721
2156,4,0.75,0.78,1.0,0.34038,0.50789,0.34829
2157,5,0.75,0.78,1.0,0.36196,0.53153,0.36765
2158,4,0.75,0.79,1.0,0.33768,0.50487,0.34562
2159,5,0.75,0.79,1.0,0.35926,0.52861,0.36497
2160,4,0.75,0.8,1.0,0.33588,0.50286,0.34385
2161,5,0.75,0.8,1.0,0.35701,0.52617,0.36275
2162,4,0.75,0.81,1.0,0.33453,0.50135,0.34251
2163,5,0.75,0.81,1.0,0.35387,0.52275,0.35963
2164,4,0.75,0.82,1.0,0.33138,0.4978,0.3394
2165,5,0.75,0.82,1.0,0.35117,0.5198,0.35695
2166,4,0.75,0.83,1.0,0.32959,0.49578,0.33763
2167,5,0.75,0.83,1.0,0.35027,0.51881,0.35606
2168,4,0.75,0.84,1.0,0.31969,0.48449,0.32785
2169,5,0.75,0.84,1.0,0.33858,0.50588,0.34447
2170,4,0.75,0.85,1.0,0.3179,0.48243,0.32608
2171,5,0.75,0.85,1.0,0.33588,0.50286,0.3418
2172,4,0.75,0.86,1.0,0.3116,0.47514,0.31986
2173,5,0.75,0.86,1.0,0.32914,0.49527,0.33512
2174,4,0.75,0.87,1.0,0.29991,0.46143,0.30831
2175,5,0.75,0.87,1.0,0.32014,0.48501,0.3262
2176,4,0.75,0.88,1.0,0.29451,0.45501,0.30298
2177,5,0.75,0.88,1.0,0.31565,0.47984,0.32175
2178,4,0.75,0.89,1.0,0.28372,0.44203,0.29231
2179,5,0.75,0.89,1.0,0.30396,0.46621,0.31016
2180,4,0.75,0.9,1.0,0.28282,0.44093,0.29143
2181,5,0.75,0.9,1.0,0.30261,0.46462,0.30882
2182,4,0.75,0.91,1.0,0.26978,0.42492,0.27854
2183,5,0.75,0.91,1.0,0.29317,0.45341,0.29947
2184,4,0.75,0.92,1.0,0.26034,0.41313,0.26921
2185,5,0.75,0.92,1.0,0.28372,0.44203,0.29011
2186,4,0.75,0.93,1.0,0.2518,0.4023,0.26077
2187,5,0.75,0.93,1.0,0.27428,0.43049,0.28075
2188,4,0.75,0.94,1.0,0.23786,0.38431,0.247
2189,5,0.75,0.94,1.0,0.25944,0.41199,0.26604
2190,4,0.75,0.95,1.0,0.23112,0.37546,0.24034
2191,5,0.75,0.95,1.0,0.25225,0.40287,0.25891
2192,4,0.75,0.96,1.0,0.21763,0.35746,0.22701
2193,5,0.75,0.96,1.0,0.24056,0.38782,0.24733
2194,4,0.75,0.97,1.0,0.20953,0.34647,0.21901
2195,5,0.75,0.97,1.0,0.23201,0.37664,0.23886
2196,4,0.75,0.98,1.0,0.20234,0.33658,0.21191
2197,5,0.75,0.98,1.0,0.22662,0.3695,0.23351
2198,4,0.75,0.99,1.0,0.20144,0.33533,0.21102
2199,5,0.75,0.99,1.0,0.22572,0.36831,0.23262
2200,4,0.8,0.0,0.9701,0.29182,0.44867,0.28922
2201,5,0.8,0.0,0.97974,0.30441,0.4645,0.3025
2202,4,0.8,0.01,0.97447,0.29182,0.44914,0.29055
2203,5,0.8,0.01,0.97974,0.30441,0.4645,0.3025
2204,4,0.8,0.02,0.97888,0.29182,0.44961,0.29189
2205,5,0.8,0.02,0.98401,0.30441,0.46498,0.30384
2206,4,0.8,0.03,0.98185,0.29182,0.44992,0.29278
2207,5,0.8,0.03,0.98832,0.30441,0.46546,0.30518
2208,4,0.8,0.04,0.98782,0.29182,0.45054,0.29456
2209,5,0.8,0.04,0.99267,0.30441,0.46594,0.30652
2210,4,0.8,0.05,0.98933,0.29182,0.4507,0.29501
2211,5,0.8,0.05,0.99267,0.30441,0.46594,0.30652
2212,4,0.8,0.06,0.98933,0.29182,0.4507,0.29501
2213,5,0.8,0.06,0.99267,0.30441,0.46594,0.30652
2214,4,0.8,0.07,0.98933,0.29182,0.4507,0.29501
2215,5,0.8,0.07,0.99413,0.30441,0.4661,0.30697
2216,4,0.8,0.08,0.98933,0.29182,0.4507,0.29501
2217,5,0.8,0.08,0.99413,0.30441,0.4661,0.30697
2218,4,0.8,0.09,0.98933,0.29182,0.4507,0.29501
2219,5,0.8,0.09,0.99413,0.30441,0.4661,0.30697
2220,4,0.8,0.1,0.98933,0.29182,0.4507,0.29501
2221,5,0.8,0.1,0.99413,0.30441,0.4661,0.30697
2222,4,0.8,0.11,0.98933,0.29182,0.4507,0.29501
2223,5,0.8,0.11,0.99413,0.30441,0.4661,0.30697
2224,4,0.8,0.12,0.98933,0.29182,0.4507,0.29501
2225,5,0.8,0.12,0.99413,0.30441,0.4661,0.30697
2226,4,0.8,0.13,0.98933,0.29182,0.4507,0.29501
2227,5,0.8,0.13,0.99413,0.30441,0.4661,0.30697
2228,4,0.8,0.14,0.98933,0.29182,0.4507,0.29501
2229,5,0.8,0.14,0.99413,0.30441,0.4661,0.30697
2230,4,0.8,0.15,0.98933,0.29182,0.4507,0.29501
2231,5,0.8,0.15,0.99413,0.30441,0.4661,0.30697
2232,4,0.8,0.16,0.98933,0.29182,0.4507,0.29501
2233,5,0.8,0.16,0.99413,0.30441,0.4661,0.30697
2234,4,0.8,0.17,0.98933,0.29182,0.4507,0.29501
2235,5,0.8,0.17,0.99413,0.30441,0.4661,0.30697
2236,4,0.8,0.18,0.98933,0.29182,0.4507,0.29501
2237,5,0.8,0.18,0.99413,0.30441,0.4661,0.30697
2238,4,0.8,0.19,0.98933,0.29182,0.4507,0.29501
2239,5,0.8,0.19,0.99413,0.30441,0.4661,0.30697
2240,4,0.8,0.2,0.98933,0.29182,0.4507,0.29501
2241,5,0.8,0.2,0.99413,0.30441,0.4661,0.30697
2242,4,0.8,0.21,0.98933,0.29182,0.4507,0.29501
2243,5,0.8,0.21,0.99413,0.30441,0.4661,0.30697
2244,4,0.8,0.22,0.98933,0.29182,0.4507,0.29501
2245,5,0.8,0.22,0.99413,0.30441,0.4661,0.30697
2246,4,0.8,0.23,0.98933,0.29182,0.4507,0.29501
2247,5,0.8,0.23,0.99413,0.30441,0.4661,0.30697
2248,4,0.8,0.24,0.99084,0.29182,0.45086,0.29545
2249,5,0.8,0.24,0.99559,0.30441,0.46626,0.30742
2250,4,0.8,0.25,0.99084,0.29182,0.45086,0.29545
2251,5,0.8,0.25,0.99559,0.30441,0.46626,0.30742
2252,4,0.8,0.26,0.99084,0.29182,0.45086,0.29545
2253,5,0.8,0.26,0.99559,0.30441,0.46626,0.30742
2254,4,0.8,0.27,0.99084,0.29182,0.45086,0.29545
2255,5,0.8,0.27,0.99559,0.30441,0.46626,0.30742
2256,4,0.8,0.28,0.99084,0.29182,0.45086,0.29545
2257,5,0.8,0.28,0.99559,0.30441,0.46626,0.30742
2258,4,0.8,0.29,0.99084,0.29182,0.45086,0.29545
2259,5,0.8,0.29,0.99559,0.30441,0.46626,0.30742
2260,4,0.8,0.3,0.99084,0.29182,0.45086,0.29545
2261,5,0.8,0.3,0.99559,0.30441,0.46626,0.30742
2262,4,0.8,0.31,0.99084,0.29182,0.45086,0.29545
2263,5,0.8,0.31,0.99559,0.30441,0.46626,0.30742
2264,4,0.8,0.32,0.99084,0.29182,0.45086,0.29545
2265,5,0.8,0.32,0.99559,0.30441,0.46626,0.30742
2266,4,0.8,0.33,0.99084,0.29182,0.45086,0.29545
2267,5,0.8,0.33,0.99559,0.30441,0.46626,0.30742
2268,4,0.8,0.34,0.99235,0.29182,0.45101,0.2959
2269,5,0.8,0.34,0.99559,0.30441,0.46626,0.30742
2270,4,0.8,0.35,0.99387,0.29182,0.45117,0.29635
2271,5,0.8,0.35,0.99559,0.30441,0.46626,0.30742
2272,4,0.8,0.36,0.99387,0.29182,0.45117,0.29635
2273,5,0.8,0.36,0.99559,0.30441,0.46626,0.30742
2274,4,0.8,0.37,0.99387,0.29182,0.45117,0.29635
2275,5,0.8,0.37,0.99559,0.30441,0.46626,0.30742
2276,4,0.8,0.38,0.9954,0.29182,0.45133,0.29679
2277,5,0.8,0.38,0.99705,0.30441,0.46642,0.30786
2278,4,0.8,0.39,0.9954,0.29182,0.45133,0.29679
2279,5,0.8,0.39,0.99705,0.30441,0.46642,0.30786
2280,4,0.8,0.4,0.9954,0.29182,0.45133,0.29679
2281,5,0.8,0.4,0.99705,0.30441,0.46642,0.30786
2282,4,0.8,0.41,0.9954,0.29182,0.45133,0.29679
2283,5,0.8,0.41,0.99705,0.30441,0.46642,0.30786
2284,4,0.8,0.42,0.9954,0.29182,0.45133,0.29679
2285,5,0.8,0.42,0.99705,0.30441,0.46642,0.30786
2286,4,0.8,0.43,0.9954,0.29182,0.45133,0.29679
2287,5,0.8,0.43,0.99705,0.30441,0.46642,0.30786
2288,4,0.8,0.44,0.9954,0.29182,0.45133,0.29679
2289,5,0.8,0.44,0.99705,0.30441,0.46642,0.30786
2290,4,0.8,0.45,0.9954,0.29182,0.45133,0.29679
2291,5,0.8,0.45,0.99705,0.30441,0.46642,0.30786
2292,4,0.8,0.46,0.9954,0.29182,0.45133,0.29679
2293,5,0.8,0.46,0.99705,0.30441,0.46642,0.30786
2294,4,0.8,0.47,0.9954,0.29182,0.45133,0.29679
2295,5,0.8,0.47,0.99705,0.30441,0.46642,0.30786
2296,4,0.8,0.48,0.9954,0.29182,0.45133,0.29679
2297,5,0.8,0.48,0.99705,0.30441,0.46642,0.30786
2298,4,0.8,0.49,0.99539,0.29137,0.45079,0.29635
2299,5,0.8,0.49,0.99705,0.30396,0.46589,0.30742
2300,4,0.8,0.5,0.99539,0.29137,0.45079,0.29635
2301,5,0.8,0.5,0.99705,0.30396,0.46589,0.30742
2302,4,0.8,0.51,0.99539,0.29137,0.45079,0.29635
2303,5,0.8,0.51,0.99705,0.30396,0.46589,0.30742
2304,4,0.8,0.52,0.99539,0.29137,0.45079,0.29635
2305,5,0.8,0.52,0.99705,0.30396,0.46589,0.30742
2306,4,0.8,0.53,0.99539,0.29137,0.45079,0.29635
2307,5,0.8,0.53,0.99705,0.30351,0.46536,0.30697
2308,4,0.8,0.54,0.99539,0.29137,0.45079,0.29635
2309,5,0.8,0.54,0.99705,0.30351,0.46536,0.30697
2310,4,0.8,0.55,0.99539,0.29137,0.45079,0.29635
2311,5,0.8,0.55,0.99705,0.30351,0.46536,0.30697
2312,4,0.8,0.56,0.99539,0.29137,0.45079,0.29635
2313,5,0.8,0.56,0.99705,0.30351,0.46536,0.30697
2314,4,0.8,0.57,0.99539,0.29137,0.45079,0.29635
2315,5,0.8,0.57,0.99704,0.30306,0.46483,0.30652
2316,4,0.8,0.58,0.99538,0.29092,0.45025,0.2959
2317,5,0.8,0.58,0.99704,0.30261,0.4643,0.30608
2318,4,0.8,0.59,0.99692,0.29092,0.4504,0.29635
2319,5,0.8,0.59,0.99704,0.30261,0.4643,0.30608
2320,4,0.8,0.6,0.99692,0.29092,0.4504,0.29635
2321,5,0.8,0.6,0.99703,0.30216,0.46377,0.30563
2322,4,0.8,0.61,0.99692,0.29092,0.4504,0.29635
2323,5,0.8,0.61,0.99703,0.30216,0.46377,0.30563
2324,4,0.8,0.62,0.99692,0.29092,0.4504,0.29635
2325,5,0.8,0.62,0.99703,0.30171,0.46324,0.30518
2326,4,0.8,0.63,0.99692,0.29092,0.4504,0.29635
2327,5,0.8,0.63,0.99703,0.30171,0.46324,0.30518
2328,4,0.8,0.64,0.99692,0.29092,0.4504,0.29635
2329,5,0.8,0.64,0.99703,0.30171,0.46324,0.30518
2330,4,0.8,0.65,0.99691,0.29047,0.44986,0.2959
2331,5,0.8,0.65,0.99702,0.30126,0.46271,0.30474
2332,4,0.8,0.66,0.99691,0.29047,0.44986,0.2959
2333,5,0.8,0.66,0.99702,0.30126,0.46271,0.30474
2334,4,0.8,0.67,0.99689,0.28867,0.4477,0.29412
2335,5,0.8,0.67,0.99701,0.29946,0.46058,0.30295
2336,4,0.8,0.68,0.99689,0.28822,0.44716,0.29367
2337,5,0.8,0.68,0.997,0.29901,0.46005,0.3025
2338,4,0.8,0.69,0.99844,0.28822,0.44731,0.29412
2339,5,0.8,0.69,0.9985,0.29901,0.46021,0.30295
2340,4,0.8,0.7,1.0,0.28732,0.44638,0.29367
2341,5,0.8,0.7,1.0,0.29811,0.4593,0.3025
2342,4,0.8,0.71,1.0,0.28732,0.44638,0.29367
2343,5,0.8,0.71,1.0,0.29811,0.4593,0.3025
2344,4,0.8,0.72,1.0,0.28687,0.44584,0.29323
2345,5,0.8,0.72,1.0,0.29766,0.45876,0.30206
2346,4,0.8,0.73,1.0,0.28642,0.4453,0.29278
2347,5,0.8,0.73,1.0,0.29721,0.45823,0.30161
2348,4,0.8,0.74,1.0,0.28507,0.44366,0.29144
2349,5,0.8,0.74,1.0,0.29586,0.45662,0.30027
2350,4,0.8,0.75,1.0,0.28417,0.44257,0.29055
2351,5,0.8,0.75,1.0,0.29541,0.45609,0.29982
2352,4,0.8,0.76,1.0,0.28237,0.44039,0.28877
2353,5,0.8,0.76,1.0,0.29451,0.45501,0.29893
2354,4,0.8,0.77,1.0,0.28103,0.43876,0.28743
2355,5,0.8,0.77,1.0,0.29227,0.45234,0.29669
2356,4,0.8,0.78,1.0,0.27698,0.4338,0.28342
2357,5,0.8,0.78,1.0,0.28822,0.44747,0.29267
2358,4,0.8,0.79,1.0,0.27428,0.43049,0.28075
2359,5,0.8,0.79,1.0,0.28597,0.44475,0.29044
2360,4,0.8,0.8,1.0,0.27293,0.42882,0.27941
2361,5,0.8,0.8,1.0,0.28417,0.44257,0.28865
2362,4,0.8,0.81,1.0,0.27158,0.42715,0.27807
2363,5,0.8,0.81,1.0,0.28147,0.43929,0.28597
2364,4,0.8,0.82,1.0,0.26888,0.42381,0.2754
2365,5,0.8,0.82,1.0,0.27923,0.43656,0.28374
2366,4,0.8,0.83,1.0,0.26799,0.4227,0.27451
2367,5,0.8,0.83,1.0,0.27833,0.43546,0.28284
2368,4,0.8,0.84,1.0,0.25809,0.41029,0.26471
2369,5,0.8,0.84,1.0,0.26978,0.42492,0.27435
2370,4,0.8,0.85,1.0,0.25629,0.40801,0.26292
2371,5,0.8,0.85,1.0,0.26709,0.42158,0.27167
2372,4,0.8,0.86,1.0,0.2509,0.40115,0.25758
2373,5,0.8,0.86,1.0,0.26214,0.41539,0.26676
2374,4,0.8,0.87,1.0,0.24236,0.39016,0.24911
2375,5,0.8,0.87,1.0,0.25585,0.40745,0.2605
2376,4,0.8,0.88,1.0,0.23921,0.38607,0.24599
2377,5,0.8,0.88,1.0,0.25225,0.40287,0.25693
2378,4,0.8,0.89,1.0,0.23022,0.37427,0.23708
2379,5,0.8,0.89,1.0,0.24146,0.38899,0.2462
2380,4,0.8,0.9,1.0,0.22932,0.37308,0.23619
2381,5,0.8,0.9,1.0,0.24011,0.38724,0.24486
2382,4,0.8,0.91,1.0,0.21987,0.36048,0.22683
2383,5,0.8,0.91,1.0,0.23246,0.37723,0.23727
2384,4,0.8,0.92,1.0,0.21268,0.35076,0.2197
2385,5,0.8,0.92,1.0,0.22437,0.36651,0.22922
2386,4,0.8,0.93,1.0,0.20459,0.33968,0.21168
2387,5,0.8,0.93,1.0,0.21673,0.35625,0.22163
2388,4,0.8,0.94,1.0,0.1929,0.32341,0.20009
2389,5,0.8,0.94,1.0,0.20594,0.34154,0.2109
2390,4,0.8,0.95,1.0,0.1875,0.31579,0.19474
2391,5,0.8,0.95,1.0,0.20009,0.33346,0.20509
2392,4,0.8,0.96,1.0,0.17671,0.30035,0.18405
2393,5,0.8,0.96,1.0,0.19155,0.32151,0.1966
2394,4,0.8,0.97,1.0,0.17086,0.29185,0.17825
2395,5,0.8,0.97,1.0,0.18525,0.31259,0.19035
2396,4,0.8,0.98,1.0,0.16547,0.28395,0.17291
2397,5,0.8,0.98,1.0,0.18031,0.30553,0.18543
2398,4,0.8,0.99,1.0,0.16457,0.28263,0.17201
2399,5,0.8,0.99,1.0,0.17986,0.30488,0.18499
2400,4,0.85,0.0,0.97006,0.21853,0.3567,0.21706
2401,5,0.85,0.0,0.98225,0.22392,0.3647,0.22302
2402,4,0.85,0.01,0.972,0.21853,0.35683,0.21751
2403,5,0.85,0.01,0.98225,0.22392,0.3647,0.22302
2404,4,0.85,0.02,0.97787,0.21853,0.35723,0.21885
2405,5,0.85,0.02,0.98419,0.22392,0.36483,0.22347
2406,4,0.85,0.03,0.98182,0.21853,0.35749,0.21974
2407,5,0.85,0.03,0.9881,0.22392,0.3651,0.22436
2408,4,0.85,0.04,0.98982,0.21853,0.35802,0.22153
2409,5,0.85,0.04,0.99401,0.22392,0.3655,0.22571
2410,4,0.85,0.05,0.98982,0.21853,0.35802,0.22153
2411,5,0.85,0.05,0.99401,0.22392,0.3655,0.22571
2412,4,0.85,0.06,0.98982,0.21853,0.35802,0.22153
2413,5,0.85,0.06,0.99401,0.22392,0.3655,0.22571
2414,4,0.85,0.07,0.98982,0.21853,0.35802,0.22153
2415,5,0.85,0.07,0.996,0.22392,0.36564,0.22615
2416,4,0.85,0.08,0.98982,0.21853,0.35802,0.22153
2417,5,0.85,0.08,0.996,0.22392,0.36564,0.22615
2418,4,0.85,0.09,0.98982,0.21853,0.35802,0.22153
2419,5,0.85,0.09,0.996,0.22392,0.36564,0.22615
2420,4,0.85,0.1,0.98982,0.21853,0.35802,0.22153
2421,5,0.85,0.1,0.996,0.22392,0.36564,0.22615
2422,4,0.85,0.11,0.98982,0.21853,0.35802,0.22153
2423,5,0.85,0.11,0.996,0.22392,0.36564,0.22615
2424,4,0.85,0.12,0.98982,0.21853,0.35802,0.22153
2425,5,0.85,0.12,0.996,0.22392,0.36564,0.22615
2426,4,0.85,0.13,0.98982,0.21853,0.35802,0.22153
2427,5,0.85,0.13,0.996,0.22392,0.36564,0.22615
2428,4,0.85,0.14,0.98982,0.21853,0.35802,0.22153
2429,5,0.85,0.14,0.996,0.22392,0.36564,0.22615
2430,4,0.85,0.15,0.98982,0.21853,0.35802,0.22153
2431,5,0.85,0.15,0.996,0.22392,0.36564,0.22615
2432,4,0.85,0.16,0.98982,0.21853,0.35802,0.22153
2433,5,0.85,0.16,0.996,0.22392,0.36564,0.22615
2434,4,0.85,0.17,0.98982,0.21853,0.35802,0.22153
2435,5,0.85,0.17,0.996,0.22392,0.36564,0.22615
2436,4,0.85,0.18,0.98982,0.21853,0.35802,0.22153
2437,5,0.85,0.18,0.996,0.22392,0.36564,0.22615
2438,4,0.85,0.19,0.98982,0.21853,0.35802,0.22153
2439,5,0.85,0.19,0.996,0.22392,0.36564,0.22615
2440,4,0.85,0.2,0.98982,0.21853,0.35802,0.22153
2441,5,0.85,0.2,0.996,0.22392,0.36564,0.22615
2442,4,0.85,0.21,0.98982,0.21853,0.35802,0.22153
2443,5,0.85,0.21,0.996,0.22392,0.36564,0.22615
2444,4,0.85,0.22,0.98982,0.21853,0.35802,0.22153
2445,5,0.85,0.22,0.996,0.22392,0.36564,0.22615
2446,4,0.85,0.23,0.98982,0.21853,0.35802,0.22153
2447,5,0.85,0.23,0.996,0.22392,0.36564,0.22615
2448,4,0.85,0.24,0.99184,0.21853,0.35815,0.22197
2449,5,0.85,0.24,0.998,0.22392,0.36577,0.2266
2450,4,0.85,0.25,0.99184,0.21853,0.35815,0.22197
2451,5,0.85,0.25,0.998,0.22392,0.36577,0.2266
2452,4,0.85,0.26,0.99184,0.21853,0.35815,0.22197
2453,5,0.85,0.26,0.998,0.22392,0.36577,0.2266
2454,4,0.85,0.27,0.99184,0.21853,0.35815,0.22197
2455,5,0.85,0.27,0.998,0.22392,0.36577,0.2266
2456,4,0.85,0.28,0.99184,0.21853,0.35815,0.22197
2457,5,0.85,0.28,0.998,0.22392,0.36577,0.2266
2458,4,0.85,0.29,0.99184,0.21853,0.35815,0.22197
2459,5,0.85,0.29,0.998,0.22392,0.36577,0.2266
2460,4,0.85,0.3,0.99184,0.21853,0.35815,0.22197
2461,5,0.85,0.3,0.998,0.22392,0.36577,0.2266
2462,4,0.85,0.31,0.99184,0.21853,0.35815,0.22197
2463,5,0.85,0.31,0.998,0.22392,0.36577,0.2266
2464,4,0.85,0.32,0.99184,0.21853,0.35815,0.22197
2465,5,0.85,0.32,0.998,0.22392,0.36577,0.2266
2466,4,0.85,0.33,0.99184,0.21853,0.35815,0.22197
2467,5,0.85,0.33,0.998,0.22392,0.36577,0.2266
2468,4,0.85,0.34,0.99387,0.21853,0.35828,0.22242
2469,5,0.85,0.34,0.998,0.22392,0.36577,0.2266
2470,4,0.85,0.35,0.99387,0.21853,0.35828,0.22242
2471,5,0.85,0.35,0.998,0.22392,0.36577,0.2266
2472,4,0.85,0.36,0.99387,0.21853,0.35828,0.22242
2473,5,0.85,0.36,0.998,0.22392,0.36577,0.2266
2474,4,0.85,0.37,0.99387,0.21853,0.35828,0.22242
2475,5,0.85,0.37,0.998,0.22392,0.36577,0.2266
2476,4,0.85,0.38,0.9959,0.21853,0.35841,0.22287
2477,5,0.85,0.38,0.998,0.22392,0.36577,0.2266
2478,4,0.85,0.39,0.9959,0.21853,0.35841,0.22287
2479,5,0.85,0.39,0.998,0.22392,0.36577,0.2266
2480,4,0.85,0.4,0.9959,0.21853,0.35841,0.22287
2481,5,0.85,0.4,0.998,0.22392,0.36577,0.2266
2482,4,0.85,0.41,0.9959,0.21853,0.35841,0.22287
2483,5,0.85,0.41,0.998,0.22392,0.36577,0.2266
2484,4,0.85,0.42,0.9959,0.21853,0.35841,0.22287
2485,5,0.85,0.42,0.998,0.22392,0.36577,0.2266
2486,4,0.85,0.43,0.9959,0.21853,0.35841,0.22287
2487,5,0.85,0.43,0.998,0.22392,0.36577,0.2266
2488,4,0.85,0.44,0.9959,0.21853,0.35841,0.22287
2489,5,0.85,0.44,0.998,0.22392,0.36577,0.2266
2490,4,0.85,0.45,0.9959,0.21853,0.35841,0.22287
2491,5,0.85,0.45,0.998,0.22392,0.36577,0.2266
2492,4,0.85,0.46,0.9959,0.21853,0.35841,0.22287
2493,5,0.85,0.46,0.998,0.22392,0.36577,0.2266
2494,4,0.85,0.47,0.9959,0.21853,0.35841,0.22287
2495,5,0.85,0.47,0.998,0.22392,0.36577,0.2266
2496,4,0.85,0.48,0.9959,0.21853,0.35841,0.22287
2497,5,0.85,0.48,0.998,0.22392,0.36577,0.2266
2498,4,0.85,0.49,0.99589,0.21808,0.35781,0.22242
2499,5,0.85,0.49,0.998,0.22392,0.36577,0.2266
2500,4,0.85,0.5,0.99589,0.21808,0.35781,0.22242
2501,5,0.85,0.5,0.998,0.22392,0.36577,0.2266
2502,4,0.85,0.51,0.99589,0.21808,0.35781,0.22242
2503,5,0.85,0.51,0.998,0.22392,0.36577,0.2266
2504,4,0.85,0.52,0.99589,0.21808,0.35781,0.22242
2505,5,0.85,0.52,0.998,0.22392,0.36577,0.2266
2506,4,0.85,0.53,0.99589,0.21808,0.35781,0.22242
2507,5,0.85,0.53,0.99799,0.22347,0.36517,0.22615
2508,4,0.85,0.54,0.99589,0.21808,0.35781,0.22242
2509,5,0.85,0.54,0.99799,0.22347,0.36517,0.22615
2510,4,0.85,0.55,0.99589,0.21808,0.35781,0.22242
2511,5,0.85,0.55,0.99799,0.22347,0.36517,0.22615
2512,4,0.85,0.56,0.99589,0.21808,0.35781,0.22242
2513,5,0.85,0.56,0.99799,0.22347,0.36517,0.22615
2514,4,0.85,0.57,0.99589,0.21808,0.35781,0.22242
2515,5,0.85,0.57,0.99799,0.22302,0.36457,0.22571
2516,4,0.85,0.58,0.99588,0.21763,0.3572,0.22197
2517,5,0.85,0.58,0.99798,0.22257,0.36397,0.22526
2518,4,0.85,0.59,0.99588,0.21763,0.3572,0.22197
2519,5,0.85,0.59,0.99798,0.22257,0.36397,0.22526
2520,4,0.85,0.6,0.99588,0.21763,0.3572,0.22197
2521,5,0.85,0.6,0.99798,0.22257,0.36397,0.22526
2522,4,0.85,0.61,0.99588,0.21763,0.3572,0.22197
2523,5,0.85,0.61,0.99798,0.22257,0.36397,0.22526
2524,4,0.85,0.62,0.99588,0.21763,0.3572,0.22197
2525,5,0.85,0.62,0.99798,0.22257,0.36397,0.22526
2526,4,0.85,0.63,0.99588,0.21763,0.3572,0.22197
2527,5,0.85,0.63,0.99798,0.22257,0.36397,0.22526
2528,4,0.85,0.64,0.99588,0.21763,0.3572,0.22197
2529,5,0.85,0.64,0.99798,0.22257,0.36397,0.22526
2530,4,0.85,0.65,0.99588,0.21718,0.35659,0.22153
2531,5,0.85,0.65,0.99798,0.22212,0.36337,0.22481
2532,4,0.85,0.66,0.99588,0.21718,0.35659,0.22153
2533,5,0.85,0.66,0.99798,0.22212,0.36337,0.22481
2534,4,0.85,0.67,0.99584,0.21538,0.35416,0.21974
2535,5,0.85,0.67,0.99797,0.22077,0.36156,0.22347
2536,4,0.85,0.68,0.99583,0.21493,0.35355,0.21929
2537,5,0.85,0.68,0.99796,0.22032,0.36095,0.22302
2538,4,0.85,0.69,0.99791,0.21493,0.35368,0.21974
2539,5,0.85,0.69,0.99796,0.22032,0.36095,0.22302
2540,4,0.85,0.7,1.0,0.21403,0.35259,0.21929
2541,5,0.85,0.7,1.0,0.21987,0.36048,0.22302
2542,4,0.85,0.71,1.0,0.21403,0.35259,0.21929
2543,5,0.85,0.71,1.0,0.21987,0.36048,0.22302
2544,4,0.85,0.72,1.0,0.21403,0.35259,0.21929
2545,5,0.85,0.72,1.0,0.21987,0.36048,0.22302
2546,4,0.85,0.73,1.0,0.21403,0.35259,0.21929
2547,5,0.85,0.73,1.0,0.21942,0.35988,0.22257
2548,4,0.85,0.74,1.0,0.21268,0.35076,0.21795
2549,5,0.85,0.74,1.0,0.21808,0.35807,0.22123
2550,4,0.85,0.75,1.0,0.21268,0.35076,0.21795
2551,5,0.85,0.75,1.0,0.21808,0.35807,0.22123
2552,4,0.85,0.76,1.0,0.21178,0.34954,0.21706
2553,5,0.85,0.76,1.0,0.21718,0.35686,0.22033
2554,4,0.85,0.77,1.0,0.21043,0.34769,0.21572
2555,5,0.85,0.77,1.0,0.21628,0.35564,0.21944
2556,4,0.85,0.78,1.0,0.20683,0.34277,0.21215
2557,5,0.85,0.78,1.0,0.21313,0.35137,0.2163
2558,4,0.85,0.79,1.0,0.20459,0.33968,0.20992
2559,5,0.85,0.79,1.0,0.21133,0.34892,0.21451
2560,4,0.85,0.8,1.0,0.20369,0.33844,0.20902
2561,5,0.85,0.8,1.0,0.20998,0.34708,0.21317
2562,4,0.85,0.81,1.0,0.20234,0.33658,0.20768
2563,5,0.85,0.81,1.0,0.20773,0.344,0.21093
2564,4,0.85,0.82,1.0,0.20009,0.33346,0.20545
2565,5,0.85,0.82,1.0,0.20549,0.34092,0.20869
2566,4,0.85,0.83,1.0,0.19964,0.33283,0.205
2567,5,0.85,0.83,1.0,0.20504,0.3403,0.20824
2568,4,0.85,0.84,1.0,0.192,0.32215,0.19741
2569,5,0.85,0.84,1.0,0.19694,0.32907,0.20018
2570,4,0.85,0.85,1.0,0.1902,0.31961,0.19562
2571,5,0.85,0.85,1.0,0.19469,0.32593,0.19794
2572,4,0.85,0.86,1.0,0.1866,0.31451,0.19205
2573,5,0.85,0.86,1.0,0.19155,0.32151,0.19481
2574,4,0.85,0.87,1.0,0.18076,0.30618,0.18624
2575,5,0.85,0.87,1.0,0.18615,0.31387,0.18943
2576,4,0.85,0.88,1.0,0.17851,0.30294,0.18401
2577,5,0.85,0.88,1.0,0.18255,0.30874,0.18585
2578,4,0.85,0.89,1.0,0.17086,0.29185,0.17642
2579,5,0.85,0.89,1.0,0.17356,0.29578,0.17689
2580,4,0.85,0.9,1.0,0.16996,0.29054,0.17552
2581,5,0.85,0.9,1.0,0.17221,0.29382,0.17555
2582,4,0.85,0.91,1.0,0.16322,0.28063,0.16883
